"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.418593523454159,"G_1","E_1",-0.672619135565294,"raw"
"2",0.371037571966674,"G_2","E_2",-0.146988965117628,"raw"
"3",-0.177191345347948,"G_3","E_3",0.284849146043331,"raw"
"4",-0.128121671104014,"G_4","E_4",-0.018662246881746,"raw"
"5",-0.484318078968877,"G_5","E_5",0.55342120152133,"raw"
"G_1",0.64334485989596,"G_1","E_1",-1.03376196545713,"means"
"G_2",0.570255155367158,"G_2","E_2",-0.225910316025721,"means"
"G_3",-0.272328965596467,"G_3","E_3",0.437790418830503,"means"
"G_4",-0.196912789920586,"G_4","E_4",-0.0286823850173463,"means"
"G_5",-0.744358259746066,"G_5","E_5",0.850564247669697,"means"
"11",0.560696680004191,"G_1","E_1",-1.0543025509293,"raw.ne"
"21",0.809060115392392,"G_2","E_2",-0.411941659552611,"raw.ne"
"31",-0.174911640310361,"G_3","E_3",0.522659147857464,"raw.ne"
"41",-0.274982486512675,"G_4","E_4",0.382936212019801,"raw.ne"
"51",-0.91986266857355,"G_5","E_5",0.560648850604639,"raw.ne"
"G_11",0.550470350442127,"G_1","E_1",-1.0350735350845,"mean.ne"
"G_21",0.794303981335268,"G_2","E_2",-0.404428415188652,"mean.ne"
"G_31",-0.171721494654348,"G_3","E_3",0.513126570110476,"mean.ne"
"G_41",-0.269967187454984,"G_4","E_4",0.375951986778207,"mean.ne"
"G_51",-0.903085649668064,"G_5","E_5",0.550423393384467,"mean.ne"
