"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.410951592714135,"G_1","E_1",-0.426274206477977,"raw"
"2",-0.173506848643429,"G_2","E_2",0.0823171846501982,"raw"
"3",0.251208200666016,"G_3","E_3",-0.0173264921578599,"raw"
"4",0.0574023300611933,"G_4","E_4",-0.0902567906102415,"raw"
"5",-0.290775817602795,"G_5","E_5",0.151883139880253,"raw"
"6",0.155700475100913,"G_6","E_6",0.602871162003765,"raw"
"7",-0.410979932296029,"G_7","E_7",-0.303213997288135,"raw"
"G_1",0.445217778845686,"G_1","E_1",-0.461818031009181,"means"
"G_2",-0.187974289763312,"G_2","E_2",0.0891810002943172,"means"
"G_3",0.272154577598,"G_3","E_3",-0.0187712190206226,"means"
"G_4",0.0621886819360506,"G_4","E_4",-0.0977826307372174,"means"
"G_5",-0.315021442793649,"G_5","E_5",0.164547541317435,"means"
"G_6",0.168683175631023,"G_6","E_6",0.653140088604416,"means"
"G_7",-0.445248481453798,"G_7","E_7",-0.328496749449147,"means"
"11",0.455266289034813,"G_1","E_1",-0.491581335748116,"raw.ne"
"21",-0.121058994287571,"G_2","E_2",0.1084824402017,"raw.ne"
"31",0.263739298070725,"G_3","E_3",-0.00600307091719576,"raw.ne"
"41",0.121571817508254,"G_4","E_4",-0.0445689429930786,"raw.ne"
"51",-0.386953794336137,"G_5","E_5",0.134502607803036,"raw.ne"
"61",0.115362566103742,"G_6","E_6",0.634444849643471,"raw.ne"
"71",-0.44792718209382,"G_7","E_7",-0.33527654798981,"raw.ne"
"G_11",0.450903609313528,"G_1","E_1",-0.486870659872284,"mean.ne"
"G_21",-0.119898922408369,"G_2","E_2",0.107442885652231,"mean.ne"
"G_31",0.261211963815767,"G_3","E_3",-0.00594554529672846,"mean.ne"
"G_41",0.120406831398595,"G_4","E_4",-0.0441418522365872,"mean.ne"
"G_51",-0.383245732675777,"G_5","E_5",0.133213709824738,"mean.ne"
"G_61",0.114257081380058,"G_6","E_6",0.628365155744587,"mean.ne"
"G_71",-0.443634830823804,"G_7","E_7",-0.332063693815956,"mean.ne"
