"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.409022549205263,"G_1","E_1",0.210696394526131,"raw"
"2",-0.300737794294168,"G_2","E_2",-0.233578619386798,"raw"
"3",-0.179297774765911,"G_3","E_3",0.348268855635904,"raw"
"4",-0.186342812751441,"G_4","E_4",-0.322810824259725,"raw"
"5",0.257355832606255,"G_5","E_5",-0.002575806515513,"raw"
"G_1",0.669414313344627,"G_1","E_1",0.34482984505365,"means"
"G_2",-0.49219336306854,"G_2","E_2",-0.382279342331156,"means"
"G_3",-0.293442249118911,"G_3","E_3",0.569983628794588,"means"
"G_4",-0.304972296239133,"G_4","E_4",-0.528318516135385,"means"
"G_5",0.421193595081957,"G_5","E_5",-0.0042156153816972,"means"
"11",0.764809796906303,"G_1","E_1",0.15944811700915,"raw.ne"
"21",-0.279502385464419,"G_2","E_2",0.316316685142106,"raw.ne"
"31",-0.616950315439893,"G_3","E_3",0.128456000740031,"raw.ne"
"41",-0.557014482301817,"G_4","E_4",-0.818583169471153,"raw.ne"
"51",0.688657386299825,"G_5","E_5",0.214362366579866,"raw.ne"
"G_11",0.752373036407743,"G_1","E_1",0.156855291902557,"mean.ne"
"G_21",-0.274957328326208,"G_2","E_2",0.311172981608595,"mean.ne"
"G_31",-0.606917934390814,"G_3","E_3",0.126367146070192,"mean.ne"
"G_41",-0.547956732599033,"G_4","E_4",-0.805271986915643,"mean.ne"
"G_51",0.677458958908311,"G_5","E_5",0.210876567334299,"mean.ne"
