"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.316977900343697,"G_1","E_1",-0.248358887445415,"raw"
"2",-0.0568084534057768,"G_2","E_2",-0.041673163256728,"raw"
"3",0.363197572742573,"G_3","E_3",0.491029947047206,"raw"
"4",0.220205027955397,"G_4","E_4",-0.982169248554511,"raw"
"5",0.076197985719743,"G_5","E_5",0.332958564174131,"raw"
"6",-0.15442353589384,"G_6","E_6",-0.0582513604531938,"raw"
"7",-0.131390696774397,"G_7","E_7",0.506464148488513,"raw"
"G_1",-0.32671663552578,"G_1","E_1",-0.255989392387006,"means"
"G_2",-0.058553819512434,"G_2","E_2",-0.0429535171890244,"means"
"G_3",0.374356347458025,"G_3","E_3",0.506116205791365,"means"
"G_4",0.226970542051786,"G_4","E_4",-1.01234512581689,"means"
"G_5",0.0785390700777664,"G_5","E_5",0.343188284541324,"means"
"G_6",-0.159167998900001,"G_6","E_6",-0.0600410580088708,"means"
"G_7",-0.135427505649362,"G_7","E_7",0.522024603069102,"means"
"11",-0.295658906496817,"G_1","E_1",-0.280355878785795,"raw.ne"
"21",-0.0351084877644521,"G_2","E_2",0.00370162714777861,"raw.ne"
"31",0.3214897335027,"G_3","E_3",0.479039051644462,"raw.ne"
"41",0.262868447978911,"G_4","E_4",-1.06261046731197,"raw.ne"
"51",0.0733610663343113,"G_5","E_5",0.388535105738069,"raw.ne"
"61",-0.131932296817708,"G_6","E_6",-0.0304518742541253,"raw.ne"
"71",-0.195019556736943,"G_7","E_7",0.502142435821583,"raw.ne"
"G_11",-0.292925483505219,"G_1","E_1",-0.27776393520465,"mean.ne"
"G_21",-0.0347839030976296,"G_2","E_2",0.00366740489866347,"mean.ne"
"G_31",0.318517499587836,"G_3","E_3",0.474610244228672,"mean.ne"
"G_41",0.260438179031542,"G_4","E_4",-1.052786430834,"mean.ne"
"G_51",0.0726828292814126,"G_5","E_5",0.384943024567057,"mean.ne"
"G_61",-0.130712557565715,"G_6","E_6",-0.0301703408675262,"mean.ne"
"G_71",-0.193216563732227,"G_7","E_7",0.497500033211783,"mean.ne"
