"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.201953002152732,"G_1","E_1",-0.273525460821455,"raw"
"2",-0.018989665726405,"G_2","E_2",0.41628408066972,"raw"
"3",0.110280738016096,"G_3","E_3",-0.0483570578542441,"raw"
"4",0.00186561645855941,"G_4","E_4",0.0220882003806438,"raw"
"5",0.108796313404482,"G_5","E_5",-0.116489762374664,"raw"
"G_1",-0.485416327829875,"G_1","E_1",-0.657448630842892,"means"
"G_2",-0.0456437572374248,"G_2","E_2",1.00058472822261,"means"
"G_3",0.265071924197774,"G_3","E_3",-0.116231525147182,"means"
"G_4",0.00448421504409201,"G_4","E_4",0.0530914272273789,"means"
"G_5",0.261503945825434,"G_5","E_5",-0.279995999459915,"means"
"11",-0.317268503258543,"G_1","E_1",-0.846058155509305,"raw.ne"
"21",0.0379858571590292,"G_2","E_2",0.194395906801532,"raw.ne"
"31",0.43153395940813,"G_3","E_3",0.557021282581832,"raw.ne"
"41",-0.239220611279381,"G_4","E_4",-0.00149746274048891,"raw.ne"
"51",0.0869692979707655,"G_5","E_5",0.0961384288664299,"raw.ne"
"G_11",-0.312109321976187,"G_1","E_1",-0.832300195438082,"mean.ne"
"G_21",0.0373681597789354,"G_2","E_2",0.191234787076641,"mean.ne"
"G_31",0.424516679396992,"G_3","E_3",0.547963422298021,"mean.ne"
"G_41",-0.235330585993572,"G_4","E_4",-0.00147311213000539,"mean.ne"
"G_51",0.0855550687938321,"G_5","E_5",0.0945750981934257,"mean.ne"
