"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",-0.154206886418378,"G_1","E_1",-0.364176095767629,"raw"
"2",-0.348887075264196,"G_2","E_2",-0.116475301079399,"raw"
"3",-0.534585059343123,"G_3","E_3",-0.364927017878298,"raw"
"4",0.148093645865152,"G_4","E_4",0.479163542451452,"raw"
"5",0.889585375160545,"G_5","E_5",0.366414872273875,"raw"
"G_1",-0.187580096034843,"G_1","E_1",-0.442990508428712,"means"
"G_2",-0.42439266237317,"G_2","E_2",-0.141682700880701,"means"
"G_3",-0.65027910944464,"G_3","E_3",-0.443903943910776,"means"
"G_4",0.180143837663429,"G_4","E_4",0.582863355826927,"means"
"G_5",1.08210803018922,"G_5","E_5",0.445713797393262,"means"
"11",-0.230571959997474,"G_1","E_1",-0.491399792382845,"raw.ne"
"21",-0.546903587386892,"G_2","E_2",-0.133843229585374,"raw.ne"
"31",-0.52590967585272,"G_3","E_3",-0.562785679359798,"raw.ne"
"41",0.306901162646047,"G_4","E_4",0.689034503852778,"raw.ne"
"51",0.996484060591036,"G_5","E_5",0.498994197475236,"raw.ne"
"G_11",-0.226215282119857,"G_1","E_1",-0.482114749203427,"mean.ne"
"G_21",-0.536569795019489,"G_2","E_2",-0.131314249750133,"mean.ne"
"G_31",-0.515972565327928,"G_3","E_3",-0.552151793439177,"mean.ne"
"G_41",0.30110223763396,"G_4","E_4",0.676015135062731,"mean.ne"
"G_51",0.977655404833314,"G_5","E_5",0.489565657330005,"mean.ne"
