"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.259407448109336,"G_1","E_1",-0.10035032518881,"raw"
"2",0.232150560757658,"G_2","E_2",0.184880759132534,"raw"
"3",0.190577791741477,"G_3","E_3",-0.142074664101907,"raw"
"4",-0.0670644310965125,"G_4","E_4",0.734385080928247,"raw"
"5",-0.250360633081617,"G_5","E_5",-0.383727209922527,"raw"
"6",0.210716331358665,"G_6","E_6",-0.300161198837385,"raw"
"7",-0.575427067789007,"G_7","E_7",0.00704755798984939,"raw"
"G_1",0.29816422222617,"G_1","E_1",-0.115343167199485,"means"
"G_2",0.266835019164534,"G_2","E_2",0.212502872038199,"means"
"G_3",0.219051069899217,"G_3","E_3",-0.163301331664674,"means"
"G_4",-0.0770841935444479,"G_4","E_4",0.844105896208447,"means"
"G_5",-0.287765767648157,"G_5","E_5",-0.441057980129169,"means"
"G_6",0.242198408364235,"G_6","E_6",-0.345006787762328,"means"
"G_7",-0.661398758461552,"G_7","E_7",0.00810049850900986,"means"
"11",0.361196214108567,"G_1","E_1",-0.045930678542961,"raw.ne"
"21",0.198754024215262,"G_2","E_2",0.133883419345098,"raw.ne"
"31",0.189175363232204,"G_3","E_3",-0.121338061443041,"raw.ne"
"41",-0.052980782923543,"G_4","E_4",0.83423247436045,"raw.ne"
"51",-0.34501735369764,"G_5","E_5",-0.398257541109577,"raw.ne"
"61",0.249513717917512,"G_6","E_6",-0.311734954636045,"raw.ne"
"71",-0.600641182852358,"G_7","E_7",-0.0908546579739194,"raw.ne"
"G_11",0.357734979581319,"G_1","E_1",-0.0454905386848482,"mean.ne"
"G_21",0.196849424266066,"G_2","E_2",0.13260045486329,"mean.ne"
"G_31",0.187362552706091,"G_3","E_3",-0.120175315347341,"mean.ne"
"G_41",-0.0524730840386336,"G_4","E_4",0.826238275830091,"mean.ne"
"G_51",-0.341711156316627,"G_5","E_5",-0.39444115904857,"mean.ne"
"G_61",0.24712270311242,"G_6","E_6",-0.308747692460567,"mean.ne"
"G_71",-0.594885419310636,"G_7","E_7",-0.0899840251520536,"mean.ne"
