"","G_means","gen_factor","exp_env_factor","E_means","data.type"
"1",0.759484408686447,"G_1","E_1",0.629707886422344,"raw"
"2",-0.692138756996523,"G_10","E_10",0.306104088197958,"raw"
"3",1.03483304215717,"G_2","E_2",-0.195923756616878,"raw"
"4",0.540896046710479,"G_3","E_3",0.263084394637379,"raw"
"5",-0.26408948365941,"G_4","E_4",0.175521793914456,"raw"
"6",-0.0571054375035941,"G_5","E_5",-0.0825268581232325,"raw"
"7",-0.313485120963992,"G_6","E_6",-0.169392411287786,"raw"
"8",-0.372642737450837,"G_7","E_7",-0.49196014952605,"raw"
"9",0.0223158734655068,"G_8","E_8",-0.207548846053612,"raw"
"10",-0.658067834445242,"G_9","E_9",-0.227066141564572,"raw"
"G_1",0.780716853320964,"G_1","E_1",0.647312247593508,"means"
"G_10",-0.711488460123079,"G_10","E_10",0.314661654397771,"means"
"G_2",1.06376324141111,"G_2","E_2",-0.201401078162087,"means"
"G_3",0.556017549184331,"G_3","E_3",0.27043928537567,"means"
"G_4",-0.271472473061463,"G_4","E_4",0.180428750171648,"means"
"G_5",-0.0587018995589775,"G_5","E_5",-0.0848340114050318,"means"
"G_6",-0.322249034216836,"G_6","E_6",-0.17412801211519,"means"
"G_7",-0.383060484281296,"G_7","E_7",-0.505713580824606,"means"
"G_8",0.0229397447950662,"G_8","E_8",-0.213351163168203,"means"
"G_9",-0.676465037469823,"G_9","E_9",-0.23341409186348,"means"
"11",0.796769285663529,"G_1","E_1",0.616839649266041,"raw.ne"
"21",-0.768535043556609,"G_10","E_10",0.30062782870689,"raw.ne"
"31",1.06619590756466,"G_2","E_2",-0.203253171323293,"raw.ne"
"41",0.575323060395723,"G_3","E_3",0.255996035515732,"raw.ne"
"51",-0.256245307879957,"G_4","E_4",0.218574815391182,"raw.ne"
"61",-0.0512370143183157,"G_5","E_5",-0.0942660499196653,"raw.ne"
"71",-0.357899059028822,"G_6","E_6",-0.13450107865104,"raw.ne"
"81",-0.376975919442813,"G_7","E_7",-0.44400535972531,"raw.ne"
"91",0.0428949090697155,"G_8","E_8",-0.266451128808237,"raw.ne"
"101",-0.670290818467102,"G_9","E_9",-0.24956154045229,"raw.ne"
"G_11",0.793569396085697,"G_1","E_1",0.614362371589313,"mean.ne"
"G_101",-0.76544854496746,"G_10","E_10",0.299420483151285,"mean.ne"
"G_21",1.06191397898892,"G_2","E_2",-0.202436890228766,"mean.ne"
"G_31",0.573012516681279,"G_3","E_3",0.254967934833673,"mean.ne"
"G_41",-0.255216206100048,"G_4","E_4",0.217697001340958,"mean.ne"
"G_51",-0.0510312423450884,"G_5","E_5",-0.0938874698763687,"mean.ne"
"G_61",-0.356461707602877,"G_6","E_6",-0.133960911494094,"mean.ne"
"G_71",-0.375461953810067,"G_7","E_7",-0.442222198465636,"mean.ne"
"G_81",0.0427226396625678,"G_8","E_8",-0.265381039630072,"mean.ne"
"G_91",-0.667598876592924,"G_9","E_9",-0.248559281220292,"mean.ne"
