"","X1","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",1,10001,-152.333588065544,-1.18967734191842,0.00780968502761548,-0.631393719434282,0.558283622484139,0.562188464997947,-0.63529856194809,0.106504404536247,-0.993
"2",1,10002,0.43852694970887,-1.0673319364093,-2.43390272164089,-0.496412071161953,0.570919865247344,-0.646031495573101,0.720539289658492,0.163297198781366,0.781
"3",1,10003,0.465854948838682,-0.712949990274556,-1.53041197061843,-0.657571910336737,0.0553780799378188,-0.709827905371397,0.107634074972479,0.0580696008786892,0.872
"4",1,10004,0.446004544826371,-1.66311936695025,-3.72892919196082,-1.2547637891547,0.408355577795555,-1.45610901818485,0.609700806825711,0.460322357466637,0.805
"5",1,10005,0.407473255369034,-1.17312721462008,-2.87902874400337,-0.716486482172199,0.456640732447876,-0.982873639553811,0.723027889829487,0.508856836406851,0.688
"6",1,10006,0.657735292942046,1.42336665044024,2.16404177442498,0.768847684698058,-0.654518965742182,0.427501921470308,-0.313173202514433,0.671437044763426,0.52
"7",1,10007,0.7700138975467,-1.07447722295073,-1.39539977963264,-0.300223913132113,0.774253309818621,0.0765534200023013,0.397475976684206,0.0542056400250418,0.299
"8",1,10008,0.912787974617435,-1.24768966126162,-1.36689975761846,-0.798279408221132,0.449410253040488,-0.234039625768744,-0.1148295294119,0.330624425724084,0.096
"9",1,10009,0.228548415480477,-0.148347422179502,-0.649085323420997,-0.22166997011364,-0.0733225479341388,-0.397865209644637,0.102872691596858,0.0843283765986117,0.296
"10",1,10010,0.164786135759099,-0.160490915435748,-0.973934577059139,0.20797360956921,0.368464525004958,-0.118502763524612,0.69494089809878,0.412361400792263,0.197
"11",1,10011,-4.84467475849348,0.774489811099088,-0.159864149753559,0.672839126176812,-0.101650684922276,-0.181582759799056,0.752771201053591,0.57691625569901,-0.829
"12",1,10012,0.340710300169343,-1.06504379420125,-3.12595126613988,-0.3516785348793,0.713365259321955,-0.849610373747984,1.21129709819064,0.196590085887698,0.517
"13",1,10013,3.88524267836854,0.603543697304956,0.155342599489407,0.611304930662116,0.00776123335715917,0.0854325331018628,0.533633630917412,0.941998976459153,-0.743
"14",1,10014,16.1431721309795,-1.30782834951514,-0.0810143346613617,-1.09866833151713,0.209160017998005,0.168652850667324,-1.05816116418645,0.0568700019080045,-0.938
"15",1,10015,-1.30852353725787,0.892317309109488,-0.681926831044566,0.449811460424467,-0.442505848685021,-0.783469264207304,0.79077487594675,0.39442790562727,-0.567
"16",1,10016,1.32884550010301,-1.55610721798914,-1.17102192682935,-1.24064220146582,0.315465016523322,-0.270045946891355,-0.655131238051145,0.0602387507381083,-0.247
"17",1,10017,0.0726889512619063,-0.167040512765677,-2.29801792247368,-0.105711206498876,0.0613293062668011,-1.08767965497004,1.04329775473797,0.116243548914756,0.078
"18",1,10018,0.031444598426432,-0.0404159939201609,-1.28530800018701,-0.0536788995866553,-0.0132629056664945,-0.655916905759999,0.588975100506849,0.374187149739776,0.032
"19",1,10019,-0.601988195626601,-0.512292153623511,0.85100033081259,-0.421536155308685,0.0907559983148257,0.516256163721121,-0.84703632071498,0.715009890188799,-0.376
"20",1,1001,2.42265315494207,-1.67474263443276,-0.691284524578512,-0.72236380888155,0.952378825551208,0.606736563261952,-0.376721546592295,0.58679238310631,-0.587
"21",1,10020,-0.245762189854807,0.52924482272433,-2.15348350792691,0.150443393958996,-0.378801428765334,-1.45554318272879,1.22718514792245,0.121014300347845,-0.197
"22",1,10021,0.477189834076394,-1.11814150860655,-2.34317965044399,-0.48240091155895,0.635740597047598,-0.535849228174395,0.689188913663044,0.439770569911137,0.913
"23",1,10022,-0.19837667330007,-0.298026413485275,1.50232589612223,0.294043183810675,0.59206959729595,1.34323254535706,-0.457119764250438,0.049097495494906,-0.166
"24",1,10023,-0.378086852061827,-0.659151596678376,1.74338671943712,-0.431203048899882,0.227948547778495,1.09964190749705,-1.30289640861844,0.108554818415689,-0.274
"25",1,10024,0.470115326234671,-1.02237937179672,-2.17474163198494,-0.464598752938359,0.557780618858362,-0.529590197134108,0.622772063054111,0.362463440103935,0.887
"26",1,10025,1.33249437553099,-0.863131102845647,-0.647755907038405,-0.348320217487735,0.514810885357912,0.19093293183871,-0.0244422639685324,0.514396057834769,-0.25
"27",1,10026,-2.00674878487777,-0.876341802184247,0.436697312981118,-0.406206599002202,0.470135203182045,0.688483859672604,-0.624555255492761,0.361252227333129,-0.667
"28",1,10027,1.11409655112728,-1.83112101184368,-1.64359274785555,-0.833947065260687,0.997173946582995,0.17537757265522,-0.0121506913329116,0.00984625402503064,-0.102
"29",1,10028,1.11188599503156,-2.23804249329728,-2.01283450218631,-0.861381883998992,1.37666060929829,0.370243358205139,0.145035367094161,0.046940702428209,-0.101
"30",1,10029,-0.784873530407604,-0.615874782593435,0.784680281259577,-0.35906758747667,0.256807195116765,0.649147335746553,-0.751407728106459,0.802450029405585,-0.44
"31",1,1002,0.00603481934641275,0.00837058144505914,1.38704755926701,0.250180665489176,0.241810084044117,0.935333863677622,-0.443343114144329,0.116203187674513,0.006
"32",1,10030,-0.437230712294057,-0.450869581110267,1.03119375751225,-0.213141087020835,0.237728494089432,0.753325372845558,-0.728737965776961,0.0471352931103821,-0.304
"33",1,10031,0.741440753370678,-0.786703096546821,-1.06104647332963,-0.0431606748619938,0.743542421684827,0.213019185020012,0.48736256180282,0.31704547599448,0.349
