"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",13119,2.42713711596838,-0.23321586086949,-0.0960868091609406,-0.116607930434744,0.116607930434745,0.0685645258542751,-0.068564525854274,0.432332280239177,-0.59
