"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",13269,1.03645529397344,-0.611650684642549,-0.59013706447258,-0.305825342321274,0.305825342321274,0.0107568100849845,-0.0107568100849847,0.0141182056994649,-0.04
