"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",26821,0.157688938563393,0.204866130581201,1.29917882920394,0.102433065290601,-0.102433065290601,0.547156349311372,-0.547156349311371,0.130167388683614,0.19
