"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",10563,-2.02361690931363,0.0731104508564878,-0.0361286024642309,0.036555225428244,-0.0365552254282438,-0.0546195266603592,0.0546195266603594,0.118437755789432,-0.67
