"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",10277,0.430597607449754,-0.666058997944548,-1.54682466047438,-0.333029498972274,0.333029498972274,-0.440382831264919,0.440382831264918,0.178181559216173,0.76
