"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",7996,-0.342441974028663,-0.403869046792598,1.17937950783683,-0.201934523396299,0.201934523396299,0.791624277314714,-0.791624277314714,0.232774783763391,-0.26
