"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",8005,0.474033044535084,0.882051691362747,1.86073882724322,0.441025845681373,-0.441025845681373,0.489343567940239,-0.489343567940239,0.32451835684705,0.9
