"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",10359,-4.85506372955948,0.578215653661388,-0.11909537873643,0.289107826830694,-0.289107826830694,-0.348655516198909,0.348655516198909,0.0799363788656596,-0.83
