"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",18745,0.830657373800736,-1.04721148974823,-1.26070209303824,-0.523605744874116,0.523605744874117,-0.106745301645002,0.106745301645002,0.656245521916731,0.2
