"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",15946,-0.0116078158865279,0.0155474713487235,-1.33939679098184,0.00777373567436179,-0.00777373567436174,-0.677472131165281,0.677472131165281,0.115427573810457,-0.01
