"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",2331,-0.310188017817629,-0.288561642916398,0.93027978626194,-0.144280821458199,0.144280821458199,0.609420714589169,-0.609420714589169,0.327291611161483,-0.24
