"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",24123,3.32073880782165,-0.454145648759867,-0.13676042442428,-0.227072824379934,0.227072824379934,0.158692612167794,-0.158692612167794,0.272001311372371,-0.7
