"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",10316,0.630634613364409,0.33236766306417,0.527036822940946,0.166183831532085,-0.166183831532085,0.0973345799383878,-0.0973345799383878,0.0800208264049154,0.59
