"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",13117,-0.640481100532383,0.391582743950471,-0.611388444756572,0.195791371975235,-0.195791371975236,-0.501485594353522,0.501485594353521,0.220462401816844,-0.39
