"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",2292,0.304983646151369,-0.442653210509995,-1.45139982453452,-0.221326605254997,0.221326605254998,-0.504373307012261,0.504373307012262,0.370308495081831,0.44
