"","row","PL","delta_E","delta_H","G1Emean","G2Emean","E1Gmean","E2Gmean","GxE_emm","covariance"
"1",21293,16.513336113935,-0.878184072514311,-0.0531802941849674,-0.439092036257155,0.439092036257155,0.412501889164672,-0.412501889164672,0.00912169601878864,-0.94
