"","row","replicate","delta_env","delta_gen","sample_size","n_env","n_pop","std_dev","interaction","Sim_time","true_cov","covariance","covariance_lwrCI","covariance_uprCI","covariance_pvalue","true_cor","cor","cor_lwrCI","cor_uprCI","cor_pvalue","true_cov_means","cov_means","cov_means_lwrCI","cov_means_uprCI","cov_means_pvalue","GxE_Anova","true_GxE_emm","GxE_emm","GxE_emm_lwrCI","GxE_emm_uprCI","GxE_emm_pvalue","true_GxE_omega","GxE_omega","GxE_omega_lwrCI","GxE_omega_uprCI","GxE_omega_pvalue","true_GxE_eta","GxE_eta","GxE_eta_lwrCI","GxE_eta_uprCI","GxE_eta_pvalue","true_GxE_SSq","GxE_SSq","GxE_SSq_lwrCI","GxE_SSq_uprCI","true_GxE_means","GxE_means","GxE_means_lwrCI","GxE_means_uprCI","GxE_means_pvalue"
"1",16475,94,0.5,0.01,5,10,10,1.5,9.34852819424123,17.3867518703143,0.19,0.16,0.1,0.22,0.553,0.261367166447122,0.223288716178053,0.132911033857711,0.300780413326708,0.527,0.19,0.16,0.1,0.23,0.55,4.42486632009632e-282,0.74,0.73,0.72,0.75,0,0.91,0.88,0.88,0.89,0,0.91,0.89,0.88,0.9,0,0.91,0.91,0.9,0.91,0.74,0.74,0.73,0.75,0
