"","X1","aov_coefs","row"
"1","(Intercept)",-0.789140541795943,1001
"2","exp_env_factorE_2",1.42410938529728,1001
"3","gen_factorG_2",-1.64463823743351,1001
"4","exp_env_factorE_2:gen_factorG_2",1.66807446447471,1001
"5","(Intercept)",-0.558470284147073,1002
"6","exp_env_factorE_2",2.43489609089015,1002
"7","gen_factorG_2",-0.024564463719114,1002
"8","exp_env_factorE_2:gen_factorG_2",-0.98732771742546,1002
"9","(Intercept)",-1.19095431996374,1003
"10","exp_env_factorE_2",1.53032665800306,1003
"11","gen_factorG_2",0.983004613712539,1003
"12","exp_env_factorE_2:gen_factorG_2",-0.562634962890358,1003
"13","(Intercept)",0.434523826136729,1004
"14","exp_env_factorE_2",-0.417750884289064,1004
"15","gen_factorG_2",0.192196579475327,1004
"16","exp_env_factorE_2:gen_factorG_2",-2.13472481369089,1004
"17","(Intercept)",0.926848620150356,1005
"18","exp_env_factorE_2",-1.50106850736481,1005
"19","gen_factorG_2",-2.35845428321238,1005
"20","exp_env_factorE_2:gen_factorG_2",3.4412172675776,1005
"21","(Intercept)",-0.756283928780935,1006
"22","exp_env_factorE_2",1.31690079566671,1006
"23","gen_factorG_2",1.19719982829561,1006
"24","exp_env_factorE_2:gen_factorG_2",-3.02050738033435,1006
"25","(Intercept)",0.823079253750481,1007
"26","exp_env_factorE_2",0.0394924031759913,1007
"27","gen_factorG_2",-1.95924187892799,1007
"28","exp_env_factorE_2:gen_factorG_2",1.15942086716267,1007
"29","(Intercept)",1.04337739887414,1008
"30","exp_env_factorE_2",0.390444152979523,1008
"31","gen_factorG_2",-2.14847300131993,1008
"32","exp_env_factorE_2:gen_factorG_2",0.4833242847358,1008
"33","(Intercept)",-0.644802709606076,1009
"34","exp_env_factorE_2",1.90672947172433,1009
"35","gen_factorG_2",0.207732845265443,1009
"36","exp_env_factorE_2:gen_factorG_2",-0.632848933566541,1009
"37","(Intercept)",-1.19615909017576,100
"38","exp_env_factorE_2",-0.155221710003061,100
"39","exp_env_factorE_3",0.0381746735209677,100
"40","exp_env_factorE_4",-0.360188291006564,100
"41","gen_factorG_2",-0.113426626025334,100
"42","gen_factorG_3",0.129306916271244,100
"43","gen_factorG_4",1.45932129839695,100
"44","exp_env_factorE_2:gen_factorG_2",0.494391664104321,100
"45","exp_env_factorE_3:gen_factorG_2",1.92856062478456,100
"46","exp_env_factorE_4:gen_factorG_2",2.38865629838639,100
"47","exp_env_factorE_2:gen_factorG_3",1.48497365504523,100
"48","exp_env_factorE_3:gen_factorG_3",2.04737934865305,100
"49","exp_env_factorE_4:gen_factorG_3",2.82775931463704,100
"50","exp_env_factorE_2:gen_factorG_4",0.530715492141412,100
"51","exp_env_factorE_3:gen_factorG_4",0.316424691540367,100
"52","exp_env_factorE_4:gen_factorG_4",1.46371568315206,100
"53","(Intercept)",-1.38663595182522,1010
"54","exp_env_factorE_2",2.43787193105443,1010
"55","gen_factorG_2",0.928769059829428,1010
"56","exp_env_factorE_2:gen_factorG_2",-1.84957722325429,1010
"57","(Intercept)",-1.32840884114142,1011
"58","exp_env_factorE_2",1.65090426535091,1011
"59","gen_factorG_2",2.25146572405042,1011
"60","exp_env_factorE_2:gen_factorG_2",-3.79702822198417,1011
"61","(Intercept)",0.548885547139268,1012
"62","exp_env_factorE_2",0.129232703232615,1012
"63","gen_factorG_2",-0.759385545559118,1012
"64","exp_env_factorE_2:gen_factorG_2",0.249109735573854,1012
"65","(Intercept)",1.81660429552773,1013
"66","exp_env_factorE_2",-3.27122899020708,1013
"67","gen_factorG_2",-1.03087046678213,1013
"68","exp_env_factorE_2:gen_factorG_2",2.90153068297906,1013
"69","(Intercept)",-0.42480080334178,1014
"70","exp_env_factorE_2",2.82925226966162,1014
"71","gen_factorG_2",-1.19581943638604,1014
"72","exp_env_factorE_2:gen_factorG_2",-0.879567196249552,1014
"73","(Intercept)",0.0242302521190357,1015
"74","exp_env_factorE_2",0.136894272475468,1015
"75","gen_factorG_2",-0.330447107981446,1015
"76","exp_env_factorE_2:gen_factorG_2",0.309395035861912,1015
"77","(Intercept)",-2.36219513987716,1016
"78","exp_env_factorE_2",2.83142993642089,1016
"79","gen_factorG_2",2.37060644700441,1016
"80","exp_env_factorE_2:gen_factorG_2",-2.38896472218453,1016
"81","(Intercept)",-0.886576218772448,1017
"82","exp_env_factorE_2",1.60186673454106,1017
"83","gen_factorG_2",1.95897275044071,1017
"84","exp_env_factorE_2:gen_factorG_2",-3.23227571166997,1017
"85","(Intercept)",2.0239365335088,1018
"86","exp_env_factorE_2",-2.31570848724351,1018
"87","gen_factorG_2",-3.14286469695807,1018
"88","exp_env_factorE_2:gen_factorG_2",3.01292328816052,1018
"89","(Intercept)",-0.539704027723745,1019
"90","exp_env_factorE_2",2.08808627244078,1019
"91","gen_factorG_2",-0.00177806745382025,1019
"92","exp_env_factorE_2:gen_factorG_2",-0.992883729818119,1019
"93","(Intercept)",-1.49372027760747,101
"94","exp_env_factorE_2",0.0781853254932217,101
"95","exp_env_factorE_3",1.14709040881886,101
"96","exp_env_factorE_4",1.1685390746507,101
"97","exp_env_factorE_5",1.94088944986362,101
"98","exp_env_factorE_6",2.01474197100515,101
"99","exp_env_factorE_7",3.56513701589971,101
"100","exp_env_factorE_8",2.72665166579514,101
"101","gen_factorG_2",0.196081569227392,101
"102","gen_factorG_3",-0.131417928552742,101
"103","gen_factorG_4",0.301335629670171,101
"104","gen_factorG_5",-0.738320562310581,101
"105","gen_factorG_6",-0.220575935835808,101
"106","gen_factorG_7",0.00435740401946207,101
"107","gen_factorG_8",-0.0180908621519558,101
"108","exp_env_factorE_2:gen_factorG_2",-0.815007416673088,101
"109","exp_env_factorE_3:gen_factorG_2",-0.845653319945831,101
"110","exp_env_factorE_4:gen_factorG_2",-0.707193984833962,101
"111","exp_env_factorE_5:gen_factorG_2",-0.807324808239739,101
"112","exp_env_factorE_6:gen_factorG_2",0.000683296843164487,101
"113","exp_env_factorE_7:gen_factorG_2",-1.30294772381377,101
"114","exp_env_factorE_8:gen_factorG_2",0.418682901261201,101
"115","exp_env_factorE_2:gen_factorG_3",0.341083609976663,101
"116","exp_env_factorE_3:gen_factorG_3",-0.0198631028629791,101
"117","exp_env_factorE_4:gen_factorG_3",1.10889490387707,101
"118","exp_env_factorE_5:gen_factorG_3",0.10374206402581,101
"119","exp_env_factorE_6:gen_factorG_3",0.402136327722616,101
"120","exp_env_factorE_7:gen_factorG_3",-0.719157747529514,101
"121","exp_env_factorE_8:gen_factorG_3",0.207530610081476,101
"122","exp_env_factorE_2:gen_factorG_4",-0.161388941063272,101
"123","exp_env_factorE_3:gen_factorG_4",-1.1968845331356,101
"124","exp_env_factorE_4:gen_factorG_4",-0.225951981219675,101
"125","exp_env_factorE_5:gen_factorG_4",-1.2720177703874,101
"126","exp_env_factorE_6:gen_factorG_4",-0.164472005359914,101
"127","exp_env_factorE_7:gen_factorG_4",-1.22841291537906,101
"128","exp_env_factorE_8:gen_factorG_4",-0.492041726003445,101
"129","exp_env_factorE_2:gen_factorG_5",0.993432700123054,101
"130","exp_env_factorE_3:gen_factorG_5",-0.00663601134433214,101
