"","X1","G_means","gen_factor","exp_env_factor","E_means","data.type","row"
"6553","11",0.675780155661211,"G_1","E_1",-0.874500848780725,"raw.ne",1488
"6554","21",0.130196849235229,"G_2","E_2",-0.439556189463134,"raw.ne",1488
"6555","31",-0.0431376024555309,"G_3","E_3",0.191302960817845,"raw.ne",1488
"6556","41",-0.762839402440909,"G_4","E_4",1.12275407742601,"raw.ne",1488
"6557","G_11",0.675780155661206,"G_1","E_1",-0.874500848780727,"mean.ne",1488
"6558","G_21",0.13019684923523,"G_2","E_2",-0.439556189463133,"mean.ne",1488
"6559","G_31",-0.0431376024555291,"G_3","E_3",0.191302960817845,"mean.ne",1488
"6560","G_41",-0.762839402440907,"G_4","E_4",1.12275407742602,"mean.ne",1488
"6561","1",0.343944191678784,"G_1","E_1",0.261325172425968,"raw",1489
"6562","2",-0.0652804508768244,"G_2","E_2",-0.905219651096398,"raw",1489
"6563","3",0.204126748665667,"G_3","E_3",0.0281983716865224,"raw",1489
"6564","4",-0.911500067763377,"G_4","E_4",0.186986528688158,"raw",1489
"6565","G_1",0.343944191678783,"G_1","E_1",0.261325172425968,"means",1489
"6566","G_2",-0.0652804508768233,"G_2","E_2",-0.905219651096396,"means",1489
"6567","G_3",0.204126748665668,"G_3","E_3",0.0281983716865205,"means",1489
"6568","G_4",-0.911500067763377,"G_4","E_4",0.186986528688158,"means",1489
"6569","11",0.581433140055859,"G_1","E_1",0.311595199109739,"raw.ne",1489
"6570","21",-0.120808503946698,"G_2","E_2",-0.795452586966075,"raw.ne",1489
"6571","31",0.271426085295285,"G_3","E_3",0.140265799028781,"raw.ne",1489
"6572","41",-0.732050721404444,"G_4","E_4",0.343591588827556,"raw.ne",1489
"6573","G_11",0.581433140055856,"G_1","E_1",0.311595199109739,"mean.ne",1489
"6574","G_21",-0.120808503946696,"G_2","E_2",-0.795452586966076,"mean.ne",1489
"6575","G_31",0.271426085295285,"G_3","E_3",0.14026579902878,"mean.ne",1489
"6576","G_41",-0.732050721404445,"G_4","E_4",0.343591588827557,"mean.ne",1489
"6577","1",0.461060932262071,"G_1","E_1",-0.917587781893535,"raw",148
"6578","2",0.638368158588766,"G_2","E_2",-0.435386523796074,"raw",148
"6579","3",0.827670775877578,"G_3","E_3",-0.490409886528976,"raw",148
"6580","4",0.25941288904757,"G_4","E_4",-0.410348844851197,"raw",148
"6581","5",-0.232370210591626,"G_5","E_5",0.0890382330131814,"raw",148
"6582","6",-0.235185563126831,"G_6","E_6",0.129427728794123,"raw",148
"6583","7",-0.655622688088172,"G_7","E_7",0.954601514863037,"raw",148
"6584","8",-0.850531346213019,"G_8","E_8",1.29346850815578,"raw",148
"6585","G_1",0.461060932262069,"G_1","E_1",-0.917587781893534,"means",148
"6586","G_2",0.638368158588767,"G_2","E_2",-0.435386523796072,"means",148
"6587","G_3",0.827670775877577,"G_3","E_3",-0.490409886528975,"means",148
"6588","G_4",0.259412889047571,"G_4","E_4",-0.410348844851201,"means",148
"6589","G_5",-0.232370210591626,"G_5","E_5",0.0890382330131821,"means",148
"6590","G_6",-0.23518556312683,"G_6","E_6",0.129427728794122,"means",148
"6591","G_7",-0.655622688088172,"G_7","E_7",0.954601514863037,"means",148
"6592","G_8",-0.85053134621302,"G_8","E_8",1.29346850815578,"means",148
"6593","11",0.453698317270963,"G_1","E_1",-1.07123708816922,"raw.ne",148
"6594","21",0.716497254954478,"G_2","E_2",-0.395751749201902,"raw.ne",148
"6595","31",0.708533568923276,"G_3","E_3",-0.500753263601217,"raw.ne",148
"6596","41",0.245823817770277,"G_4","E_4",-0.323574215110549,"raw.ne",148
"6597","51",-0.294071082870568,"G_5","E_5",-0.0574954985707114,"raw.ne",148
"6598","61",-0.266287273531935,"G_6","E_6",0.138256459801416,"raw.ne",148
"6599","71",-0.753094768140512,"G_7","E_7",0.976316889563708,"raw.ne",148
"6600","81",-0.811099834375981,"G_8","E_8",1.23423846528847,"raw.ne",148
"6601","G_11",0.453698317270964,"G_1","E_1",-1.07123708816922,"mean.ne",148
"6602","G_21",0.716497254954478,"G_2","E_2",-0.395751749201899,"mean.ne",148
"6603","G_31",0.708533568923276,"G_3","E_3",-0.500753263601217,"mean.ne",148
"6604","G_41",0.245823817770276,"G_4","E_4",-0.32357421511055,"mean.ne",148
"6605","G_51",-0.294071082870568,"G_5","E_5",-0.0574954985707104,"mean.ne",148
"6606","G_61",-0.266287273531935,"G_6","E_6",0.138256459801415,"mean.ne",148
"6607","G_71",-0.753094768140511,"G_7","E_7",0.976316889563708,"mean.ne",148
"6608","G_81",-0.811099834375981,"G_8","E_8",1.23423846528847,"mean.ne",148
"6609","1",0.15441719958916,"G_1","E_1",-1.03743100995909,"raw",1490
"6610","2",0.228992154210232,"G_2","E_2",0.306391268171126,"raw",1490
"6611","3",-0.0388295456621608,"G_3","E_3",0.168860268700417,"raw",1490
"6612","4",-0.645283426756196,"G_4","E_4",0.261475854468582,"raw",1490
"6613","G_1",0.15441719958916,"G_1","E_1",-1.03743100995909,"means",1490
"6614","G_2",0.228992154210232,"G_2","E_2",0.306391268171116,"means",1490
"6615","G_3",-0.0388295456621622,"G_3","E_3",0.168860268700418,"means",1490
"6616","G_4",-0.645283426756194,"G_4","E_4",0.261475854468586,"means",1490
"6617","11",0.167565635078805,"G_1","E_1",-0.749611468053473,"raw.ne",1490
"6618","21",0.344462214303489,"G_2","E_2",0.247635292933969,"raw.ne",1490
"6619","31",0.0476560488551193,"G_3","E_3",0.377948322193168,"raw.ne",1490
"6620","41",-0.559683898237414,"G_4","E_4",0.124027852926336,"raw.ne",1490
"6621","G_11",0.167565635078806,"G_1","E_1",-0.749611468053468,"mean.ne",1490
"6622","G_21",0.344462214303489,"G_2","E_2",0.247635292933961,"mean.ne",1490
"6623","G_31",0.0476560488551183,"G_3","E_3",0.377948322193167,"mean.ne",1490
"6624","G_41",-0.559683898237414,"G_4","E_4",0.12402785292634,"mean.ne",1490
"6625","1",0.580425698085681,"G_1","E_1",-0.694833161254271,"raw",1491
"6626","2",-0.660765216104179,"G_2","E_2",0.0080325044066277,"raw",1491
"6627","3",0.17928006589734,"G_3","E_3",0.457792541951019,"raw",1491
"6628","4",-0.126539448396317,"G_4","E_4",0.20140921437915,"raw",1491
"6629","G_1",0.580425698085678,"G_1","E_1",-0.694833161254272,"means",1491
"6630","G_2",-0.660765216104177,"G_2","E_2",0.00803250440662998,"means",1491
"6631","G_3",0.179280065897339,"G_3","E_3",0.457792541951017,"means",1491
"6632","G_4",-0.126539448396315,"G_4","E_4",0.20140921437915,"means",1491
"6633","11",0.640117888073223,"G_1","E_1",-0.672350491915359,"raw.ne",1491
"6634","21",-0.758604717534215,"G_2","E_2",0.0181320998559525,"raw.ne",1491
"6635","31",0.126068093363744,"G_3","E_3",0.502440465895568,"raw.ne",1491
"6636","41",-0.00758126390275155,"G_4","E_4",0.151777926163839,"raw.ne",1491
"6637","G_11",0.640117888073219,"G_1","E_1",-0.67235049191536,"mean.ne",1491
"6638","G_21",-0.758604717534214,"G_2","E_2",0.018132099855954,"mean.ne",1491
"6639","G_31",0.126068093363744,"G_3","E_3",0.502440465895566,"mean.ne",1491
"6640","G_41",-0.00758126390275022,"G_4","E_4",0.15177792616384,"mean.ne",1491
"6641","1",-0.835139776099059,"G_1","E_1",-0.423365597616374,"raw",1492
"6642","2",0.448480524000265,"G_2","E_2",-0.132685440887184,"raw",1492
"6643","3",0.54957527461251,"G_3","E_3",0.0487190268929719,"raw",1492
"6644","4",-0.193647899900519,"G_4","E_4",0.476600134223784,"raw",1492
"6645","G_1",-0.835139776099056,"G_1","E_1",-0.423365597616373,"means",1492
"6646","G_2",0.448480524000263,"G_2","E_2",-0.132685440887186,"means",1492
"6647","G_3",0.54957527461251,"G_3","E_3",0.0487190268929721,"means",1492
"6648","G_4",-0.193647899900518,"G_4","E_4",0.476600134223785,"means",1492
"6649","11",-0.990505681530562,"G_1","E_1",-0.224969214047081,"raw.ne",1492
"6650","21",0.559550706193758,"G_2","E_2",-0.264225565947266,"raw.ne",1492
"6651","31",0.598716034178351,"G_3","E_3",0.0964455820550214,"raw.ne",1492
"6652","41",-0.16776105884155,"G_4","E_4",0.392749197939323,"raw.ne",1492
"6653","G_11",-0.990505681530558,"G_1","E_1",-0.224969214047081,"mean.ne",1492
"6654","G_21",0.559550706193757,"G_2","E_2",-0.264225565947266,"mean.ne",1492
"6655","G_31",0.598716034178352,"G_3","E_3",0.0964455820550233,"mean.ne",1492
"6656","G_41",-0.167761058841552,"G_4","E_4",0.392749197939324,"mean.ne",1492
"6657","1",-0.450353184763974,"G_1","E_1",-0.861210004617404,"raw",1493
"6658","2",-0.399019165124691,"G_2","E_2",-0.161307704939203,"raw",1493
"6659","3",0.795022371739169,"G_3","E_3",0.367167023412885,"raw",1493
"6660","4",0.414852293035597,"G_4","E_4",1.01585300102982,"raw",1493
"6661","G_1",-0.450353184763972,"G_1","E_1",-0.861210004617403,"means",1493
"6662","G_2",-0.399019165124691,"G_2","E_2",-0.161307704939206,"means",1493
"6663","G_3",0.795022371739167,"G_3","E_3",0.367167023412886,"means",1493
"6664","G_4",0.414852293035597,"G_4","E_4",1.01585300102982,"means",1493
"6665","11",-0.60220485399325,"G_1","E_1",-0.837962643623346,"raw.ne",1493
"6666","21",-0.470539636495819,"G_2","E_2",-0.315277928541736,"raw.ne",1493
"6667","31",0.677310666249035,"G_3","E_3",0.119463059449105,"raw.ne",1493
"6668","41",0.395433824240039,"G_4","E_4",1.03377751271598,"raw.ne",1493
"6669","G_11",-0.60220485399325,"G_1","E_1",-0.837962643623343,"mean.ne",1493
"6670","G_21",-0.470539636495822,"G_2","E_2",-0.315277928541742,"mean.ne",1493
"6671","G_31",0.677310666249034,"G_3","E_3",0.119463059449104,"mean.ne",1493
"6672","G_41",0.395433824240038,"G_4","E_4",1.03377751271598,"mean.ne",1493
"6673","1",1.05911786349504,"G_1","E_1",0.685007466686674,"raw",1494
"6674","2",-0.381001229993948,"G_2","E_2",-0.341733740011227,"raw",1494
"6675","3",0.112839582543382,"G_3","E_3",0.0899371268291628,"raw",1494
"6676","4",-0.501626977942235,"G_4","E_4",-0.143881615402369,"raw",1494
"6677","G_1",1.05911786349504,"G_1","E_1",0.685007466686674,"means",1494
"6678","G_2",-0.381001229993947,"G_2","E_2",-0.341733740011225,"means",1494
"6679","G_3",0.112839582543382,"G_3","E_3",0.0899371268291636,"means",1494
"6680","G_4",-0.501626977942234,"G_4","E_4",-0.14388161540237,"means",1494
"6681","11",0.959853056871308,"G_1","E_1",0.601441626301215,"raw.ne",1494
"6682","21",-0.468875617524363,"G_2","E_2",-0.378464266191844,"raw.ne",1494
"6683","31",0.171767179473194,"G_3","E_3",-0.0817304557023669,"raw.ne",1494
"6684","41",-0.662744618820142,"G_4","E_4",-0.141246904407006,"raw.ne",1494
"6685","G_11",0.959853056871306,"G_1","E_1",0.601441626301216,"mean.ne",1494
"6686","G_21",-0.468875617524361,"G_2","E_2",-0.378464266191842,"mean.ne",1494
"6687","G_31",0.171767179473195,"G_3","E_3",-0.0817304557023672,"mean.ne",1494
"6688","G_41",-0.662744618820139,"G_4","E_4",-0.141246904407007,"mean.ne",1494
"6689","1",0.545331544213175,"G_1","E_1",0.247317303523288,"raw",1495
"6690","2",-0.774735582895982,"G_2","E_2",-0.505974551980367,"raw",1495
"6691","3",-0.550688189012063,"G_3","E_3",0.0471133773828197,"raw",1495
"6692","4",0.910171382743699,"G_4","E_4",0.341623026123089,"raw",1495
"6693","G_1",0.545331544213178,"G_1","E_1",0.247317303523288,"means",1495
"6694","G_2",-0.774735582895983,"G_2","E_2",-0.505974551980371,"means",1495
"6695","G_3",-0.550688189012063,"G_3","E_3",0.0471133773828242,"means",1495
"6696","G_4",0.910171382743698,"G_4","E_4",0.341623026123088,"means",1495
"6697","11",0.346061677446911,"G_1","E_1",0.242753491515004,"raw.ne",1495
"6698","21",-0.472630673335501,"G_2","E_2",-0.531086918529477,"raw.ne",1495
"6699","31",-0.743613612417896,"G_3","E_3",-0.0691380037766542,"raw.ne",1495
"6700","41",0.870182608306485,"G_4","E_4",0.357471430791127,"raw.ne",1495
"6701","G_11",0.346061677446913,"G_1","E_1",0.242753491515004,"mean.ne",1495
"6702","G_21",-0.472630673335502,"G_2","E_2",-0.531086918529479,"mean.ne",1495
"6703","G_31",-0.743613612417896,"G_3","E_3",-0.0691380037766503,"mean.ne",1495
"6704","G_41",0.870182608306485,"G_4","E_4",0.357471430791125,"mean.ne",1495
"6705","1",0.522249371893482,"G_1","E_1",-0.00985059517485903,"raw",1496
"6706","2",-0.967218905345416,"G_2","E_2",0.219528383255805,"raw",1496
"6707","3",-0.357628668459663,"G_3","E_3",-0.476941829343905,"raw",1496
"6708","4",0.38590843465426,"G_4","E_4",-0.149425725994378,"raw",1496
"6709","G_1",0.522249371893482,"G_1","E_1",-0.0098505951748607,"means",1496
"6710","G_2",-0.967218905345415,"G_2","E_2",0.219528383255811,"means",1496
"6711","G_3",-0.357628668459665,"G_3","E_3",-0.47694182934391,"means",1496
"6712","G_4",0.385908434654262,"G_4","E_4",-0.149425725994376,"means",1496
"6713","11",0.518159237142794,"G_1","E_1",0.0950825297583897,"raw.ne",1496
"6714","21",-0.742562457784991,"G_2","E_2",0.321690830076345,"raw.ne",1496
"6715","31",-0.21005531636634,"G_3","E_3",-0.441354277138093,"raw.ne",1496
"6716","41",0.434458537008534,"G_4","E_4",0.0245809173033555,"raw.ne",1496
"6717","G_11",0.518159237142793,"G_1","E_1",0.0950825297583894,"mean.ne",1496
"6718","G_21",-0.742562457784989,"G_2","E_2",0.321690830076349,"mean.ne",1496
"6719","G_31",-0.210055316366339,"G_3","E_3",-0.441354277138097,"mean.ne",1496
"6720","G_41",0.434458537008535,"G_4","E_4",0.024580917303358,"mean.ne",1496
"6721","1",-0.810423516528994,"G_1","E_1",-0.900062892291172,"raw",1497
"6722","2",0.121099329480993,"G_2","E_2",0.191903265806126,"raw",1497
"6723","3",0.975705992252706,"G_3","E_3",0.709925392908007,"raw",1497
"6724","4",-0.0977314844779792,"G_4","E_4",0.186884554303765,"raw",1497
"6725","G_1",-0.810423516528993,"G_1","E_1",-0.900062892291169,"means",1497
"6726","G_2",0.121099329480993,"G_2","E_2",0.191903265806122,"means",1497
"6727","G_3",0.975705992252705,"G_3","E_3",0.709925392908004,"means",1497
"6728","G_4",-0.0977314844779806,"G_4","E_4",0.186884554303768,"means",1497
"6729","11",-0.642676326411691,"G_1","E_1",-0.936741410895927,"raw.ne",1497
"6730","21",0.14088719228127,"G_2","E_2",0.178572518057759,"raw.ne",1497
"6731","31",0.761593477045783,"G_3","E_3",0.53751377286204,"raw.ne",1497
"6732","41",-0.259804342915364,"G_4","E_4",0.220655119976126,"raw.ne",1497
"6733","G_11",-0.642676326411689,"G_1","E_1",-0.936741410895923,"mean.ne",1497
"6734","G_21",0.140887192281271,"G_2","E_2",0.178572518057756,"mean.ne",1497
"6735","G_31",0.761593477045782,"G_3","E_3",0.537513772862037,"mean.ne",1497
"6736","G_41",-0.259804342915363,"G_4","E_4",0.22065511997613,"mean.ne",1497
"6737","1",-0.980014844976564,"G_1","E_1",-0.369645060524511,"raw",1498
"6738","2",0.379615404948243,"G_2","E_2",-0.704255852827517,"raw",1498
"6739","3",0.0292616149026077,"G_3","E_3",0.469892738755694,"raw",1498
"6740","4",0.422168938627315,"G_4","E_4",0.455039288097936,"raw",1498
"6741","G_1",-0.98001484497656,"G_1","E_1",-0.369645060524508,"means",1498
"6742","G_2",0.379615404948242,"G_2","E_2",-0.704255852827524,"means",1498
"6743","G_3",0.0292616149026054,"G_3","E_3",0.469892738755697,"means",1498
"6744","G_4",0.422168938627315,"G_4","E_4",0.455039288097938,"means",1498
"6745","11",-0.854050862502743,"G_1","E_1",-0.473774791162134,"raw.ne",1498
"6746","21",0.0877503537612402,"G_2","E_2",-0.580736923579468,"raw.ne",1498
"6747","31",0.105917798050564,"G_3","E_3",0.403836268735674,"raw.ne",1498
"6748","41",0.660382710690942,"G_4","E_4",0.650675446005933,"raw.ne",1498
"6749","G_11",-0.854050862502743,"G_1","E_1",-0.473774791162133,"mean.ne",1498
"6750","G_21",0.0877503537612387,"G_2","E_2",-0.580736923579475,"mean.ne",1498
"6751","G_31",0.105917798050561,"G_3","E_3",0.403836268735675,"mean.ne",1498
"6752","G_41",0.660382710690943,"G_4","E_4",0.650675446005932,"mean.ne",1498
"6753","1",-1.04453949770646,"G_1","E_1",-0.120826251461745,"raw",1499
"6754","2",-0.683712720439296,"G_2","E_2",0.0359206462938652,"raw",1499
"6755","3",0.482436326468647,"G_3","E_3",-0.00538405773300737,"raw",1499
"6756","4",1.36978119114549,"G_4","E_4",0.214254962369263,"raw",1499
"6757","G_1",-1.04453949770646,"G_1","E_1",-0.120826251461744,"means",1499
"6758","G_2",-0.683712720439297,"G_2","E_2",0.0359206462938643,"means",1499
"6759","G_3",0.482436326468644,"G_3","E_3",-0.00538405773300822,"means",1499
"6760","G_4",1.36978119114549,"G_4","E_4",0.214254962369263,"means",1499
"6761","11",-1.08982578429735,"G_1","E_1",-0.188193099595743,"raw.ne",1499
"6762","21",-0.60032155224203,"G_2","E_2",0.0718843264972014,"raw.ne",1499
"6763","31",0.518130200446036,"G_3","E_3",-0.0290495532291112,"raw.ne",1499
"6764","41",1.17201713609335,"G_4","E_4",0.145358326327655,"raw.ne",1499
"6765","G_11",-1.08982578429735,"G_1","E_1",-0.188193099595743,"mean.ne",1499
"6766","G_21",-0.600321552242032,"G_2","E_2",0.0718843264971994,"mean.ne",1499
"6767","G_31",0.518130200446032,"G_3","E_3",-0.029049553229112,"mean.ne",1499
"6768","G_41",1.17201713609335,"G_4","E_4",0.145358326327655,"mean.ne",1499
"6769","1",1.16223514764382,"G_1","E_1",-0.316931925991074,"raw",149
"6770","2",0.960651257114482,"G_2","E_2",-0.433147783260422,"raw",149
"6771","3",0.701982510094138,"G_3","E_3",0.0746985978942362,"raw",149
"6772","4",-0.202520858860447,"G_4","E_4",-0.136602133955288,"raw",149
"6773","5",-0.216672817204311,"G_5","E_5",-0.120374691236969,"raw",149
"6774","6",-0.564626326672624,"G_6","E_6",0.136150911912487,"raw",149
"6775","7",-1.02704418224275,"G_7","E_7",0.109598259727281,"raw",149
"6776","8",-0.948473971460836,"G_8","E_8",0.552139523321229,"raw",149
"6777","G_1",1.16223514764383,"G_1","E_1",-0.316931925991075,"means",149
"6778","G_2",0.960651257114481,"G_2","E_2",-0.433147783260422,"means",149
"6779","G_3",0.701982510094139,"G_3","E_3",0.0746985978942369,"means",149
"6780","G_4",-0.202520858860451,"G_4","E_4",-0.136602133955288,"means",149
"6781","G_5",-0.216672817204312,"G_5","E_5",-0.120374691236967,"means",149
"6782","G_6",-0.564626326672624,"G_6","E_6",0.136150911912486,"means",149
"6783","G_7",-1.02704418224275,"G_7","E_7",0.109598259727279,"means",149
"6784","G_8",-0.948473971460836,"G_8","E_8",0.552139523321227,"means",149
"6785","11",1.2564141814631,"G_1","E_1",-0.345200278472945,"raw.ne",149
"6786","21",1.10145155253223,"G_2","E_2",-0.470265863076021,"raw.ne",149
"6787","31",0.559896562979544,"G_3","E_3",-0.0488199919889867,"raw.ne",149
"6788","41",-0.0559243956943962,"G_4","E_4",-0.111436847087011,"raw.ne",149
"6789","51",-0.24721193494355,"G_5","E_5",-0.0892751099930646,"raw.ne",149
"6790","61",-0.676094146934412,"G_6","E_6",0.333741929404794,"raw.ne",149
"6791","71",-0.858147761692468,"G_7","E_7",0.264648284202823,"raw.ne",149
"6792","81",-1.08038405771005,"G_8","E_8",0.46660787701041,"raw.ne",149
"6793","G_11",1.2564141814631,"G_1","E_1",-0.345200278472948,"mean.ne",149
"6794","G_21",1.10145155253223,"G_2","E_2",-0.47026586307602,"mean.ne",149
"6795","G_31",0.559896562979545,"G_3","E_3",-0.0488199919889853,"mean.ne",149
"6796","G_41",-0.0559243956943996,"G_4","E_4",-0.111436847087012,"mean.ne",149
"6797","G_51",-0.247211934943551,"G_5","E_5",-0.0892751099930622,"mean.ne",149
"6798","G_61",-0.676094146934412,"G_6","E_6",0.333741929404795,"mean.ne",149
"6799","G_71",-0.858147761692468,"G_7","E_7",0.264648284202823,"mean.ne",149
"6800","G_81",-1.08038405771005,"G_8","E_8",0.466607877010409,"mean.ne",149
"6801","1",-1.33112604575037,"G_1","E_1",0.0350179860113631,"raw",14
"6802","2",0.897011659768833,"G_2","E_2",-0.469132371992901,"raw",14
"6803","G_1",-1.33112604575037,"G_1","E_1",0.0350179860113624,"means",14
"6804","G_2",0.897011659768832,"G_2","E_2",-0.469132371992901,"means",14
"6805","11",-0.827929899583505,"G_1","E_1",0.0864488588881382,"raw.ne",14
"6806","21",0.827929899583506,"G_2","E_2",-0.0864488588881377,"raw.ne",14
"6807","G_11",-0.827929899583506,"G_1","E_1",0.0864488588881381,"mean.ne",14
"6808","G_21",0.827929899583506,"G_2","E_2",-0.0864488588881377,"mean.ne",14
"6809","1",-0.666044935064817,"G_1","E_1",0.104729793892783,"raw",1500
"6810","2",0.508873630010534,"G_2","E_2",-0.646725802196382,"raw",1500
"6811","3",-0.475238832633855,"G_3","E_3",0.328988175063451,"raw",1500
"6812","4",0.39524623389086,"G_4","E_4",-0.0241560705571303,"raw",1500
"6813","G_1",-0.666044935064814,"G_1","E_1",0.104729793892783,"means",1500
"6814","G_2",0.508873630010533,"G_2","E_2",-0.646725802196377,"means",1500
"6815","G_3",-0.475238832633858,"G_3","E_3",0.328988175063448,"means",1500
"6816","G_4",0.395246233890861,"G_4","E_4",-0.024156070557131,"means",1500
"6817","11",-0.517143637751639,"G_1","E_1",0.122332737491224,"raw.ne",1500
"6818","21",0.483779216400454,"G_2","E_2",-0.483364248273948,"raw.ne",1500
"6819","31",-0.406849133207243,"G_3","E_3",0.409836842991007,"raw.ne",1500
"6820","41",0.440213554558426,"G_4","E_4",-0.0488053322082832,"raw.ne",1500
"6821","G_11",-0.517143637751637,"G_1","E_1",0.122332737491224,"mean.ne",1500
"6822","G_21",0.483779216400458,"G_2","E_2",-0.483364248273944,"mean.ne",1500
"6823","G_31",-0.406849133207247,"G_3","E_3",0.409836842991003,"mean.ne",1500
"6824","G_41",0.440213554558426,"G_4","E_4",-0.0488053322082832,"mean.ne",1500
"6825","1",-0.154458682397233,"G_1","E_1",-0.894364136767831,"raw",150
"6826","2",-0.0716089576028149,"G_2","E_2",-1.13120288562632,"raw",150
"6827","3",0.372730405735124,"G_3","E_3",-0.455984246111049,"raw",150
"6828","4",0.277532377235658,"G_4","E_4",0.212843433962377,"raw",150
"6829","5",-0.101047871391335,"G_5","E_5",-0.211755964608926,"raw",150
"6830","6",0.109692180607335,"G_6","E_6",1.08871504834983,"raw",150
"6831","7",0.00591585077562604,"G_7","E_7",0.563511036676967,"raw",150
"6832","8",-0.231446252963994,"G_8","E_8",1.03554676412332,"raw",150
"6833","G_1",-0.154458682397235,"G_1","E_1",-0.894364136767829,"means",150
"6834","G_2",-0.0716089576028134,"G_2","E_2",-1.13120288562632,"means",150
"6835","G_3",0.372730405735123,"G_3","E_3",-0.45598424611105,"means",150
"6836","G_4",0.277532377235662,"G_4","E_4",0.212843433962371,"means",150
"6837","G_5",-0.101047871391336,"G_5","E_5",-0.211755964608926,"means",150
"6838","G_6",0.109692180607335,"G_6","E_6",1.08871504834983,"means",150
"6839","G_7",0.00591585077562529,"G_7","E_7",0.563511036676968,"means",150
"6840","G_8",-0.231446252963995,"G_8","E_8",1.03554676412332,"means",150
"6841","11",-0.091807730056619,"G_1","E_1",-1.01827524717738,"raw.ne",150
"6842","21",-0.100501942267533,"G_2","E_2",-1.1081479840263,"raw.ne",150
"6843","31",0.321743623905257,"G_3","E_3",-0.317879511252033,"raw.ne",150
"6844","41",0.263229778210898,"G_4","E_4",-0.146247363323143,"raw.ne",150
"6845","51",-0.0108134472419722,"G_5","E_5",-0.068684242052576,"raw.ne",150
"6846","61",0.0632973477348952,"G_6","E_6",0.973665891867591,"raw.ne",150
"6847","71",-0.038311830884097,"G_7","E_7",0.583134685468207,"raw.ne",150
"6848","81",-0.406835799400831,"G_8","E_8",1.10243377049563,"raw.ne",150
"6849","G_11",-0.0918077300566204,"G_1","E_1",-1.01827524717738,"mean.ne",150
"6850","G_21",-0.100501942267532,"G_2","E_2",-1.1081479840263,"mean.ne",150
"6851","G_31",0.321743623905257,"G_3","E_3",-0.317879511252034,"mean.ne",150
"6852","G_41",0.263229778210901,"G_4","E_4",-0.146247363323145,"mean.ne",150
"6853","G_51",-0.0108134472419717,"G_5","E_5",-0.0686842420525756,"mean.ne",150
"6854","G_61",0.0632973477348953,"G_6","E_6",0.973665891867588,"mean.ne",150
"6855","G_71",-0.0383118308840973,"G_7","E_7",0.583134685468207,"mean.ne",150
"6856","G_81",-0.406835799400831,"G_8","E_8",1.10243377049564,"mean.ne",150
"6857","1",0.362491845695868,"G_1","E_1",0.0400043498119793,"raw",15
"6858","2",-1.03989133805936,"G_2","E_2",-0.717403842175468,"raw",15
"6859","G_1",0.362491845695868,"G_1","E_1",0.0400043498119795,"means",15
"6860","G_2",-1.03989133805936,"G_2","E_2",-0.717403842175468,"means",15
"6861","11",0.692486634372268,"G_1","E_1",0.397849138992111,"raw.ne",15
"6862","21",-0.692486634372269,"G_2","E_2",-0.397849138992111,"raw.ne",15
"6863","G_11",0.692486634372268,"G_1","E_1",0.397849138992111,"mean.ne",15
"6864","G_21",-0.692486634372269,"G_2","E_2",-0.397849138992111,"mean.ne",15
"6865","1",0.917946950823878,"G_1","E_1",0.0806572622335048,"raw",16001
"6866","2",-0.799877269115064,"G_2","E_2",0.0374124194753085,"raw",16001
"6867","G_1",0.917946950823878,"G_1","E_1",0.0806572622335049,"means",16001
"6868","G_2",-0.799877269115064,"G_2","E_2",0.0374124194753089,"means",16001
"6869","11",0.706463166649178,"G_1","E_1",0.261166120459113,"raw.ne",16001
"6870","21",-0.706463166649178,"G_2","E_2",-0.261166120459113,"raw.ne",16001
"6871","G_11",0.706463166649178,"G_1","E_1",0.261166120459113,"mean.ne",16001
"6872","G_21",-0.706463166649178,"G_2","E_2",-0.261166120459113,"mean.ne",16001
"6873","1",-0.410382949851674,"G_1","E_1",-0.550270116312694,"raw",16002
"6874","2",0.183216411264977,"G_2","E_2",0.323103577725997,"raw",16002
"6875","G_1",-0.410382949851674,"G_1","E_1",-0.550270116312694,"means",16002
"6876","G_2",0.183216411264977,"G_2","E_2",0.323103577725997,"means",16002
"6877","11",-0.338512268455731,"G_1","E_1",-0.62739792709301,"raw.ne",16002
"6878","21",0.338512268455731,"G_2","E_2",0.627397927093011,"raw.ne",16002
"6879","G_11",-0.338512268455731,"G_1","E_1",-0.627397927093011,"mean.ne",16002
"6880","G_21",0.338512268455731,"G_2","E_2",0.627397927093011,"mean.ne",16002
"6881","1",0.525960104662905,"G_1","E_1",-0.867283436266799,"raw",16003
"6882","2",-0.386107943674886,"G_2","E_2",1.00713559725482,"raw",16003
"6883","G_1",0.525960104662905,"G_1","E_1",-0.8672834362668,"means",16003
"6884","G_2",-0.386107943674887,"G_2","E_2",1.00713559725482,"means",16003
"6885","11",0.533757853278531,"G_1","E_1",-0.681963966176061,"raw.ne",16003
"6886","21",-0.533757853278531,"G_2","E_2",0.681963966176061,"raw.ne",16003
"6887","G_11",0.533757853278531,"G_1","E_1",-0.681963966176061,"mean.ne",16003
"6888","G_21",-0.533757853278531,"G_2","E_2",0.681963966176061,"mean.ne",16003
"6889","1",-1.07250832750218,"G_1","E_1",0.449827390278553,"raw",16004
"6890","2",0.862039945663173,"G_2","E_2",-0.660295772117559,"raw",16004
"6891","G_1",-1.07250832750218,"G_1","E_1",0.449827390278553,"means",16004
