"","X1","G_means","gen_factor","exp_env_factor","E_means","data.type","row"
"17890","2",0.214450500171199,"G_2","E_2",0.603230351068659,"raw",17028
"17891","G_1",-0.032012600548968,"G_1","E_1",-0.420792451446428,"means",17028
"17892","G_2",0.214450500171199,"G_2","E_2",0.603230351068659,"means",17028
"17893","11",-0.0681021753138482,"G_1","E_1",-0.630816648614261,"raw.ne",17028
"17894","21",0.0681021753138484,"G_2","E_2",0.630816648614261,"raw.ne",17028
"17895","G_11",-0.0681021753138483,"G_1","E_1",-0.630816648614261,"mean.ne",17028
"17896","G_21",0.0681021753138484,"G_2","E_2",0.630816648614262,"mean.ne",17028
"17897","1",-1.12325879265102,"G_1","E_1",0.0807414955833672,"raw",17029
"17898","2",1.2639799138041,"G_2","E_2",0.0599796255697143,"raw",17029
"17899","G_1",-1.12325879265102,"G_1","E_1",0.0807414955833673,"means",17029
"17900","G_2",1.2639799138041,"G_2","E_2",0.0599796255697146,"means",17029
"17901","11",-0.833364382281726,"G_1","E_1",-0.233357371406084,"raw.ne",17029
"17902","21",0.833364382281726,"G_2","E_2",0.233357371406085,"raw.ne",17029
"17903","G_11",-0.833364382281726,"G_1","E_1",-0.233357371406085,"mean.ne",17029
"17904","G_21",0.833364382281726,"G_2","E_2",0.233357371406085,"mean.ne",17029
"17905","1",0.436199631842318,"G_1","E_1",-0.184644997806913,"raw",17030
"17906","2",-0.0637357145967349,"G_2","E_2",0.557108915052496,"raw",17030
"17907","G_1",0.436199631842318,"G_1","E_1",-0.184644997806913,"means",17030
"17908","G_2",-0.0637357145967354,"G_2","E_2",0.557108915052496,"means",17030
"17909","11",0.094389310681036,"G_1","E_1",-0.383643263810179,"raw.ne",17030
"17910","21",-0.094389310681036,"G_2","E_2",0.383643263810179,"raw.ne",17030
"17911","G_11",0.0943893106810362,"G_1","E_1",-0.383643263810179,"mean.ne",17030
"17912","G_21",-0.0943893106810362,"G_2","E_2",0.383643263810179,"mean.ne",17030
"17913","1",-0.15031966105721,"G_1","E_1",1.01757846556411,"raw",17031
"17914","2",0.552465479206763,"G_2","E_2",-0.615432647414557,"raw",17031
"17915","G_1",-0.15031966105721,"G_1","E_1",1.01757846556411,"means",17031
"17916","G_2",0.552465479206763,"G_2","E_2",-0.615432647414557,"means",17031
"17917","11",-0.208968941365797,"G_1","E_1",0.793767810054962,"raw.ne",17031
"17918","21",0.208968941365798,"G_2","E_2",-0.793767810054962,"raw.ne",17031
"17919","G_11",-0.208968941365798,"G_1","E_1",0.793767810054962,"mean.ne",17031
"17920","G_21",0.208968941365798,"G_2","E_2",-0.793767810054962,"mean.ne",17031
"17921","1",0.399408321279584,"G_1","E_1",-0.50050123833777,"raw",17032
"17922","2",-0.459734717881938,"G_2","E_2",0.440174841735416,"raw",17032
"17923","G_1",0.399408321279584,"G_1","E_1",-0.500501238337771,"means",17032
"17924","G_2",-0.459734717881938,"G_2","E_2",0.440174841735416,"means",17032
"17925","11",0.660009203304702,"G_1","E_1",-0.535337620327667,"raw.ne",17032
"17926","21",-0.660009203304702,"G_2","E_2",0.535337620327667,"raw.ne",17032
"17927","G_11",0.660009203304702,"G_1","E_1",-0.535337620327667,"mean.ne",17032
"17928","G_21",-0.660009203304702,"G_2","E_2",0.535337620327667,"mean.ne",17032
"17929","1",-0.501058835295781,"G_1","E_1",0.233395242742458,"raw",17033
"17930","2",0.807344250087889,"G_2","E_2",0.07289017204965,"raw",17033
"17931","G_1",-0.501058835295781,"G_1","E_1",0.233395242742458,"means",17033
"17932","G_2",0.807344250087889,"G_2","E_2",0.0728901720496504,"means",17033
"17933","11",0.00135186923470987,"G_1","E_1",0.537060859624839,"raw.ne",17033
"17934","21",-0.00135186923471031,"G_2","E_2",-0.537060859624839,"raw.ne",17033
"17935","G_11",0.00135186923470998,"G_1","E_1",0.537060859624839,"mean.ne",17033
"17936","G_21",-0.00135186923471022,"G_2","E_2",-0.537060859624839,"mean.ne",17033
"17937","1",0.31513385366428,"G_1","E_1",-0.740094949836119,"raw",17034
"17938","2",0.419293109968225,"G_2","E_2",1.47452191346862,"raw",17034
"17939","G_1",0.31513385366428,"G_1","E_1",-0.740094949836119,"means",17034
"17940","G_2",0.419293109968225,"G_2","E_2",1.47452191346862,"means",17034
"17941","11",0.0623341301152176,"G_1","E_1",-0.860793716756552,"raw.ne",17034
"17942","21",-0.0623341301152175,"G_2","E_2",0.860793716756552,"raw.ne",17034
"17943","G_11",0.0623341301152176,"G_1","E_1",-0.860793716756552,"mean.ne",17034
"17944","G_21",-0.0623341301152175,"G_2","E_2",0.860793716756552,"mean.ne",17034
"17945","1",-0.612809162433502,"G_1","E_1",-1.13665627325903,"raw",17035
"17946","2",-0.108067112459588,"G_2","E_2",0.415779998365938,"raw",17035
"17947","G_1",-0.612809162433501,"G_1","E_1",-1.13665627325903,"means",17035
"17948","G_2",-0.108067112459588,"G_2","E_2",0.415779998365938,"means",17035
"17949","11",-0.48295712835926,"G_1","E_1",-0.718010735683871,"raw.ne",17035
"17950","21",0.48295712835926,"G_2","E_2",0.718010735683871,"raw.ne",17035
"17951","G_11",-0.48295712835926,"G_1","E_1",-0.718010735683871,"mean.ne",17035
"17952","G_21",0.48295712835926,"G_2","E_2",0.718010735683871,"mean.ne",17035
"17953","1",0.0936286623421494,"G_1","E_1",-0.719464570448241,"raw",17036
"17954","2",0.0884208619625149,"G_2","E_2",0.901514094752905,"raw",17036
"17955","G_1",0.0936286623421493,"G_1","E_1",-0.719464570448241,"means",17036
"17956","G_2",0.088420861962515,"G_2","E_2",0.901514094752905,"means",17036
"17957","11",0.405969719302259,"G_1","E_1",-0.506350777200265,"raw.ne",17036
"17958","21",-0.405969719302259,"G_2","E_2",0.506350777200265,"raw.ne",17036
"17959","G_11",0.40596971930226,"G_1","E_1",-0.506350777200265,"mean.ne",17036
"17960","G_21",-0.40596971930226,"G_2","E_2",0.506350777200265,"mean.ne",17036
"17961","1",-0.614739759397075,"G_1","E_1",-1.36078985238721,"raw",17037
"17962","2",-0.508225700623032,"G_2","E_2",0.237824392367108,"raw",17037
"17963","G_1",-0.614739759397075,"G_1","E_1",-1.36078985238721,"means",17037
"17964","G_2",-0.508225700623032,"G_2","E_2",0.237824392367108,"means",17037
"17965","11",-0.00392193262653961,"G_1","E_1",-0.76409652399414,"raw.ne",17037
"17966","21",0.00392193262654061,"G_2","E_2",0.764096523994141,"raw.ne",17037
"17967","G_11",-0.00392193262653995,"G_1","E_1",-0.76409652399414,"mean.ne",17037
"17968","G_21",0.00392193262654048,"G_2","E_2",0.76409652399414,"mean.ne",17037
"17969","1",0.97755193537614,"G_1","E_1",-0.469685980629761,"raw",17038
"17970","2",-0.770696989492571,"G_2","E_2",0.67654092651333,"raw",17038
"17971","G_1",0.97755193537614,"G_1","E_1",-0.469685980629761,"means",17038
"17972","G_2",-0.770696989492571,"G_2","E_2",0.67654092651333,"means",17038
"17973","11",0.852298925030534,"G_1","E_1",-0.119605210666177,"raw.ne",17038
"17974","21",-0.852298925030534,"G_2","E_2",0.119605210666177,"raw.ne",17038
"17975","G_11",0.852298925030534,"G_1","E_1",-0.119605210666177,"mean.ne",17038
"17976","G_21",-0.852298925030534,"G_2","E_2",0.119605210666177,"mean.ne",17038
"17977","1",-0.53036342870434,"G_1","E_1",0.834931994794544,"raw",17039
"17978","2",1.09118149427253,"G_2","E_2",-0.274113929226355,"raw",17039
"17979","G_1",-0.53036342870434,"G_1","E_1",0.834931994794543,"means",17039
"17980","G_2",1.09118149427253,"G_2","E_2",-0.274113929226355,"means",17039
"17981","11",-0.704075183789088,"G_1","E_1",0.319230435795666,"raw.ne",17039
"17982","21",0.704075183789088,"G_2","E_2",-0.319230435795665,"raw.ne",17039
"17983","G_11",-0.704075183789088,"G_1","E_1",0.319230435795666,"mean.ne",17039
"17984","G_21",0.704075183789088,"G_2","E_2",-0.319230435795666,"mean.ne",17039
"17985","1",-0.420818000137615,"G_1","E_1",-0.5660663946033,"raw",17040
"17986","2",0.0825192621751715,"G_2","E_2",0.227767656640857,"raw",17040
"17987","G_1",-0.420818000137615,"G_1","E_1",-0.5660663946033,"means",17040
"17988","G_2",0.0825192621751715,"G_2","E_2",0.227767656640857,"means",17040
"17989","11",-0.436364734359123,"G_1","E_1",-0.740894783857629,"raw.ne",17040
"17990","21",0.436364734359123,"G_2","E_2",0.740894783857628,"raw.ne",17040
"17991","G_11",-0.436364734359123,"G_1","E_1",-0.740894783857629,"mean.ne",17040
"17992","G_21",0.436364734359123,"G_2","E_2",0.740894783857629,"mean.ne",17040
"17993","1",0.330481344407326,"G_1","E_1",0.0244877711373555,"raw",17041
"17994","2",-0.513861654294583,"G_2","E_2",-0.207868081024612,"raw",17041
"17995","G_1",0.330481344407326,"G_1","E_1",0.0244877711373556,"means",17041
"17996","G_2",-0.513861654294583,"G_2","E_2",-0.207868081024613,"means",17041
"17997","11",0.570166129281342,"G_1","E_1",-0.489498928865348,"raw.ne",17041
"17998","21",-0.570166129281342,"G_2","E_2",0.489498928865348,"raw.ne",17041
"17999","G_11",0.570166129281342,"G_1","E_1",-0.489498928865348,"mean.ne",17041
"18000","G_21",-0.570166129281342,"G_2","E_2",0.489498928865348,"mean.ne",17041
"18001","1",0.345675741441394,"G_1","E_1",-1.00693133193843,"raw",17042
"18002","2",-0.423194822761322,"G_2","E_2",0.929412250618504,"raw",17042
"18003","G_1",0.345675741441394,"G_1","E_1",-1.00693133193843,"means",17042
"18004","G_2",-0.423194822761322,"G_2","E_2",0.929412250618505,"means",17042
"18005","11",0.339477527772305,"G_1","E_1",-0.74215901011498,"raw.ne",17042
"18006","21",-0.339477527772304,"G_2","E_2",0.74215901011498,"raw.ne",17042
"18007","G_11",0.339477527772305,"G_1","E_1",-0.74215901011498,"mean.ne",17042
"18008","G_21",-0.339477527772304,"G_2","E_2",0.74215901011498,"mean.ne",17042
"18009","1",0.25544299272198,"G_1","E_1",-0.801855976989173,"raw",17043
"18010","2",-0.569179437048051,"G_2","E_2",0.488119532663102,"raw",17043
"18011","G_1",0.25544299272198,"G_1","E_1",-0.801855976989173,"means",17043
"18012","G_2",-0.569179437048051,"G_2","E_2",0.488119532663102,"means",17043
"18013","11",0.663360844916221,"G_1","E_1",-0.366083935143073,"raw.ne",17043
"18014","21",-0.663360844916221,"G_2","E_2",0.366083935143073,"raw.ne",17043
"18015","G_11",0.663360844916221,"G_1","E_1",-0.366083935143073,"mean.ne",17043
"18016","G_21",-0.663360844916221,"G_2","E_2",0.366083935143073,"mean.ne",17043
"18017","1",0.483841560950883,"G_1","E_1",-0.270823481723096,"raw",17044
"18018","2",-0.429761050392987,"G_2","E_2",0.324903992280993,"raw",17044
"18019","G_1",0.483841560950883,"G_1","E_1",-0.270823481723096,"means",17044
"18020","G_2",-0.429761050392987,"G_2","E_2",0.324903992280992,"means",17044
"18021","11",0.57491743012668,"G_1","E_1",-0.573058758052357,"raw.ne",17044
"18022","21",-0.57491743012668,"G_2","E_2",0.573058758052357,"raw.ne",17044
"18023","G_11",0.57491743012668,"G_1","E_1",-0.573058758052357,"mean.ne",17044
"18024","G_21",-0.57491743012668,"G_2","E_2",0.573058758052357,"mean.ne",17044
"18025","1",-0.52686513677746,"G_1","E_1",-0.460267996463309,"raw",17045
"18026","2",-0.291076054578875,"G_2","E_2",-0.357673194893026,"raw",17045
"18027","G_1",-0.52686513677746,"G_1","E_1",-0.460267996463309,"means",17045
"18028","G_2",-0.291076054578875,"G_2","E_2",-0.357673194893026,"means",17045
"18029","11",0.0352718914136387,"G_1","E_1",-0.0421637433108178,"raw.ne",17045
"18030","21",-0.0352718914136387,"G_2","E_2",0.0421637433108178,"raw.ne",17045
"18031","G_11",0.0352718914136386,"G_1","E_1",-0.0421637433108179,"mean.ne",17045
"18032","G_21",-0.0352718914136387,"G_2","E_2",0.0421637433108177,"mean.ne",17045
"18033","1",0.842559730703697,"G_1","E_1",-0.655402991329781,"raw",17046
"18034","2",-0.708866017555997,"G_2","E_2",0.789096704477482,"raw",17046
"18035","G_1",0.842559730703697,"G_1","E_1",-0.655402991329781,"means",17046
"18036","G_2",-0.708866017555997,"G_2","E_2",0.789096704477482,"means",17046
"18037","11",0.628626782978495,"G_1","E_1",-0.589096383231416,"raw.ne",17046
"18038","21",-0.628626782978495,"G_2","E_2",0.589096383231416,"raw.ne",17046
"18039","G_11",0.628626782978495,"G_1","E_1",-0.589096383231416,"mean.ne",17046
"18040","G_21",-0.628626782978495,"G_2","E_2",0.589096383231416,"mean.ne",17046
"18041","1",-0.255035540333179,"G_1","E_1",-1.1567288607254,"raw",17047
"18042","2",0.222356961058228,"G_2","E_2",1.12405028145045,"raw",17047
"18043","G_1",-0.255035540333178,"G_1","E_1",-1.1567288607254,"means",17047
"18044","G_2",0.222356961058228,"G_2","E_2",1.12405028145045,"means",17047
"18045","11",-0.236592608527311,"G_1","E_1",-0.830621702799673,"raw.ne",17047
"18046","21",0.236592608527311,"G_2","E_2",0.830621702799673,"raw.ne",17047
"18047","G_11",-0.236592608527311,"G_1","E_1",-0.830621702799673,"mean.ne",17047
"18048","G_21",0.236592608527312,"G_2","E_2",0.830621702799674,"mean.ne",17047
"18049","1",-0.201411846629902,"G_1","E_1",-0.949983749037992,"raw",17048
"18050","2",0.310649653983091,"G_2","E_2",1.05922155639118,"raw",17048
"18051","G_1",-0.201411846629902,"G_1","E_1",-0.949983749037992,"means",17048
"18052","G_2",0.310649653983091,"G_2","E_2",1.05922155639118,"means",17048
"18053","11",0.0250469665892786,"G_1","E_1",-0.864592552236439,"raw.ne",17048
"18054","21",-0.025046966589279,"G_2","E_2",0.864592552236439,"raw.ne",17048
"18055","G_11",0.0250469665892789,"G_1","E_1",-0.864592552236439,"mean.ne",17048
"18056","G_21",-0.0250469665892789,"G_2","E_2",0.864592552236439,"mean.ne",17048
"18057","1",0.231127203969048,"G_1","E_1",-1.0606625069798,"raw",17049
"18058","2",-0.570350515523674,"G_2","E_2",0.721439195425179,"raw",17049
"18059","G_1",0.231127203969048,"G_1","E_1",-1.06066250697981,"means",17049
"18060","G_2",-0.570350515523674,"G_2","E_2",0.721439195425179,"means",17049
"18061","11",0.319765128080756,"G_1","E_1",-0.424101397230846,"raw.ne",17049
"18062","21",-0.319765128080756,"G_2","E_2",0.424101397230846,"raw.ne",17049
"18063","G_11",0.319765128080756,"G_1","E_1",-0.424101397230846,"mean.ne",17049
"18064","G_21",-0.319765128080756,"G_2","E_2",0.424101397230846,"mean.ne",17049
"18065","1",-1.36448695055325,"G_1","E_1",0.219318101036236,"raw",17050
"18066","2",1.31515454353815,"G_2","E_2",-0.268650508051336,"raw",17050
"18067","G_1",-1.36448695055325,"G_1","E_1",0.219318101036236,"means",17050
"18068","G_2",1.31515454353815,"G_2","E_2",-0.268650508051336,"means",17050
"18069","11",-0.531147953311186,"G_1","E_1",0.264823151253949,"raw.ne",17050
"18070","21",0.531147953311186,"G_2","E_2",-0.264823151253948,"raw.ne",17050
"18071","G_11",-0.531147953311186,"G_1","E_1",0.264823151253949,"mean.ne",17050
"18072","G_21",0.531147953311186,"G_2","E_2",-0.264823151253948,"mean.ne",17050
"18073","1",-0.776327230696195,"G_1","E_1",-0.222837235002455,"raw",17051
"18074","2",-0.640240898775492,"G_2","E_2",-0.695281369161104,"raw",17051
"18075","3",-0.2483042912774,"G_3","E_3",0.247572185915976,"raw",17051
"18076","4",1.16935674250654,"G_4","E_4",0.175030740005038,"raw",17051
"18077","G_1",-0.776327230696196,"G_1","E_1",-0.222837235002456,"means",17051
"18078","G_2",-0.640240898775491,"G_2","E_2",-0.695281369161103,"means",17051
"18079","G_3",-0.2483042912774,"G_3","E_3",0.247572185915975,"means",17051
"18080","G_4",1.16935674250654,"G_4","E_4",0.175030740005038,"means",17051
"18081","11",-0.508045693891919,"G_1","E_1",-0.48213294516951,"raw.ne",17051
"18082","21",-0.613069508697821,"G_2","E_2",-0.734019200274732,"raw.ne",17051
"18083","31",-0.00365621131423767,"G_3","E_3",0.431626614447533,"raw.ne",17051
"18084","41",1.12477141390398,"G_4","E_4",0.784525530996709,"raw.ne",17051
"18085","G_11",-0.508045693891919,"G_1","E_1",-0.48213294516951,"mean.ne",17051
"18086","G_21",-0.613069508697821,"G_2","E_2",-0.734019200274732,"mean.ne",17051
"18087","G_31",-0.0036562113142376,"G_3","E_3",0.431626614447534,"mean.ne",17051
"18088","G_41",1.12477141390398,"G_4","E_4",0.784525530996709,"mean.ne",17051
"18089","1",0.444817785294964,"G_1","E_1",-1.34874751737191,"raw",17052
"18090","2",-0.157008430960871,"G_2","E_2",-0.219742031200163,"raw",17052
"18091","3",-0.00663046128133238,"G_3","E_3",0.563854960400635,"raw",17052
"18092","4",0.217525924124336,"G_4","E_4",1.50333940534854,"raw",17052
"18093","G_1",0.444817785294963,"G_1","E_1",-1.34874751737191,"means",17052
"18094","G_2",-0.15700843096087,"G_2","E_2",-0.219742031200166,"means",17052
"18095","G_3",-0.00663046128133132,"G_3","E_3",0.563854960400636,"means",17052
"18096","G_4",0.217525924124336,"G_4","E_4",1.50333940534854,"means",17052
"18097","11",0.25281013593107,"G_1","E_1",-1.35719384357337,"raw.ne",17052
"18098","21",-0.061932874183637,"G_2","E_2",-0.252407919611982,"raw.ne",17052
"18099","31",-0.203383016345774,"G_3","E_3",0.441346239041403,"raw.ne",17052
"18100","41",0.0125057545983395,"G_4","E_4",1.16825552414395,"raw.ne",17052
"18101","G_11",0.25281013593107,"G_1","E_1",-1.35719384357337,"mean.ne",17052
"18102","G_21",-0.0619328741836368,"G_2","E_2",-0.252407919611983,"mean.ne",17052
"18103","G_31",-0.203383016345773,"G_3","E_3",0.441346239041403,"mean.ne",17052
"18104","G_41",0.0125057545983396,"G_4","E_4",1.16825552414395,"mean.ne",17052
"18105","1",0.221924494325694,"G_1","E_1",-0.928842141171271,"raw",17053
"18106","2",0.685683418867116,"G_2","E_2",0.243854702363794,"raw",17053
"18107","3",-0.324088143964778,"G_3","E_3",0.568395872347494,"raw",17053
"18108","4",-0.861824552038435,"G_4","E_4",-0.161713216350419,"raw",17053
"18109","G_1",0.221924494325693,"G_1","E_1",-0.928842141171271,"means",17053
"18110","G_2",0.685683418867118,"G_2","E_2",0.243854702363792,"means",17053
"18111","G_3",-0.324088143964778,"G_3","E_3",0.568395872347495,"means",17053
"18112","G_4",-0.861824552038436,"G_4","E_4",-0.161713216350418,"means",17053
"18113","11",0.364403636458139,"G_1","E_1",-0.767163538614713,"raw.ne",17053
"18114","21",0.461561260240631,"G_2","E_2",0.0469377714505156,"raw.ne",17053
"18115","31",-0.214767826185565,"G_3","E_3",0.798800240084493,"raw.ne",17053
"18116","41",-0.611197070513205,"G_4","E_4",-0.0785744729202947,"raw.ne",17053
"18117","G_11",0.364403636458139,"G_1","E_1",-0.767163538614713,"mean.ne",17053
"18118","G_21",0.461561260240631,"G_2","E_2",0.0469377714505147,"mean.ne",17053
"18119","G_31",-0.214767826185565,"G_3","E_3",0.798800240084493,"mean.ne",17053
"18120","G_41",-0.611197070513205,"G_4","E_4",-0.0785744729202949,"mean.ne",17053
"18121","1",0.595621562350086,"G_1","E_1",0.652057517755367,"raw",17054
"18122","2",-0.630124484091595,"G_2","E_2",0.371800205811124,"raw",17054
"18123","3",0.571676277771259,"G_3","E_3",-0.426918419629995,"raw",17054
"18124","4",-0.0854783711837028,"G_4","E_4",-0.145244319090449,"raw",17054
"18125","G_1",0.595621562350088,"G_1","E_1",0.652057517755368,"means",17054
"18126","G_2",-0.630124484091597,"G_2","E_2",0.371800205811121,"means",17054
"18127","G_3",0.571676277771259,"G_3","E_3",-0.426918419629994,"means",17054
"18128","G_4",-0.0854783711837026,"G_4","E_4",-0.145244319090448,"means",17054
"18129","11",0.560411556672349,"G_1","E_1",0.864480032762208,"raw.ne",17054
"18130","21",-0.546896551938063,"G_2","E_2",-0.0436282455027528,"raw.ne",17054
"18131","31",0.434162159416535,"G_3","E_3",-0.521263413883153,"raw.ne",17054
"18132","41",-0.447677164150821,"G_4","E_4",-0.299588373376303,"raw.ne",17054
"18133","G_11",0.56041155667235,"G_1","E_1",0.864480032762209,"mean.ne",17054
"18134","G_21",-0.546896551938064,"G_2","E_2",-0.0436282455027551,"mean.ne",17054
"18135","G_31",0.434162159416536,"G_3","E_3",-0.521263413883153,"mean.ne",17054
"18136","G_41",-0.447677164150822,"G_4","E_4",-0.299588373376301,"mean.ne",17054
"18137","1",0.624686257255576,"G_1","E_1",-0.867383698305764,"raw",17055
"18138","2",-0.556170118907567,"G_2","E_2",-0.609757529542534,"raw",17055
"18139","3",-0.312425854138104,"G_3","E_3",0.790584060807978,"raw",17055
"18140","4",-0.0579261450898131,"G_4","E_4",0.384721306160413,"raw",17055
"18141","G_1",0.624686257255577,"G_1","E_1",-0.867383698305763,"means",17055
"18142","G_2",-0.556170118907568,"G_2","E_2",-0.609757529542535,"means",17055
"18143","G_3",-0.312425854138103,"G_3","E_3",0.790584060807979,"means",17055
"18144","G_4",-0.0579261450898131,"G_4","E_4",0.384721306160413,"means",17055
"18145","11",0.63563435309432,"G_1","E_1",-1.03936169538544,"raw.ne",17055
"18146","21",-0.213428921546088,"G_2","E_2",-0.590196433624621,"raw.ne",17055
"18147","31",-0.213426524840579,"G_3","E_3",0.945542136919017,"raw.ne",17055
"18148","41",-0.208778906707653,"G_4","E_4",0.68401599209104,"raw.ne",17055
"18149","G_11",0.635634353094321,"G_1","E_1",-1.03936169538544,"mean.ne",17055
"18150","G_21",-0.213428921546089,"G_2","E_2",-0.590196433624622,"mean.ne",17055
"18151","G_31",-0.213426524840579,"G_3","E_3",0.945542136919017,"mean.ne",17055
"18152","G_41",-0.208778906707653,"G_4","E_4",0.68401599209104,"mean.ne",17055
"18153","1",-0.228055321064517,"G_1","E_1",-0.11894852710891,"raw",17056
"18154","2",0.00732399482878395,"G_2","E_2",-0.456205030303316,"raw",17056
"18155","3",1.31271766045258,"G_3","E_3",0.72255641353932,"raw",17056
"18156","4",-0.318817672639712,"G_4","E_4",0.625765805450036,"raw",17056
"18157","G_1",-0.228055321064517,"G_1","E_1",-0.11894852710891,"means",17056
"18158","G_2",0.00732399482878383,"G_2","E_2",-0.456205030303315,"means",17056
"18159","G_3",1.31271766045258,"G_3","E_3",0.72255641353932,"means",17056
"18160","G_4",-0.318817672639712,"G_4","E_4",0.625765805450035,"means",17056
"18161","11",-0.484026033772476,"G_1","E_1",-0.27366384858289,"raw.ne",17056
"18162","21",-0.0932828098995594,"G_2","E_2",-0.418783183985472,"raw.ne",17056
"18163","31",1.00109112301155,"G_3","E_3",0.658084764901106,"raw.ne",17056
"18164","41",-0.423782279339519,"G_4","E_4",0.0343622676672559,"raw.ne",17056
"18165","G_11",-0.484026033772476,"G_1","E_1",-0.27366384858289,"mean.ne",17056
"18166","G_21",-0.0932828098995592,"G_2","E_2",-0.41878318398547,"mean.ne",17056
"18167","G_31",1.00109112301155,"G_3","E_3",0.658084764901105,"mean.ne",17056
"18168","G_41",-0.423782279339518,"G_4","E_4",0.0343622676672552,"mean.ne",17056
"18169","1",1.46771419314555,"G_1","E_1",-0.920808388978357,"raw",17057
"18170","2",-0.0780000073318656,"G_2","E_2",-0.241688488724885,"raw",17057
"18171","3",-0.473842221386726,"G_3","E_3",1.06767545699571,"raw",17057
"18172","4",-0.126948328266871,"G_4","E_4",0.883745056867616,"raw",17057
"18173","G_1",1.46771419314555,"G_1","E_1",-0.920808388978357,"means",17057
"18174","G_2",-0.0780000073318668,"G_2","E_2",-0.241688488724886,"means",17057
"18175","G_3",-0.473842221386726,"G_3","E_3",1.06767545699571,"means",17057
"18176","G_4",-0.12694832826687,"G_4","E_4",0.883745056867617,"means",17057
"18177","11",0.862049082531023,"G_1","E_1",-1.06558034749366,"raw.ne",17057
"18178","21",0.167004685544283,"G_2","E_2",-0.314435381631089,"raw.ne",17057
"18179","31",-0.452181690321744,"G_3","E_3",0.652736546915522,"raw.ne",17057
"18180","41",-0.576872077753561,"G_4","E_4",0.727279182209224,"raw.ne",17057
"18181","G_11",0.862049082531024,"G_1","E_1",-1.06558034749366,"mean.ne",17057
"18182","G_21",0.167004685544281,"G_2","E_2",-0.314435381631089,"mean.ne",17057
"18183","G_31",-0.452181690321744,"G_3","E_3",0.652736546915522,"mean.ne",17057
"18184","G_41",-0.576872077753561,"G_4","E_4",0.727279182209224,"mean.ne",17057
"18185","1",-0.850657720344561,"G_1","E_1",0.0239580366595224,"raw",17058
"18186","2",0.522184853200573,"G_2","E_2",-0.330193800320384,"raw",17058
"18187","3",0.381173928623672,"G_3","E_3",-0.548380861292443,"raw",17058
"18188","4",-0.306005983403721,"G_4","E_4",0.601311703029267,"raw",17058
"18189","G_1",-0.85065772034456,"G_1","E_1",0.023958036659522,"means",17058
"18190","G_2",0.522184853200572,"G_2","E_2",-0.330193800320381,"means",17058
"18191","G_3",0.381173928623672,"G_3","E_3",-0.548380861292444,"means",17058
"18192","G_4",-0.30600598340372,"G_4","E_4",0.601311703029266,"means",17058
"18193","11",-0.874466954581393,"G_1","E_1",0.19090073508128,"raw.ne",17058
"18194","21",0.692197456752212,"G_2","E_2",-0.319948894846943,"raw.ne",17058
"18195","31",0.233756105036768,"G_3","E_3",-0.382823082575404,"raw.ne",17058
"18196","41",-0.0514866072075851,"G_4","E_4",0.511871242341067,"raw.ne",17058
"18197","G_11",-0.874466954581394,"G_1","E_1",0.190900735081279,"mean.ne",17058
"18198","G_21",0.692197456752212,"G_2","E_2",-0.319948894846941,"mean.ne",17058
"18199","G_31",0.233756105036767,"G_3","E_3",-0.382823082575404,"mean.ne",17058
"18200","G_41",-0.0514866072075849,"G_4","E_4",0.511871242341066,"mean.ne",17058
"18201","1",-0.510086269398344,"G_1","E_1",-1.05905915752695,"raw",17059
"18202","2",-0.559558488332971,"G_2","E_2",-0.836201409281675,"raw",17059
"18203","3",0.170020706754799,"G_3","E_3",0.607810803510709,"raw",17059
"18204","4",0.658937005562886,"G_4","E_4",1.04676271788429,"raw",17059
"18205","G_1",-0.510086269398344,"G_1","E_1",-1.05905915752695,"means",17059
"18206","G_2",-0.559558488332971,"G_2","E_2",-0.836201409281673,"means",17059
"18207","G_3",0.170020706754799,"G_3","E_3",0.607810803510708,"means",17059
"18208","G_4",0.658937005562886,"G_4","E_4",1.04676271788429,"means",17059
"18209","11",-0.313533044002493,"G_1","E_1",-1.01138221819956,"raw.ne",17059
"18210","21",-0.46667217093529,"G_2","E_2",-0.422944870507867,"raw.ne",17059
"18211","31",0.122961505817231,"G_3","E_3",0.401354318491459,"raw.ne",17059
"18212","41",0.657243709120552,"G_4","E_4",1.03297277021597,"raw.ne",17059
"18213","G_11",-0.313533044002493,"G_1","E_1",-1.01138221819956,"mean.ne",17059
"18214","G_21",-0.46667217093529,"G_2","E_2",-0.422944870507866,"mean.ne",17059
"18215","G_31",0.122961505817231,"G_3","E_3",0.401354318491459,"mean.ne",17059
"18216","G_41",0.657243709120552,"G_4","E_4",1.03297277021597,"mean.ne",17059
"18217","1",1.07207981098464,"G_1","E_1",0.114001303798597,"raw",17060
"18218","2",0.925591291820348,"G_2","E_2",0.135025956751421,"raw",17060
"18219","3",-0.974281575696524,"G_3","E_3",0.0047924627693096,"raw",17060
"18220","4",-0.725808504991721,"G_4","E_4",0.0437612987974114,"raw",17060
"18221","G_1",1.07207981098464,"G_1","E_1",0.114001303798597,"means",17060
"18222","G_2",0.925591291820347,"G_2","E_2",0.135025956751424,"means",17060
"18223","G_3",-0.974281575696523,"G_3","E_3",0.00479246276930931,"means",17060
"18224","G_4",-0.725808504991719,"G_4","E_4",0.0437612987974115,"means",17060
"18225","11",1.04844301114057,"G_1","E_1",-0.0341324938243407,"raw.ne",17060
