"","X1","row","Variance_Component","SS","abs.SS.","omega2","Pvalue"
"1542",2,1414,"V_e",0.827,0.827,0.0083,0
"1543",3,1414,"V_gxe",38.9459,38.9459,0.39,0
"1544",4,1414,"V_cov",2.831,2.831,0.0284,0
"1545",5,1414,"V_error",47.5624,47.5624,0.4763,NA
"1546",1,1415,"V_g",22.6557,22.6557,0.1797,0
"1547",2,1415,"V_e",15.2374,15.2374,0.1208,0
"1548",3,1415,"V_gxe",11.7923,11.7923,0.0935,0
"1549",4,1415,"V_cov",18.58,18.58,0.1473,0
"1550",5,1415,"V_error",57.8431,57.8431,0.4587,NA
"1551",1,1416,"V_g",0.1244,0.1244,0.0012,0
"1552",2,1416,"V_e",42.1286,42.1286,0.3985,0
"1553",3,1416,"V_gxe",0.1846,0.1846,0.0017,0
"1554",4,1416,"V_cov",-2.2889,2.2889,0.0217,0
"1555",5,1416,"V_error",60.9816,60.9816,0.5769,NA
"1556",1,1417,"V_g",56.6645,56.6645,0.4144,0
"1557",2,1417,"V_e",4.0919,4.0919,0.0299,0
"1558",3,1417,"V_gxe",2.9264,2.9264,0.0214,0
"1559",4,1417,"V_cov",15.2272,15.2272,0.1114,0
"1560",5,1417,"V_error",57.8251,57.8251,0.4229,NA
"1561",1,1418,"V_g",17.092,17.092,0.0978,0
"1562",2,1418,"V_e",66.6352,66.6352,0.3812,0
"1563",3,1418,"V_gxe",1.8399,1.8399,0.0105,0
"1564",4,1418,"V_cov",-33.748,33.748,0.1931,0
"1565",5,1418,"V_error",55.4776,55.4776,0.3174,NA
"1566",1,1419,"V_g",1.9576,1.9576,0.0168,0
"1567",2,1419,"V_e",44.5442,44.5442,0.3816,0
"1568",3,1419,"V_gxe",0.3641,0.3641,0.0031,0
"1569",4,1419,"V_cov",-9.3381,9.3381,0.08,0
"1570",5,1419,"V_error",60.5204,60.5204,0.5185,NA
"1571",1,141,"V_g",14.8362,14.8362,0.0813,0
"1572",2,141,"V_e",32.686,32.686,0.1791,0
"1573",3,141,"V_gxe",112.1143,112.1143,0.6143,0
"1574",4,141,"V_cov",-5.507,5.507,0.0302,0
"1575",5,141,"V_error",17.377,17.377,0.0952,NA
"1576",1,1420,"V_g",30.9556,30.9556,0.1947,0
"1577",2,1420,"V_e",34.8815,34.8815,0.2193,0
"1578",3,1420,"V_gxe",5.6975,5.6975,0.0358,0
"1579",4,1420,"V_cov",-32.86,32.86,0.2066,0
"1580",5,1420,"V_error",54.6283,54.6283,0.3435,NA
"1581",1,1421,"V_g",10.0544,10.0544,0.0807,0
"1582",2,1421,"V_e",37.4824,37.4824,0.3008,0
"1583",3,1421,"V_gxe",1.2,1.2,0.0096,0
"1584",4,1421,"V_cov",19.413,19.413,0.1558,0
"1585",5,1421,"V_error",56.4719,56.4719,0.4531,NA
"1586",1,1422,"V_g",21.5693,21.5693,0.1759,0
"1587",2,1422,"V_e",10.2158,10.2158,0.0833,0
"1588",3,1422,"V_gxe",1.994,1.994,0.0163,0
"1589",4,1422,"V_cov",14.8441,14.8441,0.121,0
"1590",5,1422,"V_error",74.0101,74.0101,0.6035,NA
"1591",1,1423,"V_g",5.083,5.083,0.042,0
"1592",2,1423,"V_e",31.0751,31.0751,0.2566,0
"1593",3,1423,"V_gxe",11.7103,11.7103,0.0967,0
"1594",4,1423,"V_cov",12.568,12.568,0.1038,0
"1595",5,1423,"V_error",60.6833,60.6833,0.501,NA
"1596",1,1424,"V_g",19.4826,19.4826,0.1227,0
"1597",2,1424,"V_e",38.6104,38.6104,0.2432,0
"1598",3,1424,"V_gxe",3.8325,3.8325,0.0241,0
"1599",4,1424,"V_cov",-27.4268,27.4268,0.1728,0
"1600",5,1424,"V_error",69.4093,69.4093,0.4372,NA
"1601",1,1425,"V_g",4.2879,4.2879,0.0481,0
"1602",2,1425,"V_e",0.4789,0.4789,0.0054,0
"1603",3,1425,"V_gxe",35.0192,35.0192,0.3926,0
"1604",4,1425,"V_cov",-1.4331,1.4331,0.0161,0
"1605",5,1425,"V_error",47.9804,47.9804,0.5379,NA
"1606",1,1426,"V_g",41.6354,41.6354,0.3626,0
"1607",2,1426,"V_e",2.5399,2.5399,0.0221,0
"1608",3,1426,"V_gxe",2.338,2.338,0.0204,0
"1609",4,1426,"V_cov",10.2834,10.2834,0.0896,0
"1610",5,1426,"V_error",58.0291,58.0291,0.5054,NA
"1611",1,1427,"V_g",24.3874,24.3874,0.1879,0
"1612",2,1427,"V_e",1.8278,1.8278,0.0141,0
"1613",3,1427,"V_gxe",12.0953,12.0953,0.0932,0
"1614",4,1427,"V_cov",-6.6765,6.6765,0.0515,0
"1615",5,1427,"V_error",84.7787,84.7787,0.6533,NA
"1616",1,1428,"V_g",24.4409,24.4409,0.2112,0
"1617",2,1428,"V_e",6.7037,6.7037,0.0579,0
"1618",3,1428,"V_gxe",13.633,13.633,0.1178,0
"1619",4,1428,"V_cov",12.8001,12.8001,0.1106,0
"1620",5,1428,"V_error",58.1251,58.1251,0.5024,NA
"1621",1,1429,"V_g",6.8697,6.8697,0.0654,0
"1622",2,1429,"V_e",11.6109,11.6109,0.1106,0
"1623",3,1429,"V_gxe",19.1373,19.1373,0.1823,0
"1624",4,1429,"V_cov",8.931,8.931,0.0851,0
"1625",5,1429,"V_error",58.4545,58.4545,0.5567,NA
"1626",1,142,"V_g",48.7663,48.7663,0.2033,0
"1627",2,142,"V_e",93.0441,93.0441,0.3879,0
"1628",3,142,"V_gxe",15.4198,15.4198,0.0643,0
"1629",4,142,"V_cov",66.698,66.698,0.2781,0
"1630",5,142,"V_error",15.9186,15.9186,0.0664,NA
"1631",1,1430,"V_g",44.6654,44.6654,0.3413,0
"1632",2,1430,"V_e",2.2881,2.2881,0.0175,0
"1633",3,1430,"V_gxe",11.2457,11.2457,0.0859,0
"1634",4,1430,"V_cov",10.1093,10.1093,0.0773,0
"1635",5,1430,"V_error",62.5545,62.5545,0.478,NA
"1636",1,1431,"V_g",42.387,42.387,0.2951,0
"1637",2,1431,"V_e",3.6645,3.6645,0.0255,0
"1638",3,1431,"V_gxe",17.6591,17.6591,0.123,0
"1639",4,1431,"V_cov",12.463,12.463,0.0868,0
"1640",5,1431,"V_error",67.4409,67.4409,0.4696,NA
"1641",1,1432,"V_g",19.8462,19.8462,0.1485,0
"1642",2,1432,"V_e",1.5128,1.5128,0.0113,0
"1643",3,1432,"V_gxe",33.5355,33.5355,0.2509,0
"1644",4,1432,"V_cov",5.4794,5.4794,0.041,0
"1645",5,1432,"V_error",73.2831,73.2831,0.5483,NA
"1646",1,1433,"V_g",30.8701,30.8701,0.2198,0
"1647",2,1433,"V_e",22.3122,22.3122,0.1588,0
"1648",3,1433,"V_gxe",0.0608,0.0608,4e-04,0
"1649",4,1433,"V_cov",-26.2446,26.2446,0.1868,0
"1650",5,1433,"V_error",60.9765,60.9765,0.4341,NA
"1651",1,1434,"V_g",2.2863,2.2863,0.0152,0
"1652",2,1434,"V_e",62.757,62.757,0.4167,0
"1653",3,1434,"V_gxe",13.7339,13.7339,0.0912,0
"1654",4,1434,"V_cov",-11.9783,11.9783,0.0795,0
"1655",5,1434,"V_error",59.8498,59.8498,0.3974,NA
"1656",1,1435,"V_g",54.6621,54.6621,0.3793,0
"1657",2,1435,"V_e",8.4462,8.4462,0.0586,0
"1658",3,1435,"V_gxe",0.004,0.004,0,0.999
"1659",4,1435,"V_cov",21.4869,21.4869,0.1491,0
"1660",5,1435,"V_error",59.5232,59.5232,0.413,NA
"1661",1,1436,"V_g",20.9218,20.9218,0.1627,0
"1662",2,1436,"V_e",7.3511,7.3511,0.0572,0
"1663",3,1436,"V_gxe",9.2313,9.2313,0.0718,0
"1664",4,1436,"V_cov",12.4015,12.4015,0.0965,0
"1665",5,1436,"V_error",78.6649,78.6649,0.6118,NA
"1666",1,1437,"V_g",17.8217,17.8217,0.1401,0
"1667",2,1437,"V_e",10.9285,10.9285,0.0859,0
"1668",3,1437,"V_gxe",9.5342,9.5342,0.0749,0
"1669",4,1437,"V_cov",-13.9558,13.9558,0.1097,0
"1670",5,1437,"V_error",75.0099,75.0099,0.5895,NA
"1671",1,1438,"V_g",24.163,24.163,0.2038,0
"1672",2,1438,"V_e",5.4075,5.4075,0.0456,0
"1673",3,1438,"V_gxe",0.4264,0.4264,0.0036,0
"1674",4,1438,"V_cov",11.4307,11.4307,0.0964,0
"1675",5,1438,"V_error",77.11,77.11,0.6505,NA
"1676",1,1439,"V_g",49.3118,49.3118,0.3382,0
"1677",2,1439,"V_e",12.3065,12.3065,0.0844,0
"1678",3,1439,"V_gxe",0.771,0.771,0.0053,0
"1679",4,1439,"V_cov",24.6345,24.6345,0.169,0
"1680",5,1439,"V_error",58.785,58.785,0.4032,NA
"1681",1,143,"V_g",64.666,64.666,0.3504,0
"1682",2,143,"V_e",13.4602,13.4602,0.0729,0
"1683",3,143,"V_gxe",63.5407,63.5407,0.3443,0
"1684",4,143,"V_cov",26.0364,26.0364,0.1411,0
"1685",5,143,"V_error",16.8244,16.8244,0.0912,NA
"1686",1,1440,"V_g",47.2913,47.2913,0.4734,0
"1687",2,1440,"V_e",0.0102,0.0102,1e-04,0.714
"1688",3,1440,"V_gxe",0.0655,0.0655,7e-04,0
"1689",4,1440,"V_cov",-0.6938,0.6938,0.0069,0
"1690",5,1440,"V_error",51.8321,51.8321,0.5189,NA
"1691",1,1441,"V_g",3.1888,3.1888,0.0285,0
"1692",2,1441,"V_e",39.3183,39.3183,0.351,0
"1693",3,1441,"V_gxe",6.4528,6.4528,0.0576,0
"1694",4,1441,"V_cov",11.1972,11.1972,0.1,0
"1695",5,1441,"V_error",51.8468,51.8468,0.4629,NA
"1696",1,1442,"V_g",3.1978,3.1978,0.0277,0
"1697",2,1442,"V_e",18.7047,18.7047,0.1621,0
"1698",3,1442,"V_gxe",28.5726,28.5726,0.2477,0
"1699",4,1442,"V_cov",-7.734,7.734,0.067,0
"1700",5,1442,"V_error",57.1519,57.1519,0.4954,NA
"1701",1,1443,"V_g",3.4359,3.4359,0.0217,0
"1702",2,1443,"V_e",57.5935,57.5935,0.3642,0
"1703",3,1443,"V_gxe",21.9475,21.9475,0.1388,0
"1704",4,1443,"V_cov",14.0671,14.0671,0.089,0
"1705",5,1443,"V_error",61.0958,61.0958,0.3863,NA
"1706",1,1444,"V_g",45.2941,45.2941,0.3513,0
"1707",2,1444,"V_e",7.5798,7.5798,0.0588,0
"1708",3,1444,"V_gxe",1.449,1.449,0.0112,0
"1709",4,1444,"V_cov",18.5289,18.5289,0.1437,0
"1710",5,1444,"V_error",56.0795,56.0795,0.435,NA
"1711",1,1445,"V_g",54.2084,54.2084,0.4187,0
"1712",2,1445,"V_e",0.0699,0.0699,5e-04,0
"1713",3,1445,"V_gxe",10.129,10.129,0.0782,0
"1714",4,1445,"V_cov",1.9462,1.9462,0.015,0
"1715",5,1445,"V_error",63.1197,63.1197,0.4875,NA
"1716",1,1446,"V_g",20.0556,20.0556,0.1704,0
"1717",2,1446,"V_e",19.8929,19.8929,0.169,0
"1718",3,1446,"V_gxe",11.9706,11.9706,0.1017,0
"1719",4,1446,"V_cov",-19.9741,19.9741,0.1697,0
"1720",5,1446,"V_error",45.812,45.812,0.3892,NA
"1721",1,1447,"V_g",48.7153,48.7153,0.2755,0
"1722",2,1447,"V_e",32.1627,32.1627,0.1819,0
"1723",3,1447,"V_gxe",0.9202,0.9202,0.0052,0
"1724",4,1447,"V_cov",39.5831,39.5831,0.2239,0
"1725",5,1447,"V_error",55.4347,55.4347,0.3135,NA
"1726",1,1448,"V_g",10.8125,10.8125,0.0794,0
"1727",2,1448,"V_e",19.5838,19.5838,0.1438,0
"1728",3,1448,"V_gxe",3.5927,3.5927,0.0264,0
"1729",4,1448,"V_cov",14.5516,14.5516,0.1068,0
"1730",5,1448,"V_error",87.6547,87.6547,0.6436,NA
"1731",1,1449,"V_g",1.1863,1.1863,0.0093,0
"1732",2,1449,"V_e",36.0322,36.0322,0.2818,0
"1733",3,1449,"V_gxe",28.8858,28.8858,0.2259,0
"1734",4,1449,"V_cov",-6.538,6.538,0.0511,0
"1735",5,1449,"V_error",55.2183,55.2183,0.4319,NA
"1736",1,144,"V_g",44.9882,44.9882,0.2209,0
"1737",2,144,"V_e",67.7957,67.7957,0.3329,0
"1738",3,144,"V_gxe",27.0808,27.0808,0.133,0
"1739",4,144,"V_cov",-51.0143,51.0143,0.2505,0
"1740",5,144,"V_error",12.7713,12.7713,0.0627,NA
"1741",1,1450,"V_g",43.4247,43.4247,0.3768,0
"1742",2,1450,"V_e",0.431,0.431,0.0037,0
"1743",3,1450,"V_gxe",10.4987,10.4987,0.0911,0
"1744",4,1450,"V_cov",4.3264,4.3264,0.0375,0
"1745",5,1450,"V_error",56.5574,56.5574,0.4908,NA
"1746",1,1451,"V_g",2.4067,2.4067,0.0047,0
"1747",2,1451,"V_e",211.946,211.946,0.414,0
"1748",3,1451,"V_gxe",31.6565,31.6565,0.0618,0
"1749",4,1451,"V_cov",-3.1358,3.1358,0.0061,0
"1750",5,1451,"V_error",262.8592,262.8592,0.5134,NA
"1751",1,1452,"V_g",52.7389,52.7389,0.0935,0
"1752",2,1452,"V_e",67.6886,67.6886,0.1201,0
"1753",3,1452,"V_gxe",164.1252,164.1252,0.2911,0
"1754",4,1452,"V_cov",35.3341,35.3341,0.0627,0
"1755",5,1452,"V_error",243.8801,243.8801,0.4326,NA
"1756",1,1453,"V_g",19.1141,19.1141,0.0422,0
"1757",2,1453,"V_e",81.4333,81.4333,0.1799,0
"1758",3,1453,"V_gxe",120.7213,120.7213,0.2667,0
"1759",4,1453,"V_cov",22.5005,22.5005,0.0497,0
"1760",5,1453,"V_error",208.8574,208.8574,0.4614,NA
"1761",1,1454,"V_g",102.9191,102.9191,0.167,0
"1762",2,1454,"V_e",125.2392,125.2392,0.2033,0
"1763",3,1454,"V_gxe",36.8823,36.8823,0.0599,0
"1764",4,1454,"V_cov",-112.1791,112.1791,0.1821,0
"1765",5,1454,"V_error",238.8833,238.8833,0.3877,NA
"1766",1,1455,"V_g",58.3415,58.3415,0.1149,0
"1767",2,1455,"V_e",6.396,6.396,0.0126,0
"1768",3,1455,"V_gxe",198.1342,198.1342,0.3902,0
"1769",4,1455,"V_cov",9.4671,9.4671,0.0186,0
"1770",5,1455,"V_error",235.4799,235.4799,0.4637,NA
"1771",1,1456,"V_g",97.8443,97.8443,0.1823,0
"1772",2,1456,"V_e",78.7989,78.7989,0.1469,0
"1773",3,1456,"V_gxe",65.3389,65.3389,0.1218,0
"1774",4,1456,"V_cov",54.8326,54.8326,0.1022,0
"1775",5,1456,"V_error",239.7718,239.7718,0.4468,NA
"1776",1,1457,"V_g",170.7166,170.7166,0.2682,0
"1777",2,1457,"V_e",77.5633,77.5633,0.1219,0
"1778",3,1457,"V_gxe",12.0859,12.0859,0.019,0
"1779",4,1457,"V_cov",-111.0237,111.0237,0.1744,0
"1780",5,1457,"V_error",265.1406,265.1406,0.4165,NA
"1781",1,1458,"V_g",185.8056,185.8056,0.3271,0
"1782",2,1458,"V_e",53.7364,53.7364,0.0946,0
"1783",3,1458,"V_gxe",47.1805,47.1805,0.0831,0
"1784",4,1458,"V_cov",-68.2717,68.2717,0.1202,0
"1785",5,1458,"V_error",213.0521,213.0521,0.3751,NA
"1786",1,1459,"V_g",92.277,92.277,0.1851,0
"1787",2,1459,"V_e",13.2761,13.2761,0.0266,0
"1788",3,1459,"V_gxe",109.7286,109.7286,0.22,0
"1789",4,1459,"V_cov",7.998,7.998,0.016,0
"1790",5,1459,"V_error",275.3759,275.3759,0.5522,NA
"1791",1,145,"V_g",104.4906,104.4906,0.6526,0
"1792",2,145,"V_e",7.7028,7.7028,0.0481,0
"1793",3,145,"V_gxe",14.0829,14.0829,0.088,0
"1794",4,145,"V_cov",-19.8224,19.8224,0.1238,0
"1795",5,145,"V_error",14.0096,14.0096,0.0875,NA
"1796",1,1460,"V_g",274.0339,274.0339,0.4183,0
"1797",2,1460,"V_e",23.9948,23.9948,0.0366,0
"1798",3,1460,"V_gxe",9.8564,9.8564,0.015,0
"1799",4,1460,"V_cov",79.5656,79.5656,0.1215,0
"1800",5,1460,"V_error",267.5887,267.5887,0.4085,NA
"1801",1,1461,"V_g",105.2601,105.2601,0.2058,0
"1802",2,1461,"V_e",66.8001,66.8001,0.1306,0
"1803",3,1461,"V_gxe",27.0386,27.0386,0.0529,0
"1804",4,1461,"V_cov",-77.9779,77.9779,0.1524,0
"1805",5,1461,"V_error",234.467,234.467,0.4584,NA
"1806",1,1462,"V_g",6.9506,6.9506,0.0139,0
"1807",2,1462,"V_e",75.9072,75.9072,0.1518,0
"1808",3,1462,"V_gxe",147.3574,147.3574,0.2946,0
"1809",4,1462,"V_cov",22.2967,22.2967,0.0446,0
"1810",5,1462,"V_error",247.671,247.671,0.4952,NA
"1811",1,1463,"V_g",102.4786,102.4786,0.2044,0
"1812",2,1463,"V_e",73.0606,73.0606,0.1457,0
"1813",3,1463,"V_gxe",56.0856,56.0856,0.1118,0
"1814",4,1463,"V_cov",47.48,47.48,0.0947,0
"1815",5,1463,"V_error",222.3354,222.3354,0.4434,NA
"1816",1,1464,"V_g",22.1496,22.1496,0.0406,0
"1817",2,1464,"V_e",111.1059,111.1059,0.2035,0
"1818",3,1464,"V_gxe",131.5976,131.5976,0.241,0
"1819",4,1464,"V_cov",31.2219,31.2219,0.0572,0
"1820",5,1464,"V_error",249.9175,249.9175,0.4577,NA
"1821",1,1465,"V_g",109.8476,109.8476,0.1997,0
"1822",2,1465,"V_e",35.0286,35.0286,0.0637,0
"1823",3,1465,"V_gxe",91.8892,91.8892,0.167,0
"1824",4,1465,"V_cov",61.4307,61.4307,0.1117,0
"1825",5,1465,"V_error",251.9907,251.9907,0.458,NA
"1826",1,1466,"V_g",1.3684,1.3684,0.0032,0
"1827",2,1466,"V_e",43.1643,43.1643,0.1021,0
"1828",3,1466,"V_gxe",157.4076,157.4076,0.3722,0
"1829",4,1466,"V_cov",-3.4392,3.4392,0.0081,0
"1830",5,1466,"V_error",217.5751,217.5751,0.5144,NA
"1831",1,1467,"V_g",14.7957,14.7957,0.0328,0
"1832",2,1467,"V_e",197.6522,197.6522,0.4382,0
"1833",3,1467,"V_gxe",10.1691,10.1691,0.0225,0
"1834",4,1467,"V_cov",-45.3907,45.3907,0.1006,0
"1835",5,1467,"V_error",182.9994,182.9994,0.4058,NA
"1836",1,1468,"V_g",39.1318,39.1318,0.0756,0
"1837",2,1468,"V_e",199.2708,199.2708,0.3851,0
"1838",3,1468,"V_gxe",37.235,37.235,0.072,0
"1839",4,1468,"V_cov",-26.152,26.152,0.0505,0
"1840",5,1468,"V_error",215.6774,215.6774,0.4168,NA
"1841",1,1469,"V_g",74.1195,74.1195,0.1519,0
"1842",2,1469,"V_e",28.2415,28.2415,0.0579,0
"1843",3,1469,"V_gxe",66.8125,66.8125,0.1369,0
"1844",4,1469,"V_cov",-44.7596,44.7596,0.0917,0
"1845",5,1469,"V_error",273.938,273.938,0.5615,NA
"1846",1,146,"V_g",5.5462,5.5462,0.0354,0
"1847",2,146,"V_e",108.3665,108.3665,0.691,0
"1848",3,146,"V_gxe",22.3008,22.3008,0.1422,0
"1849",4,146,"V_cov",4.3535,4.3535,0.0278,0
"1850",5,146,"V_error",16.2496,16.2496,0.1036,NA
"1851",1,1470,"V_g",34.7688,34.7688,0.0661,0
"1852",2,1470,"V_e",76.808,76.808,0.146,0
"1853",3,1470,"V_gxe",113.1843,113.1843,0.2152,0
"1854",4,1470,"V_cov",35.3355,35.3355,0.0672,0
"1855",5,1470,"V_error",265.9441,265.9441,0.5056,NA
"1856",1,1471,"V_g",168.8343,168.8343,0.2572,0
"1857",2,1471,"V_e",98.3337,98.3337,0.1498,0
"1858",3,1471,"V_gxe",9.7163,9.7163,0.0148,0
"1859",4,1471,"V_cov",-109.2599,109.2599,0.1665,0
"1860",5,1471,"V_error",270.2189,270.2189,0.4117,NA
"1861",1,1472,"V_g",41.3259,41.3259,0.078,0
"1862",2,1472,"V_e",168.0816,168.0816,0.3172,0
"1863",3,1472,"V_gxe",24.0714,24.0714,0.0454,0
"1864",4,1472,"V_cov",-57.9684,57.9684,0.1094,0
"1865",5,1472,"V_error",238.5192,238.5192,0.4501,NA
"1866",1,1473,"V_g",13.6938,13.6938,0.0276,0
"1867",2,1473,"V_e",97.6065,97.6065,0.1964,0
"1868",3,1473,"V_gxe",107.1739,107.1739,0.2157,0
"1869",4,1473,"V_cov",26.4748,26.4748,0.0533,0
"1870",5,1473,"V_error",251.9372,251.9372,0.507,NA
"1871",1,1474,"V_g",34.0531,34.0531,0.0636,0
"1872",2,1474,"V_e",27.705,27.705,0.0518,0
"1873",3,1474,"V_gxe",231.5544,231.5544,0.4327,0
"1874",4,1474,"V_cov",10.8133,10.8133,0.0202,0
"1875",5,1474,"V_error",230.9707,230.9707,0.4316,NA
"1876",1,1475,"V_g",79.4695,79.4695,0.1559,0
"1877",2,1475,"V_e",35.6282,35.6282,0.0699,0
"1878",3,1475,"V_gxe",149.1646,149.1646,0.2927,0
"1879",4,1475,"V_cov",-17.6697,17.6697,0.0347,0
"1880",5,1475,"V_error",227.7192,227.7192,0.4468,NA
"1881",1,1476,"V_g",103.5833,103.5833,0.1762,0
"1882",2,1476,"V_e",44.2462,44.2462,0.0753,0
"1883",3,1476,"V_gxe",105.4708,105.4708,0.1794,0
"1884",4,1476,"V_cov",-44.9727,44.9727,0.0765,0
"1885",5,1476,"V_error",289.5959,289.5959,0.4926,NA
"1886",1,1477,"V_g",9.3384,9.3384,0.0203,0
"1887",2,1477,"V_e",81.9472,81.9472,0.178,0
"1888",3,1477,"V_gxe",119.7328,119.7328,0.2601,0
"1889",4,1477,"V_cov",11.0929,11.0929,0.0241,0
"1890",5,1477,"V_error",238.1463,238.1463,0.5174,NA
"1891",1,1478,"V_g",16.3431,16.3431,0.0324,0
"1892",2,1478,"V_e",56.8742,56.8742,0.1128,0
"1893",3,1478,"V_gxe",171.4401,171.4401,0.3399,0
"1894",4,1478,"V_cov",-16.1399,16.1399,0.032,0
"1895",5,1478,"V_error",243.6225,243.6225,0.483,NA
"1896",1,1479,"V_g",49.7108,49.7108,0.0904,0
"1897",2,1479,"V_e",92.9841,92.9841,0.1692,0
"1898",3,1479,"V_gxe",98.0532,98.0532,0.1784,0
"1899",4,1479,"V_cov",65.4833,65.4833,0.1191,0
"1900",5,1479,"V_error",243.4025,243.4025,0.4428,NA
"1901",1,147,"V_g",39.6632,39.6632,0.2506,0
"1902",2,147,"V_e",12.2297,12.2297,0.0773,0
"1903",3,147,"V_gxe",81.4379,81.4379,0.5146,0
"1904",4,147,"V_cov",-6.9502,6.9502,0.0439,0
"1905",5,147,"V_error",17.9812,17.9812,0.1136,NA
"1906",1,1480,"V_g",5.042,5.042,0.0099,0
"1907",2,1480,"V_e",15.9456,15.9456,0.0314,0
"1908",3,1480,"V_gxe",225.5397,225.5397,0.4441,0
"1909",4,1480,"V_cov",8.7049,8.7049,0.0171,0
"1910",5,1480,"V_error",252.68,252.68,0.4975,NA
"1911",1,1481,"V_g",148.6667,148.6667,0.2261,0
"1912",2,1481,"V_e",133.2112,133.2112,0.2026,0
"1913",3,1481,"V_gxe",37.2769,37.2769,0.0567,0
"1914",4,1481,"V_cov",-140.4656,140.4656,0.2136,0
"1915",5,1481,"V_error",197.9524,197.9524,0.301,NA
"1916",1,1482,"V_g",66.875,66.875,0.1209,0
"1917",2,1482,"V_e",58.4611,58.4611,0.1057,0
"1918",3,1482,"V_gxe",146.7447,146.7447,0.2652,0
"1919",4,1482,"V_cov",41.0988,41.0988,0.0743,0
"1920",5,1482,"V_error",240.087,240.087,0.4339,NA
"1921",1,1483,"V_g",120.8856,120.8856,0.2404,0
"1922",2,1483,"V_e",19.1572,19.1572,0.0381,0
"1923",3,1483,"V_gxe",118.1009,118.1009,0.2349,0
"1924",4,1483,"V_cov",-2.5545,2.5545,0.0051,0
"1925",5,1483,"V_error",242.1132,242.1132,0.4815,NA
"1926",1,1484,"V_g",45.2553,45.2553,0.0842,0
"1927",2,1484,"V_e",122.5225,122.5225,0.2281,0
"1928",3,1484,"V_gxe",80.7891,80.7891,0.1504,0
"1929",4,1484,"V_cov",-67.3736,67.3736,0.1254,0
"1930",5,1484,"V_error",221.2823,221.2823,0.4119,NA
"1931",1,1485,"V_g",39.2417,39.2417,0.0681,0
"1932",2,1485,"V_e",192.2563,192.2563,0.3335,0
"1933",3,1485,"V_gxe",29.229,29.229,0.0507,0
"1934",4,1485,"V_cov",86.4044,86.4044,0.1499,0
"1935",5,1485,"V_error",229.2896,229.2896,0.3978,NA
"1936",1,1486,"V_g",94.9808,94.9808,0.1581,0
"1937",2,1486,"V_e",135.2769,135.2769,0.2252,0
"1938",3,1486,"V_gxe",31.1984,31.1984,0.0519,0
"1939",4,1486,"V_cov",98.6595,98.6595,0.1642,0
"1940",5,1486,"V_error",240.6148,240.6148,0.4005,NA
"1941",1,1487,"V_g",87.2607,87.2607,0.182,0
"1942",2,1487,"V_e",19.5895,19.5895,0.0409,0
"1943",3,1487,"V_gxe",142.6937,142.6937,0.2976,0
"1944",4,1487,"V_cov",-18.589,18.589,0.0388,0
"1945",5,1487,"V_error",211.3468,211.3468,0.4408,NA
"1946",1,1488,"V_g",59.2486,59.2486,0.1022,0
"1947",2,1488,"V_e",138.2275,138.2275,0.2383,0
"1948",3,1488,"V_gxe",45.932,45.932,0.0792,0
"1949",4,1488,"V_cov",-89.2191,89.2191,0.1538,0
"1950",5,1488,"V_error",247.3346,247.3346,0.4265,NA
"1951",1,1489,"V_g",60.7431,60.7431,0.1257,0
"1952",2,1489,"V_e",56.1616,56.1616,0.1162,0
"1953",3,1489,"V_gxe",107.829,107.829,0.2232,0
"1954",4,1489,"V_cov",-3.946,3.946,0.0082,0
"1955",5,1489,"V_error",254.5284,254.5284,0.5267,NA
"1956",1,148,"V_g",42.0691,42.0691,0.1949,0
"1957",2,148,"V_e",64.7002,64.7002,0.2998,0
"1958",3,148,"V_gxe",35.7165,35.7165,0.1655,0
"1959",4,148,"V_cov",-47.9381,47.9381,0.2221,0
"1960",5,148,"V_error",25.4062,25.4062,0.1177,NA
"1961",1,1490,"V_g",30.1808,30.1808,0.0599,0
"1962",2,1490,"V_e",79.6427,79.6427,0.1581,0
"1963",3,1490,"V_gxe",170.5491,170.5491,0.3386,0
"1964",4,1490,"V_cov",-18.4272,18.4272,0.0366,0
"1965",5,1490,"V_error",204.9205,204.9205,0.4068,NA
"1966",1,1491,"V_g",52.5739,52.5739,0.1084,0
"1967",2,1491,"V_e",46.8996,46.8996,0.0967,0
"1968",3,1491,"V_gxe",118.4655,118.4655,0.2442,0
"1969",4,1491,"V_cov",-22.5415,22.5415,0.0465,0
"1970",5,1491,"V_error",244.6992,244.6992,0.5043,NA
"1971",1,1492,"V_g",79.2249,79.2249,0.1751,0
"1972",2,1492,"V_e",27.2723,27.2723,0.0603,0
"1973",3,1492,"V_gxe",117.8916,117.8916,0.2606,0
"1974",4,1492,"V_cov",14.6118,14.6118,0.0323,0
"1975",5,1492,"V_error",213.3263,213.3263,0.4716,NA
"1976",1,1493,"V_g",72.5572,72.5572,0.1355,0
"1977",2,1493,"V_e",121.7268,121.7268,0.2273,0
"1978",3,1493,"V_gxe",35.7603,35.7603,0.0668,0
"1979",4,1493,"V_cov",72.5157,72.5157,0.1354,0
"1980",5,1493,"V_error",232.9092,232.9092,0.435,NA
"1981",1,1494,"V_g",96.6609,96.6609,0.1701,0
"1982",2,1494,"V_e",38.0083,38.0083,0.0669,0
"1983",3,1494,"V_gxe",117.873,117.873,0.2074,0
"1984",4,1494,"V_cov",58.6944,58.6944,0.1033,0
