"","X1","row","replicate","env_scenario","delta_env","delta_gen","sample_size","total_samples","n_env","n_pop","std_dev","interaction","Sim_time","true_cov","covariance","covariance_lwrCI","covariance_uprCI","covariance_pvalue","true_cov_means","cov_means","cov_means_lwrCI","cov_means_uprCI","cov_means_pvalue","GxE_Anova","true_GxE_emm","GxE_emm","GxE_emm_lwrCI","GxE_emm_uprCI","GxE_emm_pvalue","true_GxE_omega","GxE_omega","GxE_omega_lwrCI","GxE_omega_uprCI","GxE_omega_pvalue","true_GxE_eta","GxE_eta","GxE_eta_lwrCI","GxE_eta_uprCI","GxE_eta_pvalue","true_GxE_SSq","GxE_SSq","GxE_SSq_lwrCI","GxE_SSq_uprCI","true_GxE_means","GxE_means","GxE_means_lwrCI","GxE_means_uprCI","GxE_means_pvalue"
"69",1,1063,1,1,0.891787546686828,0.712434519082308,4,64,4,4,1,1.40000632201089,8.34235395987829,0.61,0.65,0.24,0.94,0.112,0.61,0.65,0.24,0.92,0.108,0.012213361687822,0.41,0.56,0.48,0.8,0.17,0.31,0.15,0.11,0.37,0.04,0.31,0.23,0.19,0.42,0.1,0.31,0.43,0.29,0.65,0.41,0.56,0.41,0.63,0.01
"70",1,1064,1,1,0.212512308964506,-0.0720983627252281,4,64,4,4,1,0.703953507652041,5.52351261774699,0.79,0.88,0.23,0.92,0.008,0.79,0.88,0.3,0.94,0.014,9.10387722012558e-06,0.63,0.71,0.55,0.95,0,0.69,0.36,0.26,0.61,0,0.69,0.43,0.32,0.65,0,0.69,0.69,0.47,0.85,0.63,0.71,0.52,0.7,0
"71",1,1065,1,1,0.730716604972258,0.495318368542939,4,64,4,4,1,0.729660727262963,7.43327674468358,0.57,0.51,0.25,0.75,0.247,0.57,0.51,0.28,0.76,0.219,0.0203043717383574,0.3,0.53,0.38,0.77,0.28,0.16,0.09,0.05,0.29,0.09,0.16,0.15,0.1,0.32,0.35,0.16,0.23,0.13,0.42,0.3,0.53,0.31,0.52,0
"72",1,1066,1,1,0.421361642424017,0.638979520183057,4,64,4,4,1,0.570077362162992,7.52965672016144,0.78,0.91,0.52,0.97,0.005,0.78,0.91,0.5,0.96,0.001,0.0412119529892206,0.36,0.41,0.3,0.59,0.22,0.22,0.09,0.05,0.29,0.1,0.22,0.16,0.11,0.34,0.35,0.22,0.26,0.17,0.47,0.36,0.41,0.31,0.57,0.03
"73",1,1067,1,1,0.252780623733997,-0.173847443424165,4,64,4,4,1,1.58898999954574,5.7929610768954,0.26,0.16,-0.15,0.47,0.721,0.26,0.16,-0.13,0.5,0.709,0.0214014055026297,0.52,0.54,0.44,0.79,0.29,0.41,0.1,0.07,0.3,0.1,0.41,0.17,0.13,0.35,0.3,0.41,0.27,0.18,0.46,0.52,0.54,0.33,0.58,0.01
"74",1,1068,1,1,0.240598313743249,0.604689507279545,4,64,4,4,1,0.12665522839874,7.46662016709646,0.32,0.5,0.25,0.8,0.198,0.32,0.5,0.27,0.76,0.226,0.882525330798813,0.09,0.23,0.2,0.53,0.98,0.01,-0.04,-0.04,0.15,0.69,0.01,0.04,0.03,0.21,0.99,0.01,0.06,0.05,0.3,0.09,0.23,0.16,0.4,0.93
"75",1,1069,1,1,0.794537576381117,-0.390578587073833,4,64,4,4,1,3.44742150139064,7.05079931815465,0.13,0.31,-0.45,0.82,0.457,0.13,0.31,-0.44,0.79,0.459,2.21534662288043e-08,0.71,0.85,0.75,1.06,0,0.76,0.54,0.5,0.71,0,0.76,0.61,0.56,0.75,0,0.76,0.9,0.79,0.95,0.71,0.85,0.64,0.76,0
"76",1,106,1,1,0.624754964839667,0.957377758342773,2,128,8,8,0.5,0.184509510945063,20.5152296066284,0.63,0.56,0.48,0.64,0.058,0.63,0.56,0.44,0.66,0.065,0.0531909115852235,0.05,0.3,0.28,0.38,1,0,0.03,0.06,0.14,0.37,0,0.1,0.1,0.16,1,0,0.1,0.1,0.17,0.05,0.3,0.26,0.36,0.01
"77",1,1070,1,1,0.820502761984244,-0.345425151288509,4,64,4,4,1,1.84445881936466,7.62843315998713,-0.04,-0.06,-0.37,0.2,0.909,-0.04,-0.06,-0.38,0.2,0.911,0.0255009029601112,0.39,0.45,0.38,0.7,0.21,0.27,0.11,0.08,0.34,0.06,0.27,0.19,0.15,0.39,0.17,0.27,0.34,0.22,0.56,0.39,0.45,0.35,0.62,0.01
"78",1,1071,1,1,0.567101744236425,-0.191797593608499,4,64,4,4,1,1.69783554493915,6.89889120658239,0.11,0,-0.45,0.39,0.999,0.11,0,-0.46,0.38,0.999,0.0141104325610562,0.62,0.55,0.46,0.82,0.09,0.68,0.16,0.12,0.41,0.03,0.68,0.25,0.2,0.47,0.05,0.68,0.52,0.34,0.75,0.62,0.55,0.45,0.68,0
"79",1,1072,1,1,0.154726920416579,-0.699057084973902,4,64,4,4,1,1.37591234397609,7.37165921926498,0.09,-0.25,-0.6,0.06,0.534,0.09,-0.25,-0.58,0.05,0.545,0.00113252342486372,0.63,0.69,0.53,0.95,0.01,0.52,0.22,0.15,0.47,0,0.52,0.3,0.22,0.53,0.01,0.52,0.51,0.34,0.71,0.63,0.69,0.47,0.69,0
"80",1,1073,1,1,0.080647561699152,-0.446817748248577,4,64,4,4,1,1.441931471508,8.48034334580104,0.91,0.63,0.1,0.89,0.115,0.91,0.63,0.09,0.89,0.126,9.42795215363429e-06,0.55,0.7,0.56,0.91,0,0.53,0.36,0.29,0.57,0,0.53,0.43,0.36,0.62,0,0.53,0.69,0.53,0.82,0.55,0.7,0.54,0.74,0
"81",1,1074,1,1,0.775416660122573,0.407949132379144,4,64,4,4,1,0.559355756829027,6.51230895519257,0.57,0.87,0.51,0.96,0.008,0.57,0.87,0.49,0.97,0.011,0.139039166107988,0.24,0.4,0.34,0.7,0.66,0.08,0.05,0.02,0.25,0.24,0.08,0.13,0.1,0.31,0.58,0.08,0.22,0.16,0.46,0.24,0.4,0.3,0.53,0.21
"82",1,1075,1,1,0.19974424270913,-0.224049971904606,4,64,4,4,1,0.696570775224827,7.40355072418849,0.27,0.21,-0.12,0.53,0.647,0.27,0.21,-0.15,0.58,0.637,2.78483766303129e-05,0.45,0.61,0.5,0.81,0.01,0.3,0.29,0.21,0.53,0,0.3,0.36,0.27,0.57,0,0.3,0.54,0.37,0.73,0.45,0.61,0.45,0.65,0
"83",1,1076,1,1,0.393573493696749,0.600319356191903,4,64,4,4,1,1.44095451399451,7.67552067438761,0.5,0.64,0.3,0.87,0.095,0.5,0.64,0.22,0.87,0.092,1.11717951258652e-05,0.53,0.74,0.62,0.93,0,0.47,0.28,0.23,0.47,0,0.47,0.34,0.27,0.5,0,0.47,0.49,0.36,0.63,0.53,0.74,0.49,0.66,0
"84",1,1077,1,1,0.546642065513879,0.587483955547214,4,64,4,4,1,2.97647891240194,7.66950955788294,-0.44,-0.72,-0.93,-0.22,0.063,-0.44,-0.72,-0.92,-0.24,0.065,0.00777225671276728,0.57,0.51,0.41,0.76,0.08,0.63,0.17,0.11,0.43,0.02,0.63,0.26,0.19,0.48,0.05,0.63,0.49,0.32,0.71,0.57,0.51,0.42,0.66,0.01
"85",1,1078,1,1,0.12018391629681,-0.526456015184522,4,64,4,4,1,1.34428526064847,8.06560011704763,-0.74,-0.64,-0.86,-0.24,0.107,-0.74,-0.64,-0.84,-0.27,0.096,0.000816309308010702,0.55,0.57,0.48,0.77,0.05,0.44,0.21,0.14,0.42,0.01,0.44,0.28,0.21,0.47,0.04,0.44,0.45,0.29,0.65,0.55,0.57,0.44,0.67,0
"86",1,1079,1,1,0.646981820464134,-0.176840442232788,4,64,4,4,1,2.60638915840536,5.98104974428813,0.24,0.32,-0.41,0.85,0.454,0.24,0.32,-0.45,0.8,0.424,1.3425493876639e-05,0.66,0.76,0.63,0.98,0,0.7,0.4,0.32,0.64,0,0.7,0.48,0.39,0.69,0,0.7,0.83,0.63,0.92,0.66,0.76,0.61,0.79,0
"87",1,107,1,1,0.0521373972296715,0.536192066036165,2,128,8,8,0.5,0.613150633180048,19.4565049052238,0.18,0.19,0.12,0.25,0.539,0.18,0.19,0.1,0.28,0.529,1.62208484957749e-05,0.35,0.4,0.37,0.47,0.99,0.18,0.16,0.18,0.3,0.08,0.18,0.23,0.22,0.32,1,0.18,0.26,0.23,0.34,0.35,0.4,0.38,0.49,0
"88",1,1080,1,1,0.343366770539433,0.0972607582807541,4,64,4,4,1,0.685511064694729,6.86096215645472,-0.09,-0.1,-0.48,0.26,0.796,-0.09,-0.1,-0.47,0.24,0.83,2.21096115476905e-05,0.54,0.59,0.49,0.8,0.02,0.62,0.33,0.24,0.56,0,0.62,0.41,0.31,0.6,0,0.62,0.66,0.46,0.81,0.54,0.59,0.49,0.66,0
"89",1,1081,1,1,0.924262929707766,0.00136536825448275,4,64,4,4,1,1.25110852142563,7.57154471079508,-0.1,-0.05,-0.31,0.17,0.91,-0.1,-0.05,-0.3,0.19,0.914,0.000798691465668179,0.4,0.56,0.42,0.82,0.06,0.33,0.19,0.12,0.42,0.01,0.33,0.26,0.17,0.47,0.04,0.33,0.4,0.22,0.63,0.4,0.56,0.38,0.61,0
"90",1,1082,1,1,0.514286681776866,0.510996259748936,4,64,4,4,1,0.457783593572676,8.37380552689234,0.87,0.63,0.25,0.84,0.12,0.87,0.63,0.28,0.85,0.116,0.105697906735256,0.33,0.46,0.34,0.68,0.4,0.18,0.05,0.03,0.23,0.22,0.18,0.12,0.1,0.28,0.58,0.18,0.2,0.14,0.39,0.33,0.46,0.3,0.52,0.03
"91",1,1083,1,1,0.0640160457696766,-0.195021292660385,4,64,4,4,1,1.39352148766397,8.1106286962827,-0.61,-0.38,-0.73,-0.02,0.355,-0.61,-0.38,-0.73,-0.01,0.331,0.000463863642532218,0.53,0.56,0.45,0.79,0.04,0.47,0.23,0.17,0.45,0,0.47,0.31,0.24,0.5,0.01,0.47,0.51,0.35,0.73,0.53,0.56,0.45,0.64,0
"92",1,1084,1,1,0.839032538468018,0.43995839683339,4,64,4,4,1,1.83710294079036,8.33083687623342,0.48,0.3,0.01,0.62,0.485,0.48,0.3,0.02,0.62,0.485,0.760042310384644,0.39,0.27,0.23,0.56,0.9,0.26,-0.04,-0.04,0.22,0.65,0.26,0.07,0.05,0.29,0.92,0.26,0.15,0.11,0.46,0.39,0.27,0.25,0.55,0.86
"93",1,1085,1,1,0.477825480746105,-0.940597951877862,4,64,4,4,1,1.61394086791202,6.95154076814651,-0.04,0.37,0.03,0.75,0.378,-0.04,0.37,-0.08,0.85,0.346,0.117390302670222,0.45,0.41,0.31,0.63,0.29,0.3,0.06,0.03,0.3,0.17,0.3,0.15,0.1,0.37,0.38,0.3,0.28,0.15,0.58,0.45,0.41,0.3,0.63,0.08
"94",1,1086,1,1,0.82469008397311,0.966396485455334,4,64,4,4,1,0.119914335396606,7.53773386478424,0.83,0.76,0.5,0.95,0.049,0.83,0.76,0.47,0.96,0.052,0.185736721886525,0.06,0.39,0.28,0.6,0.73,0.01,0.03,0.01,0.18,0.31,0.01,0.08,0.06,0.22,0.84,0.01,0.12,0.07,0.28,0.06,0.39,0.2,0.44,0.16
"95",1,1087,1,1,0.615627910941839,-0.268760839942843,4,64,4,4,1,1.29589433693327,7.2895136197408,-0.51,-0.05,-0.55,0.35,0.914,-0.51,-0.05,-0.59,0.33,0.912,0.000197941293053408,0.54,0.63,0.49,0.87,0,0.51,0.28,0.22,0.54,0,0.51,0.36,0.28,0.59,0,0.51,0.62,0.39,0.84,0.54,0.63,0.46,0.71,0
"96",1,1088,1,1,0.0963179455138743,0.179634595755488,4,64,4,4,1,1.35061402081745,7.3119953751564,0.34,0.59,0.3,0.85,0.15,0.34,0.59,0.3,0.84,0.121,0.098997521147858,0.44,0.42,0.33,0.64,0.34,0.3,0.06,0.04,0.27,0.18,0.3,0.14,0.11,0.32,0.49,0.3,0.24,0.16,0.46,0.44,0.42,0.32,0.57,0.02
"97",1,1089,1,1,0.216994048794731,0.285361138638109,4,64,4,4,1,1.81828738505021,7.11249767541885,0.12,0.08,-0.17,0.36,0.862,0.12,0.08,-0.23,0.33,0.844,1.84371129100966e-05,0.65,0.6,0.49,0.79,0,0.57,0.31,0.26,0.5,0,0.57,0.37,0.32,0.54,0,0.57,0.57,0.41,0.73,0.65,0.6,0.48,0.69,0
"98",1,108,1,1,0.457768444437534,-0.07199248066172,2,128,8,8,0.5,1.88138210817007,19.4473726789157,-0.25,-0.32,-0.47,-0.19,0.299,-0.25,-0.32,-0.48,-0.18,0.288,2.88024111779234e-10,0.58,0.61,0.58,0.69,0.19,0.54,0.37,0.38,0.52,0,0.54,0.45,0.43,0.56,0.16,0.54,0.5,0.46,0.58,0.58,0.61,0.53,0.62,0
"99",1,1090,1,1,0.273722659563646,-0.0395640814676881,4,64,4,4,1,3.8817038773559,7.58819966316223,0.48,0.7,0.3,0.89,0.053,0.48,0.7,0.32,0.88,0.074,0.026715203084828,0.53,0.51,0.38,0.8,0.16,0.44,0.12,0.06,0.39,0.06,0.44,0.2,0.13,0.44,0.14,0.44,0.37,0.21,0.62,0.53,0.51,0.36,0.65,0.01
"100",1,1091,1,1,0.72537836432457,0.624756211880594,4,64,4,4,1,2.52791175246239,7.2866334716479,0.44,0.04,-0.36,0.42,0.932,0.44,0.04,-0.33,0.47,0.931,0.0331776454816945,0.53,0.52,0.37,0.75,0.06,0.46,0.12,0.06,0.4,0.06,0.46,0.22,0.15,0.45,0.11,0.46,0.46,0.26,0.71,0.53,0.52,0.43,0.71,0.01
"101",1,1092,1,1,0.444522303994745,-0.104131002444774,4,64,4,4,1,2.18776107160375,7.29483570655187,0.15,0.21,-0.15,0.48,0.6,0.15,0.21,-0.13,0.5,0.622,4.05148630200227e-07,0.64,0.75,0.63,0.94,0,0.72,0.38,0.32,0.57,0,0.72,0.43,0.36,0.61,0,0.72,0.61,0.44,0.78,0.64,0.75,0.59,0.73,0
"102",1,1093,1,1,0.212664955994114,0.91556745255366,4,64,4,4,1,1.6207112423284,8.82235154708227,0,-0.3,-0.62,0.02,0.491,0,-0.3,-0.58,0.02,0.456,2.33766833224162e-07,0.61,0.86,0.7,1.06,0,0.56,0.39,0.33,0.57,0,0.56,0.44,0.38,0.6,0,0.56,0.62,0.49,0.74,0.61,0.86,0.55,0.72,0
"103",1,1094,1,1,0.318996186135337,-0.892493709921837,4,64,4,4,1,1.1460127395764,7.10700414180756,-0.49,-0.53,-0.8,-0.01,0.198,-0.49,-0.53,-0.78,-0.04,0.167,0.000210987142485868,0.46,0.63,0.54,0.88,0.01,0.34,0.25,0.21,0.45,0,0.34,0.32,0.27,0.5,0.01,0.34,0.52,0.37,0.69,0.46,0.63,0.49,0.67,0
"104",1,1095,1,1,0.0102007149253041,-0.436371617019176,4,64,4,4,1,1.82716618677601,7.24921333392461,-0.54,-0.27,-0.64,0.15,0.518,-0.54,-0.27,-0.63,0.11,0.55,0.000467168086242215,0.58,0.61,0.45,0.79,0,0.51,0.24,0.16,0.48,0,0.51,0.32,0.22,0.53,0.01,0.51,0.53,0.33,0.73,0.58,0.61,0.46,0.71,0
"105",1,1096,1,1,0.10267118527554,-0.277659676037729,4,64,4,4,1,2.53029222413898,7.27241850296656,0.12,0.21,-0.08,0.51,0.608,0.12,0.21,-0.08,0.49,0.621,0.000126635063143898,0.56,0.62,0.51,0.84,0.03,0.43,0.23,0.16,0.42,0,0.43,0.29,0.21,0.46,0.02,0.43,0.42,0.28,0.58,0.56,0.62,0.42,0.61,0
"106",1,1097,1,1,0.63664999557659,0.51780638191849,4,64,4,4,1,1.49971941728145,3.97547629276911,0.54,0.39,0.05,0.66,0.374,0.54,0.39,0.09,0.62,0.359,0.00110168266849042,0.48,0.57,0.44,0.8,0.03,0.38,0.2,0.14,0.4,0.01,0.38,0.27,0.21,0.44,0.03,0.38,0.44,0.32,0.61,0.48,0.57,0.44,0.62,0
"107",1,1098,1,1,0.675936819985509,-0.438952886033803,4,64,4,4,1,1.92991453980096,7.20699462095896,-0.07,0.46,0,0.82,0.262,-0.07,0.46,-0.01,0.84,0.278,0.00054643322855458,0.57,0.57,0.45,0.82,0.07,0.56,0.24,0.14,0.51,0,0.56,0.33,0.22,0.55,0.01,0.56,0.56,0.36,0.76,0.57,0.57,0.44,0.66,0
"108",1,1099,1,1,0.292917074402794,-0.0290407962165773,4,64,4,4,1,1.26563779812306,8.34811329444249,-0.57,-0.3,-0.59,-0.03,0.462,-0.57,-0.3,-0.58,-0.06,0.475,0.00166852713308247,0.62,0.58,0.46,0.77,0.02,0.6,0.19,0.14,0.44,0.01,0.6,0.27,0.21,0.49,0.03,0.6,0.45,0.32,0.66,0.62,0.58,0.44,0.65,0
"109",1,109,1,1,0.710031879832968,0.850946824532002,2,128,8,8,0.5,0.591448150179349,18.4775819778442,0.73,0.75,0.66,0.84,0.005,0.73,0.75,0.6,0.89,0.01,0.0231312937171457,0.16,0.34,0.34,0.43,1,0.04,0.05,0.08,0.18,0.29,0.04,0.13,0.13,0.2,1,0.04,0.14,0.13,0.21,0.16,0.34,0.28,0.4,0
"110",1,10,1,1,0.31978753907606,0.694832568988204,2,8,2,2,0.5,0.304840869735926,5.35618341763814,0.77,0.86,0.6,0.89,0.1,0.77,0.86,0.47,0.99,0.341,0.0242124891556533,0.32,0.47,0.31,0.62,0.42,0.13,0.12,0.07,0.21,0.28,0.13,0.13,0.07,0.21,0.42,0.13,0.14,0.07,0.21,0.32,0.47,0.1,0.5,0.02
"111",1,1100,1,1,0.344891629880294,0.495869998354465,4,64,4,4,1,3.83509537996724,7.94610860347748,-0.16,-0.45,-0.83,0.18,0.282,-0.16,-0.45,-0.8,0.11,0.294,0.00998137270616112,0.6,0.74,0.59,1.04,0.01,0.51,0.18,0.14,0.45,0.02,0.51,0.29,0.24,0.52,0.02,0.51,0.65,0.42,0.85,0.6,0.74,0.52,0.78,0
"112",1,1101,1,1,0.366109407274053,-0.106171236839145,4,256,8,8,1,2.22205028729513,22.9281353433927,-0.07,-0.25,-0.49,0.06,0.388,-0.07,-0.25,-0.5,0.06,0.419,1.75708456586206e-14,0.61,0.7,0.69,0.85,0,0.6,0.32,0.34,0.48,0,0.6,0.41,0.41,0.54,0,0.6,0.63,0.58,0.72,0.61,0.7,0.59,0.67,0
"113",1,1102,1,1,0.17407415015623,-0.609319066163152,4,256,8,8,1,1.60857176162302,23.1624026377996,-0.36,-0.43,-0.62,-0.2,0.154,-0.36,-0.43,-0.63,-0.19,0.156,2.54190806438925e-10,0.54,0.67,0.64,0.82,0,0.48,0.26,0.28,0.44,0,0.48,0.36,0.37,0.51,0,0.48,0.59,0.53,0.71,0.54,0.67,0.57,0.68,0
"114",1,1103,1,1,0.928982699522749,-0.438381609041244,4,256,8,8,1,0.14530604470754,19.1157781998316,-0.46,-0.6,-0.7,-0.48,0.036,-0.46,-0.6,-0.73,-0.47,0.036,0.268475088111153,0.05,0.33,0.37,0.51,1,0,0.01,0.05,0.15,0.38,0,0.09,0.11,0.21,1,0,0.14,0.15,0.28,0.05,0.33,0.29,0.4,0.16
"115",1,1104,1,1,0.837435971014202,0.921624301932752,4,256,8,8,1,0.873072610218078,18.9937572757403,0.83,0.95,0.71,0.97,0,0.83,0.95,0.72,0.97,0,0.18317712623599,0.17,0.41,0.42,0.59,0.99,0.04,0.02,0.06,0.19,0.35,0.04,0.12,0.14,0.25,1,0.04,0.19,0.19,0.35,0.17,0.41,0.35,0.47,0.01
"116",1,1105,1,1,0.248102812794968,-0.158599594607949,4,256,8,8,1,1.61660883280914,19.0867026885351,0.03,0.13,-0.09,0.35,0.691,0.03,0.13,-0.11,0.34,0.669,1.401398625609e-14,0.72,0.79,0.75,0.94,0,0.77,0.36,0.38,0.53,0,0.77,0.46,0.47,0.6,0,0.77,0.75,0.68,0.83,0.72,0.79,0.64,0.74,0
"117",1,1106,1,1,0.180636618984863,0.186274104285985,4,256,8,8,1,1.17433401390212,18.6664348602295,0.2,0.17,-0.07,0.39,0.58,0.2,0.17,-0.09,0.39,0.57,1.97641626540387e-11,0.65,0.71,0.7,0.88,0,0.66,0.29,0.32,0.48,0,0.66,0.4,0.41,0.55,0,0.66,0.68,0.6,0.78,0.65,0.71,0.6,0.71,0
"118",1,1107,1,1,0.813651049742475,0.853478553704917,4,256,8,8,1,1.44987549523823,20.7811585505803,0.88,0.62,0.46,0.77,0.026,0.88,0.62,0.47,0.77,0.028,0.00232120141765789,0.29,0.42,0.44,0.61,0.92,0.14,0.08,0.1,0.25,0.04,0.14,0.17,0.18,0.31,0.72,0.14,0.27,0.25,0.42,0.29,0.42,0.38,0.5,0
"119",1,1108,1,1,0.994176052277908,-0.251934437081218,4,256,8,8,1,7.21661755349487,21.9681805451711,-0.5,-0.54,-0.73,-0.23,0.066,-0.5,-0.54,-0.74,-0.22,0.058,3.64599671612952e-15,0.72,0.7,0.69,0.86,0,0.78,0.36,0.39,0.53,0,0.78,0.46,0.47,0.6,0,0.78,0.74,0.67,0.82,0.72,0.7,0.62,0.72,0
"120",1,1109,1,1,0.0028477709274739,0.109285346698016,4,256,8,8,1,4.44512581499293,21.3196106791496,-0.12,-0.02,-0.27,0.26,0.96,-0.12,-0.02,-0.27,0.28,0.946,1.8848146969195e-14,0.74,0.82,0.78,0.97,0,0.81,0.37,0.39,0.57,0,0.81,0.48,0.49,0.64,0,0.81,0.8,0.72,0.88,0.74,0.82,0.68,0.77,0
"121",1,110,1,1,0.953821047674865,-0.867111653555185,2,128,8,8,0.5,1.2140730870422,20.5993188778559,-0.8,-0.76,-0.88,-0.64,0.006,-0.8,-0.76,-0.9,-0.61,0.004,0.0738566515626314,0.24,0.32,0.32,0.42,1,0.09,0.04,0.08,0.19,0.34,0.09,0.13,0.14,0.22,1,0.09,0.15,0.15,0.23,0.24,0.32,0.3,0.41,0
"122",1,1110,1,1,0.90030614612624,0.654810070991516,4,256,8,8,1,1.71021210108418,20.8292644182841,0.71,0.91,0.68,0.94,0,0.71,0.91,0.68,0.94,0,1.2043082056714e-06,0.43,0.57,0.55,0.74,0.21,0.31,0.15,0.17,0.31,0,0.31,0.24,0.24,0.38,0.11,0.31,0.37,0.33,0.51,0.43,0.57,0.44,0.55,0
"123",1,1111,1,1,0.121959797572345,0.181478294543922,4,256,8,8,1,1.32078511240194,21.3342638691266,-0.11,0.23,-0.15,0.51,0.459,-0.11,0.23,-0.13,0.49,0.473,4.45018447297269e-15,0.7,0.8,0.75,0.94,0,0.77,0.36,0.39,0.54,0,0.77,0.46,0.47,0.6,0,0.77,0.75,0.68,0.81,0.7,0.8,0.65,0.74,0
"124",1,1112,1,1,0.573500607628375,-0.600868236739188,4,256,8,8,1,1.74625113511225,21.6185312151909,-0.82,-0.76,-0.91,-0.53,0.002,-0.82,-0.76,-0.89,-0.56,0.003,1.8804324917081e-05,0.53,0.58,0.56,0.75,0.04,0.41,0.14,0.17,0.33,0,0.41,0.25,0.26,0.4,0.06,0.41,0.42,0.38,0.57,0.53,0.58,0.49,0.62,0
"125",1,1113,1,1,0.467041727388278,-0.838504509069026,4,256,8,8,1,1.34129894336686,19.5182261864344,-0.44,-0.44,-0.57,-0.3,0.145,-0.44,-0.44,-0.58,-0.28,0.123,3.00410861574187e-11,0.43,0.67,0.63,0.8,0,0.26,0.22,0.23,0.38,0,0.26,0.31,0.3,0.43,0,0.26,0.45,0.41,0.56,0.43,0.67,0.5,0.61,0
"126",1,1114,1,1,0.789979397319257,-0.790516718290746,4,256,8,8,1,1.54539002456935,21.2079022804896,-0.96,-0.87,-0.93,-0.62,0,-0.96,-0.87,-0.93,-0.65,0.002,0.00145070824670181,0.33,0.48,0.5,0.67,0.68,0.18,0.09,0.13,0.26,0.03,0.18,0.19,0.21,0.33,0.52,0.18,0.31,0.3,0.47,0.33,0.48,0.42,0.53,0
"127",1,1115,1,1,0.187777468003333,-0.313290277961642,4,256,8,8,1,1.05676344236592,10.5484681049983,-0.56,-0.3,-0.49,-0.09,0.331,-0.56,-0.3,-0.49,-0.07,0.318,3.11332336635588e-14,0.61,0.68,0.66,0.82,0,0.59,0.33,0.35,0.49,0,0.59,0.42,0.43,0.56,0,0.59,0.66,0.6,0.75,0.61,0.68,0.58,0.67,0
"128",1,1116,1,1,0.423434864031151,0.0929201170802116,4,256,8,8,1,2.05187091603875,19.312281469504,0.16,0.22,-0.01,0.42,0.467,0.16,0.22,0,0.43,0.48,2.45073173975994e-11,0.62,0.69,0.67,0.87,0,0.63,0.29,0.32,0.49,0,0.63,0.4,0.41,0.55,0,0.63,0.68,0.61,0.77,0.62,0.69,0.58,0.68,0
"129",1,1117,1,1,0.360380047699437,0.0272391550242901,4,256,8,8,1,1.600645430726,19.4847484985987,0.22,0.31,0.08,0.5,0.301,0.22,0.31,0.07,0.54,0.288,4.47226389978467e-09,0.61,0.59,0.59,0.74,0,0.59,0.21,0.24,0.38,0,0.59,0.31,0.31,0.45,0,0.59,0.49,0.45,0.61,0.61,0.59,0.52,0.62,0
"130",1,1118,1,1,0.381713751237839,-0.473283192142844,4,256,8,8,1,1.70451885121176,18.6750962297122,-0.62,-0.58,-0.75,-0.38,0.041,-0.62,-0.58,-0.74,-0.39,0.048,1.69092288809027e-10,0.47,0.6,0.58,0.73,0.01,0.33,0.22,0.23,0.38,0,0.33,0.3,0.3,0.44,0,0.33,0.45,0.41,0.57,0.47,0.6,0.5,0.61,0
"131",1,1119,1,1,0.156443315325305,0.964458584785461,4,256,8,8,1,3.46345976367593,19.8359023094177,0.28,0.37,0.13,0.58,0.216,0.28,0.37,0.14,0.6,0.222,7.86509666551017e-11,0.59,0.66,0.64,0.83,0,0.57,0.27,0.28,0.45,0,0.57,0.37,0.37,0.52,0,0.57,0.61,0.55,0.71,0.59,0.66,0.55,0.65,0
"132",1,111,1,1,0.521720602177083,0.971388555131853,2,128,8,8,0.5,1.7995218159887,20.6955631454786,0.35,0.41,0.32,0.5,0.142,0.35,0.41,0.3,0.53,0.168,0.00939498027329344,0.42,0.39,0.38,0.49,1,0.25,0.09,0.14,0.27,0.17,0.25,0.2,0.2,0.31,1,0.25,0.23,0.22,0.33,0.42,0.39,0.37,0.49,0
"133",1,1120,1,1,0.546578786801547,-0.453525982331485,4,256,8,8,1,1.2193128386396,20.3033027013143,-0.56,-0.44,-0.57,-0.29,0.16,-0.56,-0.44,-0.58,-0.29,0.15,0.000670656381667289,0.35,0.5,0.51,0.67,0.35,0.19,0.1,0.13,0.28,0.01,0.19,0.2,0.21,0.35,0.36,0.19,0.33,0.31,0.48,0.35,0.5,0.44,0.56,0
"134",1,1121,1,1,0.306715704267845,0.531256468035281,4,256,8,8,1,1.53640905097127,19.3477465391159,0.48,0.64,0.36,0.79,0.023,0.48,0.64,0.35,0.79,0.014,8.74408608554129e-09,0.52,0.6,0.59,0.76,0,0.47,0.22,0.25,0.4,0,0.47,0.32,0.33,0.47,0,0.47,0.53,0.48,0.65,0.52,0.6,0.54,0.65,0
"135",1,1122,1,1,0.520592523971573,0.936472516041249,4,256,8,8,1,0.272296627494507,21.4370099623998,0.56,0.36,0.24,0.48,0.239,0.56,0.36,0.23,0.47,0.238,0.540873673539049,0.08,0.35,0.39,0.56,1,0.01,0,0.04,0.17,0.52,0.01,0.1,0.13,0.24,1,0.01,0.17,0.19,0.34,0.08,0.35,0.32,0.44,0.26
"136",1,1123,1,1,0.530815912177786,0.147229181136936,4,256,8,8,1,0.694691555961035,21.4761626640956,0.27,0.21,0.08,0.33,0.522,0.27,0.21,0.08,0.34,0.518,0.00138531104796614,0.3,0.46,0.46,0.62,0.51,0.15,0.09,0.11,0.25,0.03,0.15,0.18,0.19,0.32,0.57,0.15,0.3,0.27,0.44,0.3,0.46,0.42,0.53,0
