"STUDY_ID","REVIEWERS","INCLUDE","authors","title","journal","type","year","volume","issue","page_start","page_end","doi","category"
20,"Sub1","not vetted","Gowda, JH; Palo, RT; Uden, P","Seasonal variation in the nutritional value of woody plants along a natural gradient in Eastern Africa","AFRICAN JOURNAL OF ECOLOGY","Article",2019,"57","2","226","237","10.1111/aje.12583","Ecology"
28,"Sub1","not vetted","Choi, YG; Lim, J; Choi, S","High-dimensional Markowitz portfolio optimization problem: empirical comparison of covariance matrix estimators","JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION","Article",2019,"89","7","1278","1300","10.1080/00949655.2019.1577855","Computer Science, Interdisciplinary Applications; Statistics & Probability"
34,"Sub1","not vetted","Rossoni, DM; Costa, BMA; Giannini, NP; Marroig, G","A multiple peak adaptive landscape based on feeding strategies and roosting ecology shaped the evolution of cranial covariance structure and morphological differentiation in phyllostomid bats","EVOLUTION","Article",2019,"73","5","961","981","10.1111/evo.13715","Ecology; Evolutionary Biology; Genetics & Heredity"
44,"Sub1","not vetted","Qi, T; Schaadt, G; Cafiero, R; Brauer, J; Skeide, MA; Friederici, AD","The emergence of long-range language network structural covariance and language abilities","NEUROIMAGE","Article",2019,"191","","36","48","10.1016/j.neuroimage.2019.02.014","Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging"
80,"Sub1","not vetted","Arnold, PA; Nicotra, AB; Kruuk, LEB","Sparse evidence for selection on phenotypic plasticity in response to temperature","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","Review",2019,"374","1768","","","10.1098/rstb.2018.0185","Biology"
97,"Sub1","not vetted","Petersen, A; Deoni, S; Muller, HG","FRECHET ESTIMATION OF TIME-VARYING COVARIANCE MATRICES FROM SPARSE DATA, WITH APPLICATION TO THE REGIONAL CO-EVOLUTION OF MYELINATION IN THE DEVELOPING BRAIN","ANNALS OF APPLIED STATISTICS","Article",2019,"13","1","393","419","10.1214/18-AOAS1195","Statistics & Probability"
135,"Sub1","not vetted","Inabangan-Asilo, MA; Swamy, BPM; Amparado, AF; Descalsota-Empleo, GIL; Arocena, EC; Reinke, R","Stability and GxE analysis of zinc-biofortified rice genotypes evaluated in diverse environments","EUPHYTICA","Article",2019,"215","3","","","10.1007/s10681-019-2384-7","Agronomy; Plant Sciences; Horticulture"
145,"Sub1","not vetted","Samejima, K; Morettin, PA; Sato, JR","Directed wavelet covariance","COMPUTATIONAL STATISTICS & DATA ANALYSIS","Article",2019,"130","","61","79","10.1016/j.csda.2018.08.026","Computer Science, Interdisciplinary Applications; Statistics & Probability"
169,"Sub1","not vetted","Miura, T","Juvenile hormone as a physiological regulator mediating phenotypic plasticity in pancrustaceans","DEVELOPMENT GROWTH & DIFFERENTIATION","Review",2019,"61","1","85","96","10.1111/dgd.12572","Cell Biology; Developmental Biology"
171,"Sub1","not vetted","Reizenberg, JL; Bloy, LE; Weyl, OLF; Shelton, JM; Dallas, HF","Variation in thermal tolerances of native freshwater fishes in South Africa's Cape Fold Ecoregion: examining the east-west gradient in species' sensitivity to climate warming","JOURNAL OF FISH BIOLOGY","Article",2019,"94","1","103","112","10.1111/jfb.13866","Fisheries; Marine & Freshwater Biology"
196,"Sub1","not vetted","Sheng, S; Bernardo, MM; Dzinic, SH; Chen, K; Heath, EI; Sakr, WA","Tackling tumor heterogeneity and phenotypic plasticity in cancer precision medicine: our experience and a literature review","CANCER AND METASTASIS REVIEWS","Review",2018,"37","4","655","663","10.1007/s10555-018-9767-4","Oncology"
221,"Sub1","not vetted","Henn, JJ; Buzzard, V; Enquist, BJ; Halbritter, AH; Klanderuds, K; Maitner, BS; Michaletz, ST; Potschs, C; Seltzer, L; Telford, RJ; Yang, Y; Zhang, L; Vandvik, V","Intraspecific Trait Variation and Phenotypic Plasticity Mediate Alpine Plant Species Response to Climate Change","FRONTIERS IN PLANT SCIENCE","Article",2018,"9","","","","10.3389/fpls.2018.01548","Plant Sciences"
266,"Sub1","not vetted","Dalesman, S","Habitat and social context affect memory phenotype, exploration and covariance among these traits","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","Article",2018,"373","1756","","","10.1098/rstb.2017.0291","Biology"
332,"Sub1","not vetted","Volaric, MP; Berg, P; Reidenbach, MA","Oxygen metabolism of intertidal oyster reefs measured by aquatic eddy covariance","MARINE ECOLOGY PROGRESS SERIES","Article",2018,"599","","75","91","10.3354/meps12627","Ecology; Marine & Freshwater Biology; Oceanography"
333,"Sub1","not vetted","Cespedes, MI; McGree, J; Drovandi, CC; Mengersen, K; Doecke, JD; Fripp, J","An efficient algorithm for estimating brain covariance networks","PLOS ONE","Article",2018,"13","7","","","10.1371/journal.pone.0198583","Multidisciplinary Sciences"
363,"Sub1","not vetted","Lucas-Moffat, AM; Huth, V; Augustin, J; Brummer, C; Herbst, M; Kutsch, WL","Towards pairing plot and field scale measurements in managed ecosystems: Using eddy covariance to cross-validate CO2 fluxes modeled from manual chamber campaigns","AGRICULTURAL AND FOREST METEOROLOGY","Article",2018,"256","","362","378","10.1016/j.agrformet.2018.01.023","Agronomy; Forestry; Meteorology & Atmospheric Sciences"
428,"Sub1","not vetted","Popovic, GC; Hui, FKC; Warton, DI","A general algorithm for covariance modeling of discrete data","JOURNAL OF MULTIVARIATE ANALYSIS","Article",2018,"165","","86","100","10.1016/j.jmva.2017.12.002","Statistics & Probability"
446,"Sub1","not vetted","Nicolaus, M; Edelaar, P","Comparing the consequences of natural selection, adaptive phenotypic plasticity, and matching habitat choice for phenotype-environment matching, population genetic structure, and reproductive isolation in meta-populations","ECOLOGY AND EVOLUTION","Article",2018,"8","8","3815","3827","10.1002/ece3.3816","Ecology; Evolutionary Biology"
459,"Sub1","not vetted","Melie-Garcia, L; Slater, D; Ruef, A; Sanabria-Diaz, G; Preisig, M; Kherif, F; Draganski, B; Lutti, A","Networks of myelin covariance","HUMAN BRAIN MAPPING","Article",2018,"39","4","1532","1554","10.1002/hbm.23929","Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging"
468,"Sub1","not vetted","Jolly, MK; Kulkarni, P; Weninger, K; Orban, J; Levine, H","Phenotypic Plasticity, Bet-Hedging, and Androgen Independence in Prostate Cancer: Role of Non-Genetic Heterogeneity","FRONTIERS IN ONCOLOGY","Review",2018,"8","","","","10.3389/fonc.2018.00050","Oncology"
