"STUDY_ID","REVIEWERS","INCLUDE","authors","title","journal","type","year","volume","issue","page_start","page_end","doi","category"
121,"Sub10","not vetted","Wong, RKW; Zhang, XK","Nonparametric operator-regularized covariance function estimation for functional data","COMPUTATIONAL STATISTICS & DATA ANALYSIS","Article",2019,"131","","131","144","10.1016/j.csda.2018.05.013","Computer Science, Interdisciplinary Applications; Statistics & Probability"
152,"Sub10","not vetted","Gupta, PB; Pastushenko, I; Skibinski, A; Blanpain, C; Kuperwasser, C","Phenotypic Plasticity: Driver of Cancer Initiation, Progression, and Therapy Resistance","CELL STEM CELL","Review",2019,"24","1","65","78","10.1016/j.stem.2018.11.011","Cell & Tissue Engineering; Cell Biology"
156,"Sub10","not vetted","Jaeger, BC; Edwards, LJ; Gurka, MJ","An R-2 statistic for covariance model selection in the linear mixed model","JOURNAL OF APPLIED STATISTICS","Article",2019,"46","1","164","184","10.1080/02664763.2018.1466869","Statistics & Probability"
174,"Sub10","not vetted","Choi, B; Jeong, H; Kim, E","Phenotypic plasticity of Capsella bursa-pastoris (Brassicaceae) and its effect on fitness in response to temperature and soil moisture","PLANT SPECIES BIOLOGY","Article",2019,"34","1","5","10","10.1111/1442-1984.12227","Plant Sciences; Ecology"
186,"Sub10","not vetted","Sadras, VO; Mahadevan, M; Williams, MM; Hoppo, SD; Zwer, PK","Phenotypic plasticity of grain and hay quality in varieties and advanced lines from the Australian oat breeding program","EUROPEAN JOURNAL OF AGRONOMY","Article",2019,"102","","23","32","10.1016/j.eja.2018.10.001","Agronomy"
188,"Sub10","not vetted","Lin, WL; Hang, HF; Zhuang, YP; Zhang, SL","Variable selection in partial least squares with the weighted variable contribution to the first singular value of the covariance matrix","CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS","Article",2018,"183","","113","121","10.1016/j.chemolab.2018.11.003","Automation & Control Systems; Chemistry, Analytical; Computer Science, Artificial Intelligence; Instruments & Instrumentation; Mathematics, Interdisciplinary Applications; Statistics & Probability"
217,"Sub10","not vetted","Mulder, J; Pericchi, LR","The Matrix-F Prior for Estimating and Testing Covariance Matrices","BAYESIAN ANALYSIS","Article",2018,"13","4","1189","1210","10.1214/17-BA1092","Mathematics, Interdisciplinary Applications; Statistics & Probability"
239,"Sub10","not vetted","Anapalli, SS; Fisher, DK; Reddy, KN; Wagle, P; Gowda, PH; Sui, RX","Quantifying soybean evapotranspiration using an eddy covariance approach","AGRICULTURAL WATER MANAGEMENT","Article",2018,"209","","228","239","10.1016/j.agwat.2018.07.023","Agronomy; Water Resources"
284,"Sub10","not vetted","Rivas, J; Quiero, A; Penna, M; Velasquez, NA","Body-Size Variation across Environmental Gradients in an Ectothermic Organism: An Intraspecific Approach to Ecogeographic Patterns","HERPETOLOGICA","Article",2018,"74","3","191","198","10.1655/HERPETOLOGICA-D-17-00039.1","Zoology"
299,"Sub10","not vetted","Tokoro, T; Kuwae, T","Improved Post-processing of Eddy-Covariance Data to Quantify Atmosphere-Aquatic Ecosystem CO2 Exchanges","FRONTIERS IN MARINE SCIENCE","Article",2018,"5","","","","10.3389/fmars.2018.00286","Environmental Sciences; Marine & Freshwater Biology"
311,"Sub10","not vetted","Rajkov, J; Weber, AAT; Salzburger, W; Egger, B","Adaptive phenotypic plasticity contributes to divergence between lake and river populations of an East African cichlid fish","ECOLOGY AND EVOLUTION","Article",2018,"8","15","7323","7333","10.1002/ece3.4241","Ecology; Evolutionary Biology"
316,"Sub10","not vetted","Levis, NA; Isdaner, AJ; Pfennig, DW","Morphological novelty emerges from pre-existing phenotypic plasticity","NATURE ECOLOGY & EVOLUTION","Article",2018,"2","8","1289","1297","10.1038/s41559-018-0601-8","Ecology; Evolutionary Biology"
346,"Sub10","not vetted","Correia, BR; Coelho, CA; Marques, FJ","LIKELIHOOD RATIO TEST FOR THE HYPER-BLOCK MATRIX SPHERICITY COVARIANCE STRUCTURE - CHARACTERIZATION OF THE EXACT DISTRIBUTION AND DEVELOPMENT OF NEAR-EXACT DISTRIBUTIONS FOR THE TEST STATISTIC","REVSTAT-STATISTICAL JOURNAL","Article",2018,"16","3","365","403","","Statistics & Probability"
369,"Sub10","not vetted","Wardhaugh, CW; Stone, MJ; Stork, NE","Seasonal variation in a diverse beetle assemblage along two elevational gradients in the Australian Wet Tropics","SCIENTIFIC REPORTS","Article",2018,"8","","","","10.1038/s41598-018-26216-8","Multidisciplinary Sciences"
380,"Sub10","not vetted","Lane, JE; McAdam, AG; McFarlane, SE; Williams, CT; Humphries, MM; Coltman, DW; Gorrell, JC; Boutin, S","Phenological shifts in North American red squirrels: disentangling the roles of phenotypic plasticity and microevolution","JOURNAL OF EVOLUTIONARY BIOLOGY","Article",2018,"31","6","810","821","10.1111/jeb.13263","Ecology; Evolutionary Biology; Genetics & Heredity"
392,"Sub10","not vetted","Zezula, I; Klein, D; Roy, A","Testing of multivariate repeated measures data with block exchangeable covariance structure","TEST","Article",2018,"27","2","360","378","10.1007/s11749-017-0549-z","Statistics & Probability"
399,"Sub10","not vetted","Ahmed, F; Haass, NK","Microenvironment-Driven Dynamic Heterogeneity and Phenotypic Plasticity as a Mechanism of Melanoma Therapy Resistance","FRONTIERS IN ONCOLOGY","Review",2018,"8","","","","10.3389/fonc.2018.00173","Oncology"
425,"Sub10","not vetted","Hubert, M; Debruyne, M; Rousseeuw, PJ","Minimum covariance determinant and extensions","WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL STATISTICS","Review",2018,"10","3","","","10.1002/wics.1421","Statistics & Probability"
430,"Sub10","not vetted","Janssen, A; Mikosch, T; Rezapour, M; Xie, XL","The eigenvalues of the sample covariance matrix of a multivariate heavy-tailed stochastic volatility model","BERNOULLI","Article",2018,"24","2","1351","1393","10.3150/16-BEJ901","Statistics & Probability"
434,"Sub10","not vetted","Ortega-Mayagoitia, E; Hernandez-Martinez, O; Ciros-Perez, J","Phenotypic plasticity of life-history traits of a calanoid copepod in a tropical lake: Is the magnitude of thermal plasticity related to thermal variability?","PLOS ONE","Article",2018,"13","4","","","10.1371/journal.pone.0196496","Multidisciplinary Sciences"
441,"Sub10","not vetted","Muck, I; Heubel, KU","Ecological variation along the salinity gradient in the Baltic Sea Area and its consequences for reproduction in the common goby","CURRENT ZOOLOGY","Article",2018,"64","2","259","270","10.1093/cz/zoy006","Zoology"
460,"Sub10","not vetted","Peterson, ML; Doak, DF; Morris, WF","Both life-history plasticity and local adaptation will shape range-wide responses to climate warming in the tundra plant Silene acaulis","GLOBAL CHANGE BIOLOGY","Article",2018,"24","4","1614","1625","10.1111/gcb.13990","Biodiversity Conservation; Ecology; Environmental Sciences"
478,"Sub10","not vetted","Jones, AJ; Bourdeau, PE","Morphological Variation in Aboral Spines in the Forcipulate Sea Star, Pisaster ochraceus, Across Developmental and Environmental Gradients","INTEGRATIVE AND COMPARATIVE BIOLOGY","Meeting Abstract",2018,"58","","E109","E109","","Zoology"
527,"Sub10","not vetted","Kramer, K; Leinonen, I; Bartelink, HH; Berbigier, P; Borghetti, M; Bernhofer, C; Cienciala, E; Dolman, AJ; Froer, O; Gracia, CA; Granier, A; Grunwald, T; Hari, P; Jans, W; Kellomaki, S; Loustau, D; Magnani, F; Markkanen, T; Matteucci, G; Mohren, GMJ; Moors, E; Nissinen, A; Peltola, H; Sabate, S; Sanchez, A; Sontag, M; Valentini, R; Vesala, T","Evaluation of six process-based forest growth models using eddy-covariance measurements of CO(2) and H(2)O fluxes at six forest sites in Europe","GLOBAL CHANGE BIOLOGY",NA,2002,"8","3","213","230","10.1046/j.1365-2486.2002.00471.x",NA
533,"Sub10","not vetted","Falk, M","The sample covariance is not efficient for elliptical distributions","JOURNAL OF MULTIVARIATE ANALYSIS",NA,2002,"80","2","358","377","10.1006/jmva.2000.1938",NA
534,"Sub10","not vetted","Scheuss, V; Schneggenburger, R; Neher, E","Separation of presynaptic and postsynaptic contributions to depression by covariance analysis of successive EPSCs at the calyx of Held synapse","JOURNAL OF NEUROSCIENCE",NA,2002,"22","3","728","739","10.1523/JNEUROSCI.22-03-00728.2002",NA
558,"Sub10","not vetted","Arafeh, RMH; Sapir, Y; Shmida, A; Iraki, N; Fragman, O; Comes, HP","Patterns of genetic and phenotypic variation in Iris haynei and I-atrofusca (Iris sect. Oncocyclus = the royal irises) along an ecogeographical gradient in Israel and the West Bank","MOLECULAR ECOLOGY",NA,2002,"11","1","39","53","10.1046/j.0962-1083.2001.01417.x",NA
577,"Sub10","not vetted","Zizumbo-Villarreal, D; Colunga-GarciaMarin, P","Morpho-physiological variation and phenotypic plasticity in Mexican populations of coconut (Cocos nucifera L.)","GENETIC RESOURCES AND CROP EVOLUTION",NA,2001,"48","6","547","554","10.1023/A:1013839914884",NA
585,"Sub10","not vetted","Hairston, NG; Holtmeier, CL; Lampert, W; Weider, LJ; Post, DM; Fischer, JM; Caceres, CE; Fox, JA; Gaedke, U","Natural selection for grazer resistance to toxic cyanobacteria: Evolution of phenotypic plasticity?","EVOLUTION",NA,2001,"55","11","2203","2214","",NA
609,"Sub10","not vetted","Hubert, M","Multivariate outlier detection and robust covariance matrix estimation - Discussion","TECHNOMETRICS",NA,2001,"43","3","303","306","",NA
657,"Sub10","not vetted","Nyblom, J","Invariant tests for covariance structures in multivariate linear model","JOURNAL OF MULTIVARIATE ANALYSIS",NA,2001,"76","2","294","315","10.1006/jmva.2000.1918",NA
667,"Sub10","not vetted","Jiang, GY; Sarkar, SK","Testing the equality of the intra-subject treatment covariance matrices in a crossover study","BIOMETRICAL JOURNAL",NA,2001,"43","6","677","696","10.1002/1521-4036(200110)43:6<677::AID-BIMJ677>3.0.CO;2-K",NA
685,"Sub10","not vetted","Joarder, AH; Singh, S","Estimation of the trace of the scaled covariance matrix of a multivariate t-model using a known information","METRIKA",NA,2001,"54","1","53","58","10.1007/PL00003990",NA
703,"Sub10","not vetted","Hall, AR","Covariance matrix estimation and the power of the overidentifying restrictions test","ECONOMETRICA",NA,2000,"68","6","1517","1527","10.1111/1468-0262.00171",NA
706,"Sub10","not vetted","Christakos, G; Papanicolaou, V","Norm-dependent covariance permissibility of weakly homogeneous spatial random fields and its consequences in spatial statistics","STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT",NA,2000,"14","6","471","478","10.1007/s004770070001",NA
743,"Sub10","not vetted","Soler, JMP; Singer, JM","Optimal covariance adjustment in growth curve models","COMPUTATIONAL STATISTICS & DATA ANALYSIS",NA,2000,"33","1","101","110","10.1016/S0167-9473(99)00034-1",NA
751,"Sub10","not vetted","Francq, C; Zakoian, JM","Covariance matrix estimation for estimators of mixing weak ARMA models","JOURNAL OF STATISTICAL PLANNING AND INFERENCE",NA,2000,"83","2","369","394","10.1016/S0378-3758(99)00109-3",NA
753,"Sub10","not vetted","Tatsuta, H; Akimoto, SIA","Variability in phenotypic covariance structure of female genitalia in the brachypterous grasshopper Podisma sapporensis (Orthoptera : Acrididae : Podisminae)","ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA",NA,2000,"93","1","127","132","10.1603/0013-8746(2000)093[0127:VIPCSO]2.0.CO;2",NA
787,"Sub10","not vetted","Camara, MD; Pigliucci, M","Mutational contributions to genetic variance-covariance matrices: An experimental approach using induced mutations in Arabidopsis thaliana","EVOLUTION",NA,1999,"53","6","1692","1703","10.2307/2640432",NA
788,"Sub10","not vetted","Scheiner, SM; Callahan, HS","Measuring natural selection on phenotypic plasticity","EVOLUTION",NA,1999,"53","6","1704","1713","10.2307/2640433",NA
803,"Sub10","not vetted","Weber, E; D'Antonio, CM","Phenotypic plasticity in hybridizing Carpobrotus spp. (Aizoaceae) from coastal California and its role in plant invasion","CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE",NA,1999,"77","10","1411","1418","10.1139/b99-091",NA
809,"Sub10","not vetted","Mikulich, SK; Zerbe, GO; Jones, RH; Crowley, TJ","Relating the classical covariance adjustment techniques of multivariate growth curve models to modern univariate mixed effects models","BIOMETRICS",NA,1999,"55","3","957","964","10.1111/j.0006-341X.1999.00957.x",NA
815,"Sub10","not vetted","Rousseeuw, PJ; Van Driessen, K","A fast algorithm for the minimum covariance determinant estimator","TECHNOMETRICS",NA,1999,"41","3","212","223","10.2307/1270566",NA
830,"Sub10","not vetted","Kause, A; Haukioia, E; Hanhimaki, S","Phenotypic plasticity in foraging behavior of sawfly larvae","ECOLOGY",NA,1999,"80","4","1230","1241","10.1890/0012-9658(1999)080[1230:PPIFBO]2.0.CO;2",NA
869,"Sub10","not vetted","Lindenberger, U; Baltes, PB","Decrements in performance level, increments in variance and covariance: A behavioral perspective on brain aging.","JOURNAL OF COGNITIVE NEUROSCIENCE",NA,1999,"","","9","10","",NA
883,"Sub10","not vetted","Arias, CAA; de Souza, CL","Genetic variance and covariance components related to intra- and interpopulation recurrent selection in maize (Zea mays L.)","GENETICS AND MOLECULAR BIOLOGY",NA,1998,"21","4","537","544","10.1590/S1415-47571998000400022",NA
896,"Sub10","not vetted","Traykovski, LVM; Stanton, TK; Wiebe, PH; Lynch, JF","Model-based covariance mean variance classification techniques: Algorithm development and application to the acoustic classification of zooplankton","IEEE JOURNAL OF OCEANIC ENGINEERING",NA,1998,"23","4","344","364","10.1109/48.725230",NA
901,"Sub10","not vetted","Shin, YJ; Rochet, MJ","A model for the phenotypic plasticity of North sea herring growth in relation to trophic conditions","AQUATIC LIVING RESOURCES",NA,1998,"11","5","315","324","10.1016/S0990-7440(98)80002-8",NA
905,"Sub10","not vetted","Al-Awqati, Q; Vijayakumar, S; Hikita, C; Chen, J; Takito, J","Phenotypic plasticity in the intercalated cell: the hensin pathway","AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY",NA,1998,"275","2","F183","F190","",NA
953,"Sub10","not vetted","Shurpali, NJ; Ceulemans, R","Measurements of eddy covariance CO2 fluxes above a forest canopy in the Campine region (Belgium)","IMPACTS OF GLOBAL CHANGE ON TREE PHYSIOLOGY AND FOREST ECOSYSTEMS",NA,1998,"52","","337","341","",NA
959,"Sub10","not vetted","Fox, CW; Mousseau, TA","Maternal effects as adaptations for transgenerational phenotypic plasticity in insects","MATERNAL EFFECTS AS ADAPTATIONS",NA,1998,"","","159","177","",NA
998,"Sub10","not vetted","Pigliucci, M","Ontogenetic phenotypic plasticity during the reproductive phase in Arabidopsis thaliana (Brassicaceae)","AMERICAN JOURNAL OF BOTANY",NA,1997,"84","7","887","895","10.2307/2446278",NA
1040,"Sub10","not vetted","Stromberg, AJ","Robust covariance estimates based on resampling","JOURNAL OF STATISTICAL PLANNING AND INFERENCE","Article",1997,"57","2","321","334","10.1016/S0378-3758(96)00051-1","Statistics & Probability"
1073,"Sub10","not vetted","Potvin, C; Tousignant, D","Evolutionary consequences of simulated global change: Genetic adaptation or adaptive phenotypic plasticity","OECOLOGIA","Article",1996,"108","4","683","693","10.1007/BF00329043","Ecology"
1097,"Sub10","not vetted","Hong, YM","Testing for independence between two covariance stationary time series","BIOMETRIKA","Article",1996,"83","3","615","625","10.1093/biomet/83.3.615","Biology; Mathematical & Computational Biology; Statistics & Probability"
1099,"Sub10","not vetted","Sultan, SE","Phenotypic plasticity for offspring traits in Polygonum persicaria","ECOLOGY","Article",1996,"77","6","1791","1807","10.2307/2265784","Ecology"
1111,"Sub10","not vetted","Kooi, RE; Brakefield, PM; Rossie, WEMT","Effects of food plant on phenotypic plasticity in the tropical butterfly Bicyclus anynana","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA","Article; Proceedings Paper",1996,"80","1","149","151","10.1111/j.1570-7458.1996.tb00906.x","Entomology"
1112,"Sub10","not vetted","Lortie, CJ; Aarssen, LW","The specialization hypothesis for phenotypic plasticity in plants","INTERNATIONAL JOURNAL OF PLANT SCIENCES","Article",1996,"157","4","484","487","10.1086/297365","Plant Sciences"
1120,"Sub10","not vetted","Bjornsson, H","On the contribution of variety-by-year effects to the GxE interaction in Timothy (Phleum pratense L): Results from Nordic variety trials","ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE","Article",1996,"46","2","112","120","10.1080/09064719609413123","Agronomy; Soil Science"
1139,"Sub10","not vetted","Siddall, ME","Phylogenetic covariance probability: Confidence and historical associations","SYSTEMATIC BIOLOGY","Article",1996,"45","1","48","66","10.2307/2413511","Evolutionary Biology"
1148,"Sub10","not vetted","Nagarsenker, P; Nagarsenker, B","Non-null distribution of Wilk's statistic for testing the equality of two covariance matrices for the complex Gaussian case","AMERICAN STATISTICAL ASSOCIATION - 1996 PROCEEDINGS OF THE STATISTICAL COMPUTING SECTION","Proceedings Paper",1996,NA,"","179","181","","Statistics & Probability"
1172,"Sub10","not vetted","Serdobolskii, VI","Spectral properties of sample covariance matrices","THEORY OF PROBABILITY AND ITS APPLICATIONS","Article",1996,"40","4","777","786","10.1137/1140091","Statistics & Probability"
1174,"Sub10","not vetted","WilliamsLinera, G","Variation in tree species structure, composition and phytogeographical affinities of the cloud forest along an altitudinal gradient in Veracruz, Mexico","TROPICAL PHYOTOGEOGRAPHY: REALITIES AND PERSPECTIVES","Proceedings Paper",1996,NA,"","379","386","","Plant Sciences; Ecology; Forestry"
1196,"Sub10","not vetted","HOUDRE, C","SOME APPLICATIONS OF COVARIANCE IDENTITIES AND INEQUALITIES TO FUNCTIONS OF MULTIVARIATE NORMAL VARIABLES","JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION","Article",1995,"90","431","965","968","10.2307/2291332","Statistics & Probability"
1211,"Sub10","not vetted","LANDSBERG, J; GILLIESON, DS","REGIONAL AND LOCAL VARIATION IN INSECT HERBIVORY, VEGETATION AND SOILS OF EUCALYPT ASSOCIATIONS IN CONTRASTED LANDSCAPE POSITIONS ALONG A CLIMATIC GRADIENT","AUSTRALIAN JOURNAL OF ECOLOGY","Article",1995,"20","2","299","315","10.1111/j.1442-9993.1995.tb00542.x","Ecology"
1222,"Sub10","not vetted","NORTHUP, RR; DAHLGREN, RA; YU, ZS","INTRASPECIFIC VARIATION OF CONIFER PHENOLIC CONCENTRATION ON A MARINE TERRACE SOIL ACIDITY GRADIENT - A NEW INTERPRETATION","PLANT AND SOIL","Article",1995,"171","2","255","262","10.1007/BF00010279","Agronomy; Plant Sciences; Soil Science"
1226,"Sub10","not vetted","CALVIN, JA; DYKSTRA, RL","REML ESTIMATION OF COVARIANCE MATRICES WITH RESTRICTED PARAMETER SPACES","JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION","Article",1995,"90","429","321","329","10.2307/2291157","Statistics & Probability"
1251,"Sub10","not vetted","THEOBALD, CM; KIRBY, SPJ","DISCRIMINATION USING COVARIANCE-SELECTION MODELS IN THE AUTOMATED ALLOCATION OF HUMAN-CHROMOSOMES","STATISTICIAN","Article",1995,"44","2","235","240","10.2307/2348447","Statistics & Probability"
1269,"Sub10","not vetted","GARCIA, C; MARCEL, D; LECAVORSIN, M; PUJOL, JF; WEISSMANN, D","PHENOTYPIC CHARACTERISTICS OF EXPRESSED TYROSINE-HYDROXYLASE PROTEIN IN THE ADULT-RAT NUCLEUS-TRACTUS-SOLITARIUS - PLASTICITY REVEALED BY RU24722 TREATMENT","NEUROSCIENCE","Article",1994,"62","4","1201","1215","10.1016/0306-4522(94)90353-0","Neurosciences"
1270,"Sub10","not vetted","BUCHBERGER, SG","COVARIANCE PROPERTIES OF GREAT-LAKES ANNUAL NET BASIN SUPPLIES","WATER RESOURCES RESEARCH","Article",1994,"30","10","2725","2735","10.1029/94WR01215","Environmental Sciences; Limnology; Water Resources"
1279,"Sub10","not vetted","BOURGEOIS, JF; BLOUW, DM; KOENINGS, JP; BELL, MA","MULTIVARIATE-ANALYSIS OF GEOGRAPHIC COVARIANCE BETWEEN PHENOTYPES AND ENVIRONMENTS IN THE THREESPINE STICKLEBACK, GASTEROSTEUS-ACULEATUS, FROM THE COOK INLET AREA, ALASKA","CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE","Article",1994,"72","8","1497","1509","10.1139/z94-198","Zoology"
1281,"Sub10","not vetted","GOSLER, AG; KELLY, CK; BLAKEY, JK","PHENOTYPIC PLASTICITY IN LEAF MORPHOLOGY OF CRATAEGUS-MONOGYNA (ROSACEAE) - AN EXPERIMENTAL-STUDY WITH TAXONOMIC IMPLICATIONS","BOTANICAL JOURNAL OF THE LINNEAN SOCIETY","Article",1994,"115","3","211","219","10.1006/bojl.1994.1042","Plant Sciences"
1377,"Sub10","not vetted","SULTAN, SE; BAZZAZ, FA","PHENOTYPIC PLASTICITY IN POLYGONUM-PERSICARIA .1. DIVERSITY AND UNIFORMITY IN GENOTYPIC NORMS OF REACTION TO LIGHT","EVOLUTION","Review",1993,"47","4","1009","1031","10.1111/j.1558-5646.1993.tb02132.x","Ecology; Evolutionary Biology; Genetics & Heredity"
1391,"Sub10","not vetted","WILLIAMS, CJ","ON THE COVARIANCE BETWEEN PARAMETER ESTIMATES IN MODELS OF TWIN DATA","BIOMETRICS","Article",1993,"49","2","557","568","10.2307/2532567","Biology; Mathematical & Computational Biology; Statistics & Probability"
1403,"Sub10","not vetted","EBERT, D; YAMPOLSKY, L; VANNOORDWIJK, AJ","GENETICS OF LIFE-HISTORY IN DAPHNIA-MAGNA .2. PHENOTYPIC PLASTICITY","HEREDITY","Article",1993,"70","","344","352","10.1038/hdy.1993.49","Ecology; Evolutionary Biology; Genetics & Heredity"
1411,"Sub10","not vetted","WEEKS, SC","PHENOTYPIC PLASTICITY OF LIFE-HISTORY TRAITS IN CLONAL AND SEXUAL FISH (POECILIOPSIS) AT HIGH AND LOW-DENSITIES","OECOLOGIA","Article",1993,"93","3","307","314","10.1007/BF00317871","Ecology"
1436,"Sub10","not vetted","JIN, C; BERRY, JC","EQUIVARIANT ESTIMATION OF A NORMAL-MEAN VECTOR USING A NORMAL CONCOMITANT VECTOR FOR COVARIANCE ADJUSTMENT","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS","Article",1993,"22","2","335","346","10.1080/03610929308831023","Statistics & Probability"
1456,"Sub10","not vetted","KONING, R; NEUDECKER, H; WANSBEEK, T","IMPOSED QUASI-NORMALITY IN COVARIANCE STRUCTURE-ANALYSIS","STATISTICAL MODELLING AND LATENT VARIABLES","Proceedings Paper",1993,NA,"","191","202","","Statistics & Probability"
1461,"Sub10","not vetted","GOULD, SJ","CONSTRAINT AND THE SQUARE SNAIL - LIFE AT THE LIMITS OF A COVARIANCE SET - THE NORMAL TERATOLOGY OF CERION-DISFORME","BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY","Article",1992,"47","4","407","437","10.1111/j.1095-8312.1992.tb00677.x","Evolutionary Biology"
1476,"Sub10","not vetted","KUBOKAWA, T; ROBERT, C; SALEH, AKME","EMPIRICAL BAYES ESTIMATION OF THE COVARIANCE-MATRIX OF A NORMAL-DISTRIBUTION WITH UNKNOWN MEAN UNDER AN ENTROPY LOSS","SANKHYA-THE INDIAN JOURNAL OF STATISTICS SERIES A","Article",1992,"54","","402","410","","Statistics & Probability"
1483,"Sub10","not vetted","ROCHON, J","ARMA COVARIANCE-STRUCTURES WITH TIME HETEROSCEDASTICITY FOR REPEATED MEASURES EXPERIMENTS","JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION","Article",1992,"87","419","777","784","10.2307/2290215","Statistics & Probability"
1487,"Sub10","not vetted","ANDREWS, DWK; MONAHAN, JC","AN IMPROVED HETEROSKEDASTICITY AND AUTOCORRELATION CONSISTENT COVARIANCE-MATRIX ESTIMATOR","ECONOMETRICA","Note",1992,"60","4","953","966","10.2307/2951574","Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability"
1499,"Sub10","not vetted","DETTA, A; GRABHAM, P; HITCHCOCK, E","PHENOTYPIC PLASTICITY OF MATURE HUMAN FETAL MESENCEPHALIC DOPAMINERGIC-NEURONS AND GLIAL-CELLS","RESTORATIVE NEUROLOGY AND NEUROSCIENCE","Article",1992,"4","1","41","46","","Neurosciences"
1500,"Sub10","not vetted","SHAW, AJ; BARTOW, SM","GENETIC-STRUCTURE AND PHENOTYPIC PLASTICITY IN PROXIMATE POPULATIONS OF THE MOSS, FUNARIA-HYGROMETRICA","SYSTEMATIC BOTANY","Article",1992,"17","2","257","271","10.2307/2419521","Plant Sciences; Evolutionary Biology"
