"STUDY_ID","REVIEWERS","INCLUDE","authors","title","journal","type","year","volume","issue","page_start","page_end","doi","category"
29,"Sub3","not vetted","Lang, B; Geiger, A; Oyunbileg, M; Ahlborn, J; von Wehrden, H; Wesche, K; Oyuntsetseg, B; Romermann, C","Intraspecific trait variation patterns along a precipitation gradient in Mongolian rangelands","FLORA","Article",2019,"254","","135","146","10.1016/j.flora.2018.11.008","Plant Sciences; Ecology"
66,"Sub3","not vetted","Cai, TX; Cai, TT; Liao, K; Liu, WD","LARGE-SCALE SIMULTANEOUS TESTING OF CROSS-COVARIANCE MATRICES WITH APPLICATIONS TO PheWAS","STATISTICA SINICA","Article",2019,"29","2","983","1005","10.5705/ss.202017.0189","Statistics & Probability"
67,"Sub3","not vetted","Renaud, LA; Pigeon, G; Festa-Bianchet, M; Pelletier, F","Phenotypic plasticity in bighorn sheep reproductive phenology: from individual to population","BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","Article",2019,"73","4","","","10.1007/s00265-019-2656-1","Behavioral Sciences; Ecology; Zoology"
106,"Sub3","not vetted","Mottola, G; Vasemagi, A; Nikinmaa, M; Anttila, K","Phenotypic plasticity of thermal tolerance in three-spined sticklebacks (Gasterosteus aculeatus) from natural and thermally polluted areas","INTEGRATIVE AND COMPARATIVE BIOLOGY","Meeting Abstract",2019,"59","","E163","E163","","Zoology"
119,"Sub3","not vetted","Munguia-Rosas, MA; Angulo, DF; Arceo-Gomez, G; Parra-Tabla, V","Variation in leaf traits across a precipitation gradient in coastal sand dunes in Yucatan Peninsula","JOURNAL OF ARID ENVIRONMENTS","Article",2019,"162","","10","17","10.1016/j.jaridenv.2018.12.001","Ecology; Environmental Sciences"
124,"Sub3","not vetted","Jeratthitikul, E; Phuangphong, S; Sutcharit, C; Prasankok, P; Kongim, B; Panha, S","Integrative taxonomy reveals phenotypic plasticity in the freshwater mussel Contradens contradens (Bivalvia: Unionidae) in Thailand, with a description of a new species","SYSTEMATICS AND BIODIVERSITY","Article",2019,"17","2","134","147","10.1080/14772000.2018.1554607","Biodiversity Conservation; Biology"
136,"Sub3","not vetted","Wang, SP; Althoff, DM","Phenotypic plasticity facilitates initial colonization of a novel environment","EVOLUTION","Article",2019,"73","2","303","316","10.1111/evo.13676","Ecology; Evolutionary Biology; Genetics & Heredity"
158,"Sub3","not vetted","Batos, B; Miljkovic, D","THE PHENOTYPIC PLASTICITY OF of Picea omorika /Panc./Purkyne MORPHOLOGICAL POLLEN TRAITS","GENETIKA-BELGRADE","Article",2019,"51","1","121","136","10.2298/GENSR1901121B","Agronomy; Genetics & Heredity"
175,"Sub3","not vetted","Lindestad, O; Wheat, CW; Nylin, S; Gotthard, K","Local adaptation of photoperiodic plasticity maintains life cycle variation within latitudes in a butterfly","ECOLOGY","Article",2019,"100","1","","","10.1002/ecy.2550","Ecology"
187,"Sub3","not vetted","Szabo, S; Peeters, ETHM; Varbiro, G; Borics, G; Lukacs, BA","Phenotypic plasticity as a clue for invasion success of the submerged aquatic plant Elodea nuttallii","PLANT BIOLOGY","Article",2019,"21","1","54","63","10.1111/plb.12918","Plant Sciences"
197,"Sub3","not vetted","Adesanya, AW; Franco, E; Walsh, DB; Lavine, M; Lavine, L; Zhu, F","Phenotypic and Genotypic Plasticity of Acaricide Resistance in Populations of Tetranychus urticae (Acari: Tetranychidae) on Peppermint and Silage Corn in the Pacific Northwest","JOURNAL OF ECONOMIC ENTOMOLOGY","Article",2018,"111","6","2831","2843","10.1093/jee/toy303","Entomology"
210,"Sub3","not vetted","Steland, A","Shrinkage for covariance estimation: asymptotics, confidence intervals, bounds and applications in sensor monitoring and finance","STATISTICAL PAPERS","Article",2018,"59","4","1441","1462","10.1007/s00362-018-1040-y","Statistics & Probability"
224,"Sub3","not vetted","LoCascio, C; Luna-Melendez, E; Mehta, S","MOLECULAR MECHANISMS UNDERLYING PHENOTYPIC PLASTICITY IN MALIGNANT GLIOMA","NEURO-ONCOLOGY","Meeting Abstract",2018,"20","","245","246","","Oncology; Clinical Neurology"
231,"Sub3","not vetted","Wen, J","Estimation of two high-dimensional covariance matrices and the spectrum of their ratio","JOURNAL OF MULTIVARIATE ANALYSIS","Article",2018,"168","","1","29","10.1016/j.jmva.2018.06.008","Statistics & Probability"
248,"Sub3","not vetted","Hussain, MI; Reigosa, MJ; Muscolo, A","Carbon (delta C-13) and Nitrogen (delta N-15) Stable Isotope Composition Provide New Insights into Phenotypic Plasticity in Broad Leaf Weed Rumex acetosa under Allelochemical Stress","MOLECULES","Article",2018,"23","10","","","10.3390/molecules23102449","Biochemistry & Molecular Biology; Chemistry, Multidisciplinary"
262,"Sub3","not vetted","Chen, MJ; Gao, C; Ren, Z","ROBUST COVARIANCE AND SCATTER MATRIX ESTIMATION UNDER HUBER'S CONTAMINATION MODEL","ANNALS OF STATISTICS","Article",2018,"46","5","1932","1960","10.1214/17-AOS1607","Statistics & Probability"
278,"Sub3","not vetted","Stockton, DG; Wallingford, AK; Loeb, GM","Phenotypic Plasticity Promotes Overwintering Survival in A Globally Invasive Crop Pest, Drosophila suzukii","INSECTS","Article",2018,"9","3","","","10.3390/insects9030105","Entomology"
297,"Sub3","not vetted","Aucouturier, A; Chain, F; Langella, P; Bidnenko, E","Characterization of a Prophage-Free Derivative Strain of Lactococcus lactis ssp lactis IL1403 Reveals the Importance of Prophages for Phenotypic Plasticity of the Host","FRONTIERS IN MICROBIOLOGY","Article",2018,"9","","","","10.3389/fmicb.2018.02032","Microbiology"
304,"Sub3","not vetted","Hussain, MI; Al-Dakheel, AJ","Effect of salinity stress on phenotypic plasticity, yield stability, and signature of stable isotopes of carbon and nitrogen in safflower","ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","Article",2018,"25","24","23685","23694","10.1007/s11356-018-2442-z","Environmental Sciences"
339,"Sub3","not vetted","McGlashan, JK; Thompson, MB; Janzen, FJ; Spencer, RJ","Environmentally induced phenotypic plasticity explains hatching synchrony in the freshwater turtle Chrysemys picta","JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY","Article",2018,"329","7-Jun","362","372","10.1002/jez.2217","Zoology"
350,"Sub3","not vetted","Ukrainetz, NK; Yanchuk, AD; Mansfield, SD","Climatic drivers of genotype-environment interactions in lodgepole pine based on multi-environment trial data and a factor analytic model of additive covariance","CANADIAN JOURNAL OF FOREST RESEARCH","Article",2018,"48","7","835","854","10.1139/cjfr-2017-0367","Forestry"
427,"Sub3","not vetted","Xu, N; Veesler, D; Doerschuk, PC; Johnson, JE","Allosteric effects in bacteriophage HK97 procapsids revealed directly from covariance analysis of cryo EM data","JOURNAL OF STRUCTURAL BIOLOGY","Article",2018,"202","2","129","141","10.1016/j.jsb.2017.12.013","Biochemistry & Molecular Biology; Biophysics; Cell Biology"
429,"Sub3","not vetted","Romero-Garcia, R; Whitaker, KJ; Vasa, F; Seidlitz, J; Shinn, M; Fonagy, P; Dolan, RJ; Jones, PB; Goodyer, IM; Bullmore, ET; Vertes, PE","Structural covariance networks are coupled to expression of genes enriched in supragranular layers of the human cortex","NEUROIMAGE","Article",2018,"171","","256","267","10.1016/j.neuroimage.2017.12.060","Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging"
462,"Sub3","not vetted","Cederbaum, J; Scheipl, F; Greven, S","Fast symmetric additive covariance smoothing","COMPUTATIONAL STATISTICS & DATA ANALYSIS","Article",2018,"120","","25","41","10.1016/j.csda.2017.11.002","Computer Science, Interdisciplinary Applications; Statistics & Probability"
463,"Sub3","not vetted","Landwehr, S; Miller, SD; Smith, MJ; Bell, TG; Saltzman, ES; Ward, B","Using eddy covariance to measure the dependence of air-sea CO2 exchange rate on friction velocity","ATMOSPHERIC CHEMISTRY AND PHYSICS","Article",2018,"18","6","4297","4315","10.5194/acp-18-4297-2018","Environmental Sciences; Meteorology & Atmospheric Sciences"
471,"Sub3","not vetted","Shulman, I; Gould, RW; Frolov, S; McCarthy, S; Penta, B; Anderson, S; Sakalaukus, P","Bio-Optical Data Assimilation With Observational Error Covariance Derived From an Ensemble of Satellite Images","JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS","Article",2018,"123","3","1801","1813","10.1002/2017JC013171","Oceanography"
481,"Sub3","not vetted","Rehan, SM","Conserved genes regulate phenotypic plasticity in an incipiently social bee","INTEGRATIVE AND COMPARATIVE BIOLOGY","Meeting Abstract",2018,"58","","E185","E185","","Zoology"
483,"Sub3","not vetted","Yacoub, L; Reagan, E; Munoz-Garcia, A","The link between cellular metabolism and resource allocation to reproduction: phenotypic plasticity of organ size","INTEGRATIVE AND COMPARATIVE BIOLOGY","Meeting Abstract",2018,"58","","E454","E454","","Zoology"
490,"Sub3","not vetted","Falt-Nardmann, JJJ; Klemola, T; Ruohomaki, K; Niemela, P; Roth, M; Saikkonen, K","Local adaptations and phenotypic plasticity may render gypsy moth and nun moth future pests in northern European boreal forests","CANADIAN JOURNAL OF FOREST RESEARCH","Article; Proceedings Paper",2018,"48","3","265","276","10.1139/cjfr-2016-0481","Forestry"
525,"Sub3","not vetted","Baker, JA; Foster, SA","Phenotypic plasticity for life history traits in a stream population of the threespine stickleback, Gasterosteus aculeatus L.","ECOLOGY OF FRESHWATER FISH",NA,2002,"11","1","20","29","10.1034/j.1600-0633.2002.110104.x",NA
553,"Sub3","not vetted","Gamperle, E; Schneller, J","Phenotypic and isozyme variation in Cystopteris fragilis (Pteridophyta) along an altitudinal gradient in Switzerland","FLORA",NA,2002,"197","3","203","213","10.1078/0367-2530-00031",NA
560,"Sub3","not vetted","Sovik, G; Leinaas, HP","Variation in extraction efficiency between juvenile and adult oribatid mites: Ameronothrus lineatus (Oribatida, Acari) in a Macfadyen high-gradient canister extractor","PEDOBIOLOGIA",NA,2002,"46","1","34","41","10.1078/0031-4056-00111",NA
580,"Sub3","not vetted","Petavy, G; Moreteau, B; Gibert, P; Morin, JP; David, JR","Phenotypic plasticity of body size in Drosophila: effects of a daily periodicity of growth temperature in two sibling species","PHYSIOLOGICAL ENTOMOLOGY",NA,2001,"26","4","351","361","10.1046/j.0307-6962.2001.00255.x",NA
592,"Sub3","not vetted","Vizinho, A; Wyatt, LR","Evaluation of the use of the modified-covariance method in HF radar ocean measurement","IEEE JOURNAL OF OCEANIC ENGINEERING",NA,2001,"26","4","832","840","10.1109/48.972123",NA
616,"Sub3","not vetted","Vanderborght, J","Concentration variance and spatial covariance in second-order stationary heterogeneous conductivity fields","WATER RESOURCES RESEARCH",NA,2001,"37","7","1893","1912","10.1029/2001WR900009",NA
618,"Sub3","not vetted","D'Antonio, CM; Tunison, JT; Loh, RK","Variation in the impact of exotic grasses on native plant composition in relation to fire across an elevation gradient in Hawaii. (vol 25, pg 507, 2000)","AUSTRAL ECOLOGY",NA,2001,"26","3","301","301","",NA
