"STUDY_ID","REVIEWERS","INCLUDE","authors","title","journal","type","year","volume","issue","page_start","page_end","doi","category"
378,"Sub16","not vetted","Scharf, F; Nestler, S","Principles behind variance misallocation in temporal exploratory factor analysis for ERP data: Insights from an inter-factor covariance decomposition","INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","Article",2018,"128","","119","136","10.1016/j.ijpsycho.2018.03.019","Psychology, Biological; Neurosciences; Physiology; Psychology; Psychology, Experimental"
386,"Sub16","not vetted","Villegas, M; Blake, JG; Sieving, KE; Loiselle, BA","Vocal variation in Chiroxiphia boliviana (Aves; Pipridae) along an Andean elevational gradient","EVOLUTIONARY ECOLOGY","Article",2018,"32","3-Feb","171","190","10.1007/s10682-018-9934-7","Ecology; Evolutionary Biology; Genetics & Heredity"
397,"Sub16","not vetted","Hatfield, LA; Zaslavsky, AM","Separable covariance models for health care quality measures across years and topics","STATISTICS IN MEDICINE","Article",2018,"37","12","2053","2066","10.1002/sim.7656","Mathematical & Computational Biology; Public, Environmental & Occupational Health; Medical Informatics; Medicine, Research & Experimental; Statistics & Probability"
415,"Sub16","not vetted","Wei, XM; Yan, LM; Zhao, CJ; Zhang, YY; Xu, YL; Cai, B; Jiang, N; Huang, Y","Geographic variation in body size and its relationship with environmental gradients in the Oriental Garden Lizard, Calotes versicolor","ECOLOGY AND EVOLUTION","Article",2018,"8","9","4443","4454","10.1002/ece3.4007","Ecology; Evolutionary Biology"
431,"Sub16","not vetted","Bachoc, F","Asymptotic analysis of covariance parameter estimation for Gaussian processes in the misspecified case","BERNOULLI","Article",2018,"24","2","1531","1575","10.3150/16-BEJ906","Statistics & Probability"
435,"Sub16","not vetted","Keinan, Y; Braun, R; Keasar, T","Phenotypic plasticity of pre-adult egg maturation in a parasitoid: Effects of host-starvation and brood size","PLOS ONE","Article",2018,"13","4","","","10.1371/journal.pone.0195767","Multidisciplinary Sciences"
437,"Sub16","not vetted","Kratochvil, L; Kubicka, L; Vohralik, M; Starostova, Z","Variability in vertebral numbers does not contribute to sexual size dimorphism, interspecific variability, or phenotypic plasticity in body size in geckos (Squamata: Gekkota: Paroedura)","JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY","Article",2018,"329","5-Apr","185","190","10.1002/jez.2159","Zoology"
450,"Sub16","not vetted","Falchetti, S; Alvarez, A","The impact of covariance localization on the performance of an ocean EnKF system assimilating glider data in the Ligurian Sea","JOURNAL OF MARINE SYSTEMS","Article",2018,"180","","76","89","10.1016/j.jmarsys.2017.12.008","Geosciences, Multidisciplinary; Marine & Freshwater Biology; Oceanography"
452,"Sub16","not vetted","Baranovska, E; Knapp, M","Steep converse Bergmann's cline in a carrion beetle: between- and within-population variation in body size along an elevational gradient","JOURNAL OF ZOOLOGY","Article",2018,"304","4","243","251","10.1111/jzo.12527","Zoology"
461,"Sub16","not vetted","Puche, E; Sanchez-Carrillo, S; Alvarez-Cobelas, M; Pukacz, A; Rodrigo, MA; Rojo, C","Effects of overabundant nitrate and warmer temperatures on charophytes: The roles of plasticity and local adaptation","AQUATIC BOTANY","Article",2018,"146","","15","22","10.1016/j.aquabot.2018.01.003","Plant Sciences; Marine & Freshwater Biology"
465,"Sub16","not vetted","Wu, K; Shu, H; Nie, L; Jiao, ZH","Triple collocation-based estimation of spatially correlated observation error covariance in remote sensing soil moisture data assimilation","JOURNAL OF APPLIED REMOTE SENSING","Article",2018,"12","1","","","10.1117/1.JRS.12.016039","Environmental Sciences; Remote Sensing; Imaging Science & Photographic Technology"
526,"Sub16","not vetted","Laurila, A; Karttunen, S; Merila, J","Adaptive phenotypic plasticity and genetics of larval life histories in two Rana temporaria populations","EVOLUTION",NA,2002,"56","3","617","627","",NA
547,"Sub16","not vetted","Pan, JX","Influential observation identification in the growth curve model with Rao's simple covariance structure","COMMUNICATIONS IN STATISTICS-THEORY AND METHODS",NA,2002,"31","5","813","831","10.1081/STA-120003654",NA
610,"Sub16","not vetted","Pena, D; Prieto, FJ","Multivariate outlier detection and robust covariance matrix estimation - Response","TECHNOMETRICS",NA,2001,"43","3","306","310","",NA
614,"Sub16","not vetted","Chan, LK; Zhang, J","Cumulative sum control charts for the covariance matrix","STATISTICA SINICA",NA,2001,"11","3","767","790","",NA
619,"Sub16","not vetted","Putter, H; Young, GA","On the effect of covariance function estimation on the accuracy of kriging predictors","BERNOULLI",NA,2001,"7","3","421","438","10.2307/3318494",NA
633,"Sub16","not vetted","Daniels, MJ; Cressie, N","A hierarchical approach to covariance function estimation for time series","JOURNAL OF TIME SERIES ANALYSIS",NA,2001,"22","3","253","266","10.1111/1467-9892.00222",NA
659,"Sub16","not vetted","Hunsberger, S; Follmann, DA","Testing for treatment and interaction effects in semi-parametric analysis of covariance","STATISTICS IN MEDICINE",NA,2001,"20","1","1","19","10.1002/1097-0258(20010115)20:1<1::AID-SIM629>3.0.CO;2-0",NA
688,"Sub16","not vetted","Treseder, KK; Vitousek, PM","Potential ecosystem-level effects of genetic variation among populations of Metrosideros polymorpha from a soil fertility gradient in Hawaii","OECOLOGIA",NA,2001,"126","2","266","275","10.1007/s004420000523",NA
698,"Sub16","not vetted","Lee, JC; Chang, CH","Bayesian analysis of a growth curve model with a general autoregressive covariance structure","SCANDINAVIAN JOURNAL OF STATISTICS",NA,2000,"27","4","703","713","10.1111/1467-9469.00217",NA
722,"Sub16","not vetted","Massman, WJ","A simple method for estimating frequency response corrections for eddy covariance systems","AGRICULTURAL AND FOREST METEOROLOGY",NA,2000,"104","3","185","198","10.1016/S0168-1923(00)00164-7",NA
728,"Sub16","not vetted","Hutson, AD","Estimating the covariance of bivariate order statistics with applications","STATISTICS & PROBABILITY LETTERS",NA,2000,"48","2","195","203","10.1016/S0167-7152(99)00205-9",NA
738,"Sub16","not vetted","Tangen, CM; Koch, GG","Non-parametric covariance methods for incidence density analyses of time-to-event data from a randomized clinical trial and their complementary roles to proportional hazards regression","STATISTICS IN MEDICINE",NA,2000,"19","8","1039","1058","10.1002/(SICI)1097-0258(20000430)19:8<1039::AID-SIM417>3.3.CO;2-F",NA
757,"Sub16","not vetted","Headrick, TC; Sawilowsky, SS","Properties of the rank transformation in factorial analysis of covariance","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",NA,2000,"29","4","1059","1087","10.1080/03610910008813654",NA
786,"Sub16","not vetted","Lucas, P; Hunter, FF","Phenotypic plasticity in the labral fan of simuliid larvae (Diptera): effect of seston load on primary-ray number","CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE",NA,1999,"77","12","1843","1849","10.1139/cjz-77-12-1843",NA
839,"Sub16","not vetted","George, SB","Egg quality, larval growth and phenotypic plasticity in a forcipulate seastar","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",NA,1999,"237","2","203","224","10.1016/S0022-0981(98)00205-6",NA
877,"Sub16","not vetted","Peyronnet, J; Poncet, L; Denoroy, L; Pequignot, JM; Lagercrantz, H; Dalmaz, Y","Plasticity in the phenotypic expression of catecholamines and vasoactive intestinal peptide in adult rat superior cervical and stellate ganglia after long-term hypoxia in vivo","NEUROSCIENCE",NA,1999,"91","3","1183","1194","10.1016/S0306-4522(98)00607-1",NA
886,"Sub16","not vetted","Van Buskirk, J; Relyea, RA","Selection for phenotypic plasticity in Rana sylvatica tadpoles","BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY",NA,1998,"65","3","301","328","10.1006/bijl.1998.0249",NA
892,"Sub16","not vetted","Fernandez-Lopez, M; Goormachtig, S; Gao, MS; D'Haeze, W; Van Montagu, M; Holsters, M","Ethylene-mediated phenotypic plasticity in root nodule development on Sesbania rostrata","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA",NA,1998,"95","21","12724","12728","10.1073/pnas.95.21.12724",NA
945,"Sub16","not vetted","Hingston, AB","Temporal and spatial variation in abundances of native bee species on an altitudinal gradient in southern Tasmania","AUSTRALIAN JOURNAL OF ZOOLOGY",NA,1998,"46","5","497","507","10.1071/ZO97049",NA
947,"Sub16","not vetted","Keselman, HJ; Algina, J; Kowalchuk, RK; Wolfinger, RD","A comparison of two approaches for selecting covariance structures in the analysis of repeated measurements","COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION",NA,1998,"27","3","591","604","10.1080/03610919808813497",NA
1007,"Sub16","not vetted","Callahan, HS; Pigliucci, M; Schlichting, CD","Developmental phenotypic plasticity: Where ecology and evolution meet molecular biology","BIOESSAYS","Article",1997,"19","6","519","525","10.1002/bies.950190611","Biochemistry & Molecular Biology; Biology"
1015,"Sub16","not vetted","VanLeeuwen, DM","A note on the covariance structure in a linear model","AMERICAN STATISTICIAN","Article",1997,"51","2","140","144","10.2307/2685406","Statistics & Probability"
1019,"Sub16","not vetted","Parsons, KE","Role of dispersal ability in the phenotypic differentiation and plasticity of two marine gastropods .1. Shape","OECOLOGIA","Article",1997,"110","4","461","471","10.1007/s004420050181","Ecology"
1033,"Sub16","not vetted","Shaw, FH; Geyer, CJ","Estimation and testing in constrained covariance component models","BIOMETRIKA","Article",1997,"84","1","95","102","10.1093/biomet/84.1.95","Biology; Mathematical & Computational Biology; Statistics & Probability"
1080,"Sub16","not vetted","Bentler, PM; Yuan, KH","Test of linear trend in eigenvalues of a covariance matrix with application to data analysis","BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY","Article; Proceedings Paper",1996,"49","","299","312","10.1111/j.2044-8317.1996.tb01090.x","Mathematics, Interdisciplinary Applications; Psychology, Mathematical; Psychology, Experimental; Statistics & Probability"
1084,"Sub16","not vetted","Ottenheim, MM; Volmer, AD; Holloway, GJ","The genetics of phenotypic plasticity in adult abdominal colour pattern of Eristalis arbustorum (Diptera: Syrphidae)","HEREDITY","Article",1996,"77","","493","499","10.1038/hdy.1996.176","Ecology; Evolutionary Biology; Genetics & Heredity"
1086,"Sub16","not vetted","Williams, RJ; Duff, GA; Bowman, DMJS; Cook, GD","Variation in the composition and structure of tropical savannas as a function of rainfall and soil texture along a large-scale climatic gradient in the Northern Territory, Australia","JOURNAL OF BIOGEOGRAPHY","Article",1996,"23","6","747","756","10.1111/j.1365-2699.1996.tb00036.x","Ecology; Geography, Physical"
1108,"Sub16","not vetted","Jacobs, LF","The economy of winter: Phenotypic plasticity in behavior and brain structure","BIOLOGICAL BULLETIN","Article; Proceedings Paper",1996,"191","1","92","100","10.2307/1543068","Biology; Marine & Freshwater Biology"
1135,"Sub16","not vetted","Sullivan, LM; DAgistino, RB","Robustness and power of analysis of covariance applied to data distorted from normality by floor effects: Homogeneous regression slopes","STATISTICS IN MEDICINE","Article",1996,"15","5","477","496","10.1002/(SICI)1097-0258(19960315)15:5<477::AID-SIM217>3.0.CO;2-R","Mathematical & Computational Biology; Public, Environmental & Occupational Health; Medical Informatics; Medicine, Research & Experimental; Statistics & Probability"
1147,"Sub16","not vetted","Aoshima, M","On a two-stage procedure for the difference of two normal mean vectors when covariance matrices are different","AMERICAN STATISTICAL ASSOCIATION - 1996 PROCEEDINGS OF THE STATISTICAL COMPUTING SECTION","Proceedings Paper",1996,NA,"","45","48","","Statistics & Probability"
1149,"Sub16","not vetted","Kube, J; Peters, C; Powilleit, M","Spatial variation in growth of Macoma balthica and Mya arenaria (Mollusca, Bivalvia) in relation to environmental gradients in the Pomeranian Bay (Southern Baltic Sea)","ARCHIVE OF FISHERY AND MARINE RESEARCH","Article",1996,"44","2-Jan","81","93","","Fisheries"
1166,"Sub16","not vetted","Chou, CP; Bentler, PM","Application of AIC to Wald and Lagrange multiplier tests in covariance structure analysis","MULTIVARIATE BEHAVIORAL RESEARCH","Article",1996,"31","3","351","370","10.1207/s15327906mbr3103_5","Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Psychology, Experimental; Statistics & Probability"
1169,"Sub16","not vetted","Auersperg, N; MainesBandiera, SL; Dyck, HG","Phenotypic plasticity of ovarian surface epithelium: possible implications for ovarian carcinogenesis","OVARIAN CANCER 4","Proceedings Paper",1996,NA,"","3","17","","Oncology; Obstetrics & Gynecology"
1171,"Sub16","not vetted","Das, K","Improved estimation of covariance matrices in balanced hierarchical multivariate variance components models","STATISTICS","Article",1996,"28","1","73","82","10.1080/02331889708802549","Statistics & Probability"
1216,"Sub16","not vetted","AI, CR","PRACTITIONERS CORNER - A POSITIVE SEMIDEFINITE COVARIANCE-MATRIX FOR HAUSMAN SPECIFICATION TESTS OF CONDITIONAL AND MARGINAL DENSITIES","OXFORD BULLETIN OF ECONOMICS AND STATISTICS","Article",1995,"57","2","277","281","","Economics; Social Sciences, Mathematical Methods; Statistics & Probability"
1217,"Sub16","not vetted","VIA, S; GOMULKIEWICZ, R; DEJONG, G; SCHEINER, SM; SCHLICHTING, CD; VANTIENDEREN, PH","ADAPTIVE PHENOTYPIC PLASTICITY - CONSENSUS AND CONTROVERSY","TRENDS IN ECOLOGY & EVOLUTION","Article",1995,"10","5","212","217","10.1016/S0169-5347(00)89061-8","Ecology; Evolutionary Biology; Genetics & Heredity"
1224,"Sub16","not vetted","VITT, DH; BAYLEY, SE; JIN, TL","SEASONAL-VARIATION IN WATER CHEMISTRY OVER A BOG-RICH FEN GRADIENT IN CONTINENTAL WESTERN CANADA","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES","Article",1995,"52","3","587","606","10.1139/f95-059","Fisheries; Marine & Freshwater Biology"
1258,"Sub16","not vetted","PARANJPE, SA; GORE, AP","SELECTING VARIABLES FOR DISCRIMINATION WHEN COVARIANCE MATRICES ARE UNEQUAL","STATISTICS & PROBABILITY LETTERS","Article",1994,"21","5","417","419","10.1016/0167-7152(94)00048-4","Statistics & Probability"
1264,"Sub16","not vetted","ZHANG, JH; LECHOWICZ, MJ","CORRELATION BETWEEN TIME OF FLOWERING AND PHENOTYPIC PLASTICITY IN ARABIDOPSIS-THALIANA (BRASSICACEAE)","AMERICAN JOURNAL OF BOTANY","Article",1994,"81","10","1336","1342","10.2307/2445409","Plant Sciences"
1291,"Sub16","not vetted","YUNG, YF; BENTLER, PM","BOOTSTRAP-CORRECTED ADF TEST STATISTICS IN COVARIANCE STRUCTURE-ANALYSIS","BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY","Article",1994,"47","","63","84","10.1111/j.2044-8317.1994.tb01025.x","Mathematics, Interdisciplinary Applications; Psychology, Mathematical; Psychology, Experimental; Statistics & Probability"
1326,"Sub16","not vetted","WEISSER, WW; STADLER, B","PHENOTYPIC PLASTICITY AND FITNESS IN APHIDS","EUROPEAN JOURNAL OF ENTOMOLOGY","Article; Proceedings Paper",1994,"91","1","71","78","","Entomology"
1337,"Sub16","not vetted","DOLAN, CV; MOLENAAR, PCM","TESTING SPECIFIC HYPOTHESES CONCERNING LATENT GROUP-DIFFERENCES IN MULTI-GROUP COVARIANCE STRUCTURE-ANALYSIS WITH STRUCTURED MEANS","MULTIVARIATE BEHAVIORAL RESEARCH","Article",1994,"29","3","203","222","10.1207/s15327906mbr2903_1","Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Psychology, Experimental; Statistics & Probability"
1344,"Sub16","not vetted","HONORE, HB; JENSEN, LC; JESSEN, KA; NIELSEN, HH","VARIANCE-COVARIANCE MEASUREMENTS IN THERAPEUTIC AND DIAGNOSTIC RADIATION BEAMS","RADIATION PROTECTION DOSIMETRY","Article",1994,"52","4-Jan","387","390","","Environmental Sciences; Public, Environmental & Occupational Health; Nuclear Science & Technology; Radiology, Nuclear Medicine & Medical Imaging"
1352,"Sub16","not vetted","VANDEVIJVER, CADM; BOOT, RGA; POORTER, H; LAMBERS, H","PHENOTYPIC PLASTICITY IN RESPONSE TO NITRATE SUPPLY OF AN INHERENTLY FAST-GROWING SPECIES FROM A FERTILE HABITAT AND AN INHERENTLY SLOW-GROWING SPECIES FROM AN INFERTILE HABITAT","OECOLOGIA","Article",1993,"96","4","548","554","10.1007/BF00320512","Ecology"
1396,"Sub16","not vetted","LEBLANC, DC","TEMPORAL AND SPATIAL VARIATION OF OAK GROWTH - CLIMATE RELATIONSHIPS ALONG A POLLUTION GRADIENT IN THE MIDWESTERN UNITED-STATES","CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE","Article",1993,"23","5","772","782","10.1139/x93-102","Forestry"
1443,"Sub16","not vetted","DIETRICH, CR","COMPUTATIONALLY EFFICIENT CHOLESKY FACTORIZATION OF A COVARIANCE-MATRIX WITH BLOCK TOEPLITZ STRUCTURE","JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION","Article",1993,"45","4-Mar","203","218","10.1080/00949659308811481","Computer Science, Interdisciplinary Applications; Statistics & Probability"
1472,"Sub16","not vetted","NAGAO, H; SRIVASTAVA, MS","ON THE DISTRIBUTIONS OF SOME TEST CRITERIA FOR A COVARIANCE-MATRIX UNDER LOCAL ALTERNATIVES AND BOOTSTRAP APPROXIMATIONS","JOURNAL OF MULTIVARIATE ANALYSIS","Article",1992,"43","2","331","350","10.1016/0047-259X(92)90039-I","Statistics & Probability"
1491,"Sub16","not vetted","GIRI, N","ON AN OPTIMUM TEST OF THE EQUALITY OF 2 COVARIANCE MATRICES","ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS","Article",1992,"44","2","357","362","10.1007/BF00058645","Statistics & Probability"
1523,"Sub16","not vetted","PERRON, F; GIRI, N","BEST EQUIVARIANT ESTIMATION IN CURVED COVARIANCE-MODELS","JOURNAL OF MULTIVARIATE ANALYSIS","Article",1992,"40","1","46","55","10.1016/0047-259X(92)90089-X","Statistics & Probability"
1526,"Sub16","not vetted","NUAMAH, NNNN","THE ERROR AND COVARIANCE-STRUCTURES OF THE MEAN APPROACH MODEL OF POOLED CROSS-SECTION AND TIME-SERIES DATA","JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES D-THE STATISTICIAN","Article",1992,"41","2","197","207","","Statistics & Probability"
1548,"Sub16","not vetted","COLE, RA; SUTHERLAND, RA; RIGGALL, WE","THE USE OF POLYACRYLAMIDE GRADIENT GEL-ELECTROPHORESIS TO IDENTIFY VARIATION IN ISOZYMES AS MARKERS FOR LACTUCA SPECIES AND RESISTANCE TO THE LETTUCE ROOT APHID PEMPHIGUS-BURSARIUS","EUPHYTICA","Article",1991,"56","3","237","242","10.1007/BF00042370","Agronomy; Plant Sciences; Horticulture"
