"samplesize","GE_Diff","covGE_true","covGE_data","lwrCI","uprCI"
1,1,0.5,-0.209333284433856,-2.56580759633783,1.95081996043048
1,2,2,1.4421570807041,-0.570462132385912,4.35670778347662
1,3,4.5,6.47101064489967,-1.64659747252303,18.0977182659625
1,4,8,7.88681979090325,-6.66780859595012,24.5228695967017
1,5,12.5,13.1219417317739,-3.77269167055794,37.9403011683175
2,1,0.5,0.994942023909201,-0.104643880481088,2.78931734406956
2,2,2,3.80570870568443,0.398095654714779,8.75201122370419
2,3,4.5,3.12217781879267,-1.9786127841601,8.3381022117655
2,4,8,7.52013437522464,-0.496511108769947,17.3482869894217
2,5,12.5,8.94232601041868,0.609002293392386,20.1501555417055
3,1,0.5,0.1902751750794,-0.358314262724874,0.993743427632792
3,2,2,2.58370056354851,-0.176906751368454,5.78155405336048
3,3,4.5,5.34353148910012,1.45553432350014,11.3370926553244
3,4,8,7.73734628483032,2.0204823554541,15.1118816443927
3,5,12.5,15.0573604821621,3.8777286579795,29.4025509315257
4,1,0.5,0.859907070319535,-0.0761661518046711,2.23426005409464
4,2,2,2.42859658156917,0.318073644810193,5.04035003670405
4,3,4.5,3.60737385280002,1.06882576765396,6.94872952740818
4,4,8,7.66034935508165,2.51723222397549,14.0086313940634
4,5,12.5,14.0433188843993,5.24108114301634,25.8518302313761
5,1,0.5,0.0763350386850084,-0.171119097528852,0.377332198790338
5,2,2,2.30525734227136,0.589000952449052,4.35328752458153
5,3,4.5,4.83510823622089,1.99422623259932,8.39536417560002
5,4,8,8.33890020739167,3.34798823164522,14.1545432820692
5,5,12.5,13.4725731952329,5.57433930857321,23.7834341483381
6,1,0.5,0.682172389875443,0.039057816502774,1.71261690414663
6,2,2,2.93139049336453,0.812085786191889,5.56337243781588
6,3,4.5,4.1622242320629,1.57326432145712,7.49751645115405
6,4,8,7.41708371987189,3.11111966208395,12.5521420689393
6,5,12.5,9.18925398649738,4.17309742977089,15.9054331193359
7,1,0.5,0.261529766007793,-0.106073138519266,0.758096672449569
7,2,2,0.883766114207918,0.16136135843475,1.87172793719111
7,3,4.5,4.95347230136585,2.24238619804607,8.51165115785597
7,4,8,9.2932136579742,4.27984678500032,14.8103412282575
7,5,12.5,11.7997853598203,5.80155168682545,18.9502065771613
8,1,0.5,0.158342496062996,-0.306301286024778,0.735763398354723
8,2,2,1.56231697408924,0.45753168235979,3.02318470414944
8,3,4.5,3.29833651164985,1.42297834879187,5.5733502643566
8,4,8,7.68825862224497,3.71422030377005,12.4509552636069
8,5,12.5,12.8902036531897,6.68972162155457,20.2136265216766
9,1,0.5,0.710409815788906,0.0960026410804541,1.54779949650673
9,2,2,2.42475829428817,1.07770775118195,4.26350047016125
9,3,4.5,4.77868135333064,2.2952649548188,7.67899510283904
9,4,8,7.33039331814318,3.94931596094389,11.5506554634003
9,5,12.5,12.2772647470618,6.74463229052764,18.8302437145571
10,1,0.5,0.771576950924657,0.177401249788086,1.48305439262506
10,2,2,2.07680751947039,1.05122187072135,3.36791380857995
10,3,4.5,4.17745412889894,2.32834878418174,6.41038297137205
10,4,8,7.85788669637226,4.16244045430184,11.7950703284933
10,5,12.5,11.3989347085801,6.16806927240208,17.5992707853901
