"samplesize","GE_Diff","covGE_true","covGE_data","lwrCI","uprCI"
1,1,0.5,0.0437810990402412,-2.91123840880894,3.02828038153854
1,2,2,0.897863328026222,-0.26807113550993,2.58083477713518
1,3,4.5,0.652538329447615,-1.84666158552597,3.31508380114077
1,4,8,5.71904801493218,-2.69847188910287,18.8903069525525
1,5,12.5,16.278717902014,-4.73753872533128,44.7191967354478
2,1,0.5,2.16835668376217,-0.243556133683986,5.78818737324737
2,2,2,0.927551004506893,-0.719985953766382,2.99290865604721
2,3,4.5,4.38185532453728,0.0675956366862373,10.1563194470312
2,4,8,10.0398494638892,1.33760604036059,23.301491039071
2,5,12.5,10.8278723120072,-2.86864948961608,26.9710591536073
3,1,0.5,0.249119701501534,-0.161592450787402,0.957376061522028
3,2,2,1.12329105888325,-0.287844984035739,2.77980186547383
3,3,4.5,5.08688852554446,1.23205296806507,10.2660077771759
3,4,8,6.83461156447685,1.64663544316055,13.93323029596
3,5,12.5,13.7868517025998,3.69320886319075,26.5872147837105
4,1,0.5,0.563857318480668,-0.403300334355528,1.72554459183732
4,2,2,1.33947724910883,-0.114489073825366,3.35779083530997
4,3,4.5,3.49165537046384,0.90328688838351,7.19160762183108
4,4,8,8.41665811478225,2.68729219321556,15.8243155673663
4,5,12.5,10.747425775279,2.62730436709579,20.4174551071254
5,1,0.5,0.216340836258037,-0.339245717254507,0.966424700735985
5,2,2,1.55308873220489,-0.0242773876221106,3.3033256202523
5,3,4.5,5.52628416016097,2.00955008133079,9.78287720957523
5,4,8,8.95351588910109,3.34698990348366,16.1601210547465
5,5,12.5,11.2855137081415,5.28909093786708,19.7580647731855
6,1,0.5,0.360606373478231,-0.0402725030404547,0.946031799036135
6,2,2,2.8201803652746,0.985787430998953,5.08289925168689
6,3,4.5,5.37097029502213,2.24499874368834,9.40414771159021
6,4,8,6.02342762077132,2.55649615398239,10.5422223616671
6,5,12.5,10.0976620168527,4.58079870810986,17.089043390117
7,1,0.5,1.41641381302051,0.338209021982116,2.95741022957294
7,2,2,1.68065953782649,0.559965588420637,3.05452009797988
7,3,4.5,5.1070061724552,2.39061342824305,8.30644901939952
7,4,8,8.23389366259226,3.90250122835934,13.1666802740696
7,5,12.5,12.8745712677678,6.6027872110283,20.5545261642234
8,1,0.5,0.363799281131395,0.0250273446942582,0.815966359965808
8,2,2,1.3672026031779,0.355512195397412,2.76164228788843
8,3,4.5,5.89632837296213,2.67919825665578,9.64655139008687
8,4,8,7.12382717882793,3.19478606710812,11.1557016220553
8,5,12.5,10.9258251175681,5.64559994500489,17.7482286584227
9,1,0.5,0.597893275136253,0.150351801938111,1.27197099870519
9,2,2,2.36922946464009,1.1384725580488,3.89242384032904
9,3,4.5,5.79006075591124,2.73827188719103,9.14644095367094
9,4,8,7.82306156720137,4.26919999636134,12.3417758351099
9,5,12.5,12.8375464355783,7.15922140435677,19.5393894028201
10,1,0.5,0.51314306713501,0.0759044853662095,1.12505100728099
10,2,2,2.26721893569592,1.07918514285163,3.72711770715313
10,3,4.5,4.07596546500568,2.2558577620182,6.3262504853663
10,4,8,8.79920946133511,4.92594222658854,13.760424262118
10,5,12.5,12.6209054433817,6.83990209435841,19.2467736022138
